地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
克罗地亚,187,2228,2,1946,95,4.3%,410,54,20.48421052631579,1095.41232761047,2.6105929618413746
科特迪瓦,1078,2109,92,1004,27,1.3%,2490,8,37.18518518518518,344.9460592317735,0.2494659580601527
危地马拉,1739,1912,120,138,35,1.8%,1658.2,12,3.942857142857143,22.673129056107783,1.4584427165370737
古巴,298,1872,10,1495,79,4.2%,1122,17,18.924050632911392,635.0352561379661,1.7732486363942448
北马其顿,398,1792,30,1293,101,5.6%,210,85,12.801980198019802,321.65779392009557,1.9626360728623786
爱沙尼亚,782,1784,4,938,64,3.6%,130,137,14.65625,187.42007672634273,0.8725099384335175
立陶宛,491,1547,7,997,59,3.8%,290,53,16.89830508474576,344.16099968932303,1.205245063091515
新西兰,45,1499,1,1433,21,1.4%,480,31,68.23809523809524,15164.021164021164,3.256571295650151
斯洛伐克,282,1495,1,1185,28,1.9%,550,27,42.32142857142857,1500.759878419453,0.8378968788341263
斯洛文尼亚,1089,1466,1,273,104,7.1%,210,70,2.625,24.104683195592287,3.4981853163671346
刚果,1124,1455,85,270,61,4.2%,8130,2,4.426229508196721,39.37926608715944,2.0100171345722946
索马里,1213,1421,64,152,56,3.9%,1518,9,2.7142857142857144,22.376634083146865,3.037271662255391
萨尔瓦多,909,1413,73,474,30,2.1%,642,22,15.8,173.81738173817382,0.6962721588614558
吉布提,425,1401,70,972,4,0.3%,94,149,243.0,5717.64705882353,0.09682885499878964
马约特岛,697,1342,84,627,18,1.3%,21.6,621,34.833333333333336,499.76087996174084,0.4118814056139436
加蓬,1065,1320,111,244,11,0.8%,203,65,22.181818181818183,208.27998292787026,0.42330485646117144
吉尔吉斯斯坦,375,1216,21,827,14,1.2%,640,19,59.07142857142857,1575.2380952380952,0.4514308746473196
马尔代夫,1032,1094,16,58,4,0.4%,44,249,14.5,140.50387596899225,0.6682705159048383
突尼斯,185,1037,2,807,45,4.3%,1180,9,17.933333333333334,969.3693693693693,3.014166582939817
拉脱维亚,328,1009,11,662,19,1.9%,190,53,34.8421052631579,1062.2593068035944,0.8750276324515511
几内亚比绍,960,990,21,26,4,0.4%,160,62,6.5,67.70833333333333,1.6025641025641026
斯里兰卡,434,981,23,538,9,0.9%,2100,5,59.77777777777778,1377.3681515617,0.3854521782330872
阿尔巴尼亚,190,948,13,727,31,3.3%,290,33,23.451612903225808,1234.295415959253,2.244262651125751
塞浦路斯,384,916,6,515,17,1.9%,120,76,30.294117647058822,788.9093137254902,0.8596278317152104
黎巴嫩,638,911,9,247,26,2.9%,610,15,9.5,148.90282131661442,1.6498927569707968
尼日尔,152,904,19,698,54,6%,2150,4,12.925925925925926,850.3898635477583,5.089730055798523
肯尼亚,524,887,57,313,50,5.6%,5140,2,6.26,119.46564885496183,3.0485574226276126
马里,310,874,54,512,52,5.9%,1951.7,4,9.846153846153847,317.61786600496276,3.276209677419355
哥斯达黎加,288,863,20,565,10,1.2%,500,17,56.5,1961.8055555555554,0.6145526057030483
布基纳法索,101,796,14,644,51,6.4%,1919,4,12.627450980392156,1250.242671325956,7.840846196420884
巴拉圭,573,786,27,202,11,1.4%,705.3,11,18.363636363636363,320.4823100111058,0.9503568157862907
赞比亚,562,761,74,192,7,0.9%,1760,4,27.428571428571427,488.0528723945094,0.6487247924080665
乌拉圭,150,734,2,564,20,2.7%,350,21,28.2,1880.0,2.364066193853428
格鲁吉亚,257,701,18,432,12,1.7%,390,18,36.0,1400.7782101167315,1.0808473843493298
圣马力诺,412,654,1,201,41,6.3%,3.2,2044,4.902439024390244,118.99123845607387,4.950973288895329
约旦,196,613,11,408,9,1.5%,1010,6,45.333333333333336,2312.9251700680275,1.125450180072029
马耳他,96,558,7,456,6,1.1%,40,140,76.0,7916.666666666666,1.3706140350877192
委内瑞拉,290,541,45,241,10,1.8%,3280,2,24.1,831.0344827586208,1.4308198597796538
牙买加,384,520,6,127,9,1.7%,284,18,14.11111111111111,367.4768518518518,1.845472440944882
塞拉利昂,332,505,58,141,32,6.3%,760,7,4.40625,132.71837349397592,6.835854054515936
乍得,333,503,46,117,53,10.5%,1490,3,2.207547169811321,66.29270780214176,13.60334693668027
海地,415,456,48,21,20,4.4%,1200,4,1.05,25.30120481927711,22.948938611589213
巴勒斯坦,44,381,1,335,2,0.5%,505.2,8,167.5,38068.181818181816,1.3568521031207599
尼泊尔,319,357,14,36,2,0.6%,2898,1,18.0,564.2633228840126,1.7415534656913965
马恩岛,26,335,1,285,24,7.2%,8.5,396,11.875,4567.307692307692,32.388663967611336
佛得角,241,328,2,84,3,0.9%,54,61,28.0,1161.8257261410788,1.4819205690574984
马达加斯加,202,322,66,119,1,0.3%,2520,1,119.0,5891.089108910891,0.4160079873533572
多哥,186,301,35,104,11,3.7%,425,7,9.454545454545455,508.30889540566966,5.686517783291976
利比里亚,85,226,7,120,21,9.3%,470,5,5.714285714285714,672.2689075630252,20.588235294117645
斯威士兰,128,203,12,73,2,1%,139,15,36.5,2851.5625,2.1404109589041096
法属圭亚那,71,197,8,125,1,0.5%,29,68,125.0,17605.6338028169,1.1267605633802817
圭亚那,64,117,1,43,10,8.5%,73.8,16,4.3,671.875,36.33720930232558
巴巴多斯,13,88,1,68,7,8%,28.1,31,9.714285714285714,7472.527472527471,79.18552036199095
利比亚,27,65,1,35,3,4.6%,627.7,1,11.666666666666666,4320.9876543209875,31.746031746031747
毛里塔尼亚,51,62,12,7,4,6.5%,450,1,1.75,343.13725490196083,112.04481792717087
