地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
巴拿马,3366,9726,157,6081,279,2.9%,420,232,21.795698924731184,64.75252205802491,0.1363060360709741
捷克,2654,8594,70,5641,299,3.5%,1060,81,18.86622073578595,71.085986193617,0.19971660280856315
阿根廷,5364,8371,566,2625,382,4.6%,4510,19,6.871727748691099,12.810827271981914,0.27129718404886194
挪威,7992,8257,13,32,233,2.8%,540,153,0.13733905579399142,0.17184566540789714,9.110673173173172
阿富汗,6625,7653,408,850,178,2.3%,3680,21,4.775280898876405,7.207971168115328,0.3160932297447281
巴林,4410,7374,254,2952,12,0.2%,160,461,246.0,557.8231292517006,0.00921777925262246
阿尔及利亚,3021,7201,182,3625,555,7.7%,4270,17,6.531531531531532,21.620428770379117,0.5067972468581995
澳大利亚,555,7068,15,6413,100,1.4%,2510,28,64.13,1155.4954954954956,0.28096082984590703
马来西亚,1218,6978,47,5646,114,1.6%,3250,21,49.526315789473685,406.6199982715409,0.16577410399096792
摩洛哥,2889,6972,132,3890,193,2.8%,3660,19,20.155440414507773,69.7661488906465,0.17173553439560216
哈萨克斯坦,3247,6751,283,3469,35,0.5%,1860,36,99.11428571428571,305.24880109111706,0.03107287628210017
芬兰,1098,6399,33,5000,301,4.7%,560,114,16.611295681063122,151.28684591132168,0.5482695810564663
摩尔多瓦,3496,6138,78,2425,217,3.5%,400,153,11.175115207373272,31.96543251536977,0.2559626318148576
阿曼,4071,5671,193,1574,26,0.5%,500,113,60.53846153846154,148.70661149216787,0.04057583983405105
亚美尼亚,2813,5041,351,2164,64,1.3%,290,174,33.8125,120.2008531816566,0.10513637173066953
玻利维亚,3586,4263,262,503,174,4.1%,1121,38,2.8908045977011496,8.061362514504042,0.9646526862250923
卢森堡,125,3947,2,3715,107,2.7%,60,658,34.7196261682243,2777.570093457944,2.304172274562584
匈牙利,1677,3556,26,1412,467,13.1%,970,37,3.02355460385439,18.02954444755152,1.9721916750706525
伊拉克,1117,3554,150,2310,127,3.6%,4040,9,18.188976377952756,162.83774734066927,0.49219655307390314
喀麦隆,1822,3529,424,1567,140,4%,2405,15,11.192857142857143,61.43170769954524,0.49035506610336543
阿塞拜疆,1292,3387,113,2055,40,1.2%,1000,34,51.375,397.6393188854489,0.15065572906073688
泰国,120,3033,3,2857,56,1.8%,6930,4,51.017857142857146,4251.488095238095,1.6334150040835373
希腊,1297,2836,2,1374,165,5.8%,1110,26,8.327272727272728,64.20410738066869,0.9258853989556013
乌兹别克斯坦,474,2825,38,2338,13,0.5%,3280,9,179.84615384615384,3794.2226549821485,0.11730607501091848
洪都拉斯,2312,2798,81,340,146,5.2%,911,31,2.328767123287671,10.07252215954875,1.8573173213922247
几内亚,1517,2796,138,1263,16,0.6%,1270,22,78.9375,520.3526697429137,0.08350857084997633
塞内加尔,1454,2617,64,1133,30,1.1%,1670,16,37.766666666666666,259.74323704722605,0.1821071251233776
苏丹,2239,2591,302,247,105,4.1%,4312,6,2.3523809523809525,10.506391033412024,1.8986208779584581
波斯尼亚和黑塞哥维那,665,2321,14,1522,134,5.8%,350,66,11.35820895522388,170.80013466502075,1.3239406005157441
保加利亚,1501,2259,24,646,112,5%,700,32,5.767857142857143,38.42676311030742,1.1550607128787207
克罗地亚,169,2232,2,1967,96,4.3%,410,54,20.489583333333332,1212.4013806706114,2.8878868189024223
科特迪瓦,1051,2119,10,1040,28,1.3%,2490,9,37.142857142857146,353.40492048389297,0.25616628851643125
危地马拉,1824,2001,149,139,38,1.9%,1658.2,12,3.6578947368421053,20.054247460757157,1.4988009592326141
古巴,297,1881,9,1505,79,4.2%,1122,17,19.050632911392405,641.4354515620338,1.7673971162343254
北马其顿,382,1839,25,1351,106,5.8%,210,88,12.745283018867925,333.64615232638545,2.0539371650241627
爱沙尼亚,789,1791,10,938,64,3.6%,130,138,14.65625,185.7572877059569,0.8647690391064774
刚果,1278,1629,83,290,61,3.7%,8130,2,4.754098360655738,37.19951768901203,1.64589066968863
立陶宛,491,1547,6,997,59,3.8%,290,53,16.89830508474576,344.16099968932303,1.205245063091515
吉布提,493,1518,117,1018,7,0.5%,94,161,145.42857142857142,2949.869603013619,0.1394772393070771
萨尔瓦多,966,1498,75,502,30,2%,642,23,16.733333333333334,173.22291235334714,0.6186434386676896
斯洛伐克,282,1495,1,1185,28,1.9%,550,27,42.32142857142857,1500.759878419453,0.8378968788341263
索马里,1235,1455,34,163,57,3.9%,1518,10,2.8596491228070176,23.155053625967753,2.8315243039169418
马约特岛,725,1370,28,627,18,1.3%,21.6,634,34.833333333333336,480.45977011494256,0.3959742616729912
吉尔吉斯斯坦,331,1243,78,898,14,1.1%,640,19,64.14285714285714,1937.8506689684934,0.4710030346052658
马尔代夫,1044,1106,12,58,4,0.4%,44,251,14.5,138.88888888888889,0.6605892456070815
几内亚比绍,990,1032,42,38,4,0.4%,160,65,9.5,95.95959595959596,1.063264221158958
拉脱维亚,297,1012,1,694,21,2.1%,190,53,33.04761904761905,1112.7144460477796,1.0188338718598084
斯里兰卡,424,992,26,559,9,0.9%,2100,5,62.111111111111114,1464.8846960167716,0.3797212002565228
黎巴嫩,677,954,20,251,26,2.7%,610,16,9.653846153846153,142.5974321099875,1.5300687942469413
阿尔巴尼亚,176,949,2,742,31,3.3%,290,33,23.93548387096774,1359.9706744868033,2.3738054398431756
肯尼亚,526,912,25,336,50,5.5%,5140,2,6.72,127.75665399239543,2.8290783994206046
马里,310,874,14,512,52,5.9%,1951.7,4,9.846153846153847,317.61786600496276,3.276209677419355
赞比亚,573,772,8,192,7,0.9%,1760,4,27.428571428571427,478.6836200448766,0.6362710878417684
格鲁吉亚,234,702,6,456,12,1.7%,390,18,38.0,1623.931623931624,1.1246063877642825
约旦,207,629,6,413,9,1.4%,1010,6,45.888888888888886,2216.8545356951154,1.0527423939362037
委内瑞拉,355,618,37,253,10,1.6%,3280,2,25.3,712.6760563380282,1.113399766186049
马耳他,103,569,5,460,6,1.1%,40,142,76.66666666666667,7443.365695792881,1.2663571127057829
海地,491,533,98,21,21,3.9%,1200,4,1.0,20.36659877800407,20.36659877800407
牙买加,384,520,3,127,9,1.7%,284,18,14.11111111111111,367.4768518518518,1.845472440944882
乍得,349,519,29,117,53,10.2%,1490,3,2.207547169811321,63.25350056765962,12.979697793451374
尼泊尔,363,402,65,37,2,0.5%,2898,1,18.5,509.6418732782369,1.4890923981833075
巴勒斯坦,49,388,5,337,2,0.5%,505.2,8,168.5,34387.75510204082,1.2111669593653485
多哥,212,330,3,106,12,3.6%,425,8,8.833333333333334,416.6666666666667,5.33997864008544
马达加斯加,205,326,18,119,2,0.6%,2520,1,59.5,2902.4390243902435,0.8198401311744209
南苏丹,282,290,54,4,4,1.4%,1253,2,1.0,35.46099290780142,35.46099290780142
斯威士兰,125,205,1,78,2,1%,139,15,39.0,3120.0,2.051282051282051
百慕大群岛,39,125,1,77,9,7.2%,6.5,191,8.555555555555555,2193.732193732194,29.97002997002997
巴巴多斯,13,88,2,68,7,8%,28.1,31,9.714285714285714,7472.527472527471,79.18552036199095
毛里塔尼亚,70,81,21,7,4,4.9%,450,2,1.75,250.0,81.63265306122447
圣马丁岛,8,77,1,54,15,19.5%,3.1,248,3.6,4500.0,347.22222222222223
博茨瓦纳,7,25,1,17,1,4%,225,1,17.0,24285.714285714283,84.03361344537815
苏里南,1,11,1,9,1,9.1%,59.7,2,9.0,90000.0,1111.111111111111
