地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
危地马拉,3869,4607,203,648,90,2%,1658.2,28,7.2,18.60945980873611,0.3589787771746934
苏丹,3472,4521,175,816,233,5.2%,4312,10,3.5021459227467813,10.086825814362848,0.822405575133279
卢森堡,87,4012,4,3815,110,2.7%,60,669,34.68181818181818,3986.4158829676066,3.314201352796734
匈牙利,1201,3867,25,2142,524,13.6%,970,40,4.087786259541985,34.03652172807647,2.036895801895557
几内亚,1634,3656,103,2000,22,0.6%,1270,29,90.9090909090909,556.3591854901524,0.06731946144430845
乌兹别克斯坦,771,3513,31,2728,14,0.4%,3280,11,194.85714285714286,2527.3299981471187,0.06656244888954817
塞内加尔,1650,3429,81,1738,41,1.2%,1670,21,42.390243902439025,256.9105691056911,0.1429717194964606
泰国,59,3077,11,2961,57,1.9%,6930,4,51.94736842105263,8804.63871543265,3.2627547953909297
刚果,2469,2966,173,428,69,2.3%,8130,4,6.202898550724638,25.1231209020844,0.652956473353698
希腊,1360,2909,6,1374,175,6%,1110,26,7.851428571428571,57.73109243697479,0.9365099751691071
科特迪瓦,1348,2750,194,1370,32,1.2%,2490,11,42.8125,317.60014836795256,0.1732764409019039
加蓬,1889,2613,294,709,15,0.6%,203,129,47.266666666666666,250.22057526027882,0.11199872172125609
保加利亚,1296,2499,8,1064,139,5.6%,700,36,7.654676258992806,59.063860023092644,1.0080177295089576
波斯尼亚和黑塞哥维那,529,2485,23,1803,153,6.2%,350,71,11.784313725490197,222.76585492420034,1.6041317401054953
萨尔瓦多,1325,2395,84,1026,44,1.8%,642,37,23.318181818181817,175.98627787307032,0.3236603037993306
北马其顿,487,2129,52,1516,126,5.9%,210,101,12.031746031746032,247.05844007692056,1.706641816517042
古巴,163,2005,22,1760,82,4.1%,1122,18,21.463414634146343,1316.7739039353585,2.858337981037368
爱沙尼亚,176,1865,8,1622,67,3.6%,130,143,24.208955223880597,1375.5088195386702,2.346990247730075
索马里,1446,1828,97,310,72,3.9%,1518,12,4.305555555555555,29.775626248655293,1.6062106813010308
肯尼亚,1245,1745,127,438,62,3.6%,5140,3,7.064516129032258,56.7431014380101,1.1369679631769085
吉尔吉斯斯坦,593,1722,68,1113,16,0.9%,640,27,69.5625,1173.060708263069,0.24242093668419676
马约特岛,293,1699,29,1385,21,1.2%,21.6,787,65.95238095238095,2250.9345034942303,0.5174899274281983
立陶宛,371,1670,6,1229,70,4.2%,290,58,17.557142857142857,473.2383519445514,1.5352257549472652
马尔代夫,1389,1591,78,197,5,0.3%,44,362,39.4,283.65730741540676,0.18272649863137852
海地,1527,1584,123,22,35,2.2%,1200,13,0.6285714285714286,4.116381326597437,10.418527117937726
斯里兰卡,776,1540,37,754,10,0.6%,2100,7,75.4,971.6494845360825,0.17090978697804152
委内瑞拉,1054,1370,80,302,14,1%,3280,4,21.571428571428573,204.66251016535648,0.4398255777423125
赤道几内亚,1094,1306,263,200,12,0.9%,130,100,16.666666666666668,152.34613040828762,0.5484460694698354
几内亚比绍,1206,1256,61,42,8,0.6%,160,79,5.25,43.53233830845771,1.5794045644791912
马里,484,1226,32,669,73,6%,1951.7,6,9.164383561643836,189.34676780255862,2.2545059234826867
尼泊尔,1000,1212,170,206,6,0.5%,2898,4,34.333333333333336,343.3333333333333,0.2912621359223301
黎巴嫩,441,1172,4,705,26,2.2%,610,19,27.115384615384617,614.8613291470434,0.8362683134719608
阿尔巴尼亚,232,1122,23,857,33,2.9%,290,39,25.96969696969697,1119.3834900731451,1.6597593851848873
突尼斯,77,1071,3,946,48,4.5%,1180,9,19.708333333333332,2559.523809523809,6.589604898272974
拉脱维亚,296,1065,3,745,24,2.3%,190,56,31.041666666666668,1048.704954954955,1.0883366588064576
哥斯达黎加,359,1022,16,653,10,1%,500,20,65.3,1818.9415041782727,0.42657202455348575
埃塞俄比亚,763,968,137,197,8,0.8%,10500,1,24.625,322.7391874180865,0.5322298434578973
塞浦路斯,141,942,1,784,17,1.8%,120,79,46.11764705882353,3270.7551105548605,1.5378491822260818
巴拉圭,493,917,16,413,11,1.2%,705.3,13,37.54545454545455,761.5710861146966,0.5402511676792283
塞拉利昂,398,829,17,386,45,5.4%,760,11,8.577777777777778,215.5220547180346,2.929153539719322
乌拉圭,114,816,8,680,22,2.7%,350,23,30.90909090909091,2711.3237639553427,2.837977296181631
安道尔,29,764,1,684,51,6.7%,7.3,1053,13.411764705882353,4624.746450304259,25.71082879612825
乍得,250,759,11,444,65,8.6%,1490,5,6.8307692307692305,273.2307692307692,5.8558558558558556
格鲁吉亚,145,757,8,600,12,1.6%,390,19,50.0,3448.2758620689656,1.3793103448275863
中非,731,755,53,23,1,0.1%,474,16,23.0,314.6374829001368,0.5947778504728484
约旦,214,730,8,507,9,1.2%,1010,7,56.333333333333336,2632.3987538940814,0.8295083780346182
马达加斯加,529,698,42,164,5,0.7%,2520,3,32.8,620.0378071833649,0.5763290147079164
圣马力诺,285,671,1,344,42,6.3%,3.2,2097,8.19047619047619,287.3851294903926,4.283965728274174
圣多美和普林西比,383,463,15,68,12,2.6%,20.4,227,5.666666666666667,147.95474325500436,4.607587160190447
法属圭亚那,277,450,30,172,1,0.2%,29,155,172.0,6209.386281588449,0.20989001763076148
巴勒斯坦,76,447,11,368,3,0.7%,505.2,9,122.66666666666667,16140.350877192985,1.072654462242563
多哥,213,428,27,202,13,3%,425,10,15.538461538461538,729.5052365474901,3.0214289034537254
毛里塔尼亚,382,423,54,21,20,4.7%,450,9,1.05,27.486910994764397,24.93143854400399
斯威士兰,109,279,7,168,2,0.7%,139,20,84.0,7706.422018348624,1.09217999126256
马拉维,227,273,102,42,4,1.5%,1809.2,2,10.5,462.55506607929516,4.195510803440318
利比里亚,100,273,4,146,27,9.9%,470,6,5.407407407407407,540.7407407407408,18.493150684931507
莫桑比克,148,234,6,84,2,0.9%,3050,1,42.0,2837.837837837838,1.6087516087516087
贝宁,85,224,14,136,3,1.3%,1120,2,45.333333333333336,5333.333333333333,2.595155709342561
关岛,24,172,1,143,5,2.9%,16.6,104,28.6,11916.666666666666,14.56876456876457
津巴布韦,117,149,17,28,4,2.7%,1690,1,7.0,598.2905982905983,12.21001221001221
百慕大群岛,39,140,1,92,9,6.4%,6.5,214,10.222222222222221,2621.0826210826212,25.08361204013378
叙利亚,75,122,1,43,4,3.3%,1827,1,10.75,1433.3333333333335,12.4031007751938
利比亚,72,118,6,41,5,4.2%,627.7,2,8.2,1138.8888888888887,16.937669376693766
巴哈马,43,102,1,48,11,10.8%,37.2,27,4.363636363636363,1014.799154334038,53.29457364341085
