地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
美国,1043354,1387496,17872,262225,81917,5.9%,32910,422,3.201105997534089,0.030680919395853077,0.0029941135007432534
西班牙,62130,269520,3480,180470,26920,10%,4640,581,6.7039375928677565,1.0790178002362396,0.024008702137811713
俄罗斯,186615,232243,11656,43512,2116,0.9%,14390,161,20.563327032136105,1.101911798737299,0.002605913935963197
英国,189077,223060,3877,1918,32065,14.4%,6700,333,0.05981599875253391,0.0031635787934298676,0.8841866197010854
意大利,82488,219814,744,106587,30739,14%,5920,371,3.46748430332802,0.4203622712792188,0.03496187553455478
法国,94056,177423,453,56724,26643,15%,6550,271,2.1290395225762864,0.2263587142315521,0.0499378420345758
德国,14341,173639,534,151538,7760,4.5%,8240,211,19.528092783505155,13.616967285060426,0.03570760601890315
巴西,90827,169906,3463,67384,11695,6.9%,21240,80,5.761778537836682,0.6343684738939612,0.019108582367935945
土耳其,40150,139771,1114,95780,3841,2.7%,8300,168,24.936214527466806,6.21076326960568,0.009988123987958083
伊朗,15677,110767,1683,88357,6733,6.1%,8280,134,13.122976384969553,8.370846708534511,0.04860765775609369
印度,46082,71441,6629,23049,2310,3.2%,136870,5,9.977922077922077,2.1652536951352106,0.02174846311660911
加拿大,31994,69981,2256,32994,4993,7.1%,3730,188,6.608051271780493,2.0654032855474442,0.04729966398311128
秘鲁,44455,68822,1515,22406,1961,2.8%,3290,209,11.425803161652219,2.5701952899903766,0.019687594124093467
比利时,31286,53779,368,13732,8761,16.3%,1160,464,1.5674009816231025,0.500991172288916,0.20392470588708492
荷兰,37152,42984,161,322,5510,12.8%,1710,251,0.05843920145190563,0.01572975921939751,4.6058896539179655
沙特阿拉伯,27404,42925,1966,15257,264,0.6%,3410,126,57.791666666666664,21.088770495791366,0.006314236171586001
墨西哥,9654,36327,1562,23100,3573,9.8%,13230,27,6.465155331654072,6.696866927340038,0.16021889856569782
巴基斯坦,23395,32674,1476,8555,724,2.2%,20460,16,11.816298342541437,5.050779372746928,0.03617391408620459
瑞士,1723,30380,39,26800,1857,6.1%,860,353,14.431879375336564,83.76018209713618,0.4021534809989518
智利,16135,30063,1197,13605,323,1.1%,1830,164,42.12074303405573,26.10520175646466,0.01471414415328585
葡萄牙,23737,27913,98,3013,1163,4.2%,1030,271,2.590713671539123,1.0914242202212254,0.1626128094905925
瑞典,18988,27272,348,4971,3313,12.1%,1010,270,1.5004527618472683,0.7902110605894609,0.3509929955231813
卡塔尔,22116,25149,1103,3019,14,0.1%,270,931,215.64285714285714,97.50536134149806,0.0020968064379865603
新加坡,21425,24671,486,3225,21,0.1%,590,418,153.57142857142858,71.6786131021837,0.0030392662342948636
白俄罗斯,17240,23906,933,6531,135,0.6%,940,254,48.37777777777778,28.06135601959268,0.011989934849358458
爱尔兰,4558,23135,139,17110,1467,6.3%,480,482,11.663258350374916,25.58854398941403,0.18810735788277538
阿联酋,13446,19661,680,6012,203,1%,970,203,29.61576354679803,22.025705449054016,0.0251121535994895
孟加拉国,13263,16660,1034,3147,250,1.5%,16470,10,12.588,9.491065369825831,0.0598965069818603
波兰,9603,16561,385,6131,827,5%,3800,44,7.41354292623942,7.720028039403749,0.1404647221831146
以色列,4312,16526,34,11956,258,1.6%,860,192,46.34108527131783,107.47004933051444,0.0500443493800087
日本,6824,16024,45,8531,669,4.2%,12690,13,12.75186846038864,18.68679434406307,0.1149177614830843
乌克兰,12225,16023,416,3373,425,2.7%,4380,37,7.936470588235294,6.492000481174065,0.10306796968831639
奥地利,1190,15961,11,14148,623,3.9%,880,181,22.709470304975923,190.83588491576407,0.370037752166176
罗马尼亚,7102,15778,226,7685,991,6.3%,1950,81,7.754793138244198,10.919168034700363,0.18157209923913778
印度尼西亚,10679,14749,233,3063,1007,6.8%,26950,5,3.041708043694141,2.848307934913514,0.3078590233128156
哥伦比亚,8309,11613,550,2825,479,4.1%,4980,23,5.897703549060543,7.0979703322428005,0.20406489604512434
南非,6787,11350,595,4357,206,1.8%,5810,20,21.150485436893202,31.163231820971273,0.06966294194246457
菲律宾,8493,11350,292,2106,751,6.6%,10810,10,2.804260985352863,3.3018497413786214,0.41987541496941394
韩国,1008,10936,27,9670,258,2.4%,5130,21,37.48062015503876,371.8315491571305,0.26468705372531637
丹麦,1652,10711,84,8526,533,5%,580,185,15.99624765478424,96.82958628804019,0.37841804501712184
多米尼加共和国,7371,10634,287,2870,393,3.7%,1083.5,98,7.302798982188295,9.90747385997598,0.18577370493746798
科威特,7101,10277,598,3101,75,0.7%,420,245,41.346666666666664,58.22654086278928,0.03405963460551518
塞尔维亚,6668,10176,62,3290,218,2.1%,870,117,15.091743119266056,22.633088061286827,0.09937222281987372
埃及,7041,9746,436,2172,533,5.5%,10120,10,4.075046904315197,5.787596796357332,0.3485242840997337
巴拿马,3680,8616,166,4687,249,2.9%,420,205,18.823293172690764,51.15025318665968,0.1443632248309385
