地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
美国,1021721,1324352,29802,223930,78701,5.9%,32910,402,2.8453259806101574,0.027848365459946085,0.0034398194736480277
西班牙,63148,262783,3262,173157,26478,10.1%,4640,566,6.5396555631089965,1.0356077093667253,0.024215058613945867
意大利,87961,217185,1327,99023,30201,13.9%,5920,367,3.2787987152743288,0.3727559617642283,0.03467329269290868
英国,178205,211364,5618,1918,31241,14.8%,6700,315,0.06139368138023751,0.0034451155343698274,0.9140215576377325
俄罗斯,164933,198676,10699,31916,1827,0.9%,14390,138,17.469074986316365,1.0591619012760554,0.003470743607452395
法国,94067,176079,1288,55782,26230,14.9%,6550,269,2.1266488753335877,0.22607810128244632,0.04998813287823908
德国,17622,171283,1279,146101,7560,4.4%,8240,208,19.3255291005291,10.966705879315118,0.029363877937463596
巴西,77669,147003,9130,59297,10037,6.8%,21240,69,5.90784098834313,0.7606433697283511,0.021793324666352986
土耳其,45484,135569,1848,86396,3689,2.7%,8300,163,23.419896991054486,5.149040759619754,0.009387638741666307
伊朗,14567,106220,1556,85064,6589,6.2%,8280,128,12.910001517680984,8.862498467550617,0.05317452100207481
加拿大,31459,66434,1507,30406,4569,6.9%,3730,178,6.654847887940468,2.1154035054961913,0.04776578873788165
秘鲁,41121,61847,3321,19012,1714,2.8%,3290,188,11.092182030338389,2.69744948574655,0.021923977337146253
印度,39935,59881,4261,17956,1990,3.3%,136870,4,9.023115577889447,2.25945050153736,0.02775171270601428
比利时,30604,52596,591,13411,8581,16.3%,1160,453,1.5628714602027736,0.5106755522816538,0.20907328651930437
荷兰,36638,42382,518,322,5422,12.8%,1710,248,0.059387679822943566,0.01620931268708542,4.595913891798184
沙特阿拉伯,27777,37136,1701,9120,239,0.6%,3410,109,38.15899581589958,13.73762314717197,0.009434474691607155
墨西哥,8048,31522,1982,20314,3160,10%,13230,24,6.428481012658228,7.987675214535571,0.19328745455787477
瑞士,2328,30251,81,26100,1823,6%,860,352,14.317059791552387,61.49939773003602,0.30002896604389667
巴基斯坦,19100,27474,2362,7756,618,2.2%,20460,13,12.550161812297734,6.57076534675274,0.04171740709438935
葡萄牙,23781,27406,553,2499,1126,4.1%,1030,266,2.219360568383659,0.9332494715880992,0.18947068335765407
智利,13518,25972,1391,12160,294,1.1%,1830,142,41.36054421768708,30.596644635069595,0.01788550937930712
