地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
瑞典,17730,25921,642,4971,3220,12.4%,1010,257,1.5437888198757763,0.8707212746056268,0.36534517233229663
爱尔兰,4002,22541,156,17110,1429,6.3%,480,470,11.973407977606717,29.91856066368495,0.20869167987601758
新加坡,20400,22460,768,2040,20,0.1%,590,381,102.0,50.0,0.004805843906189927
白俄罗斯,15876,22052,933,6050,126,0.6%,940,235,48.01587301587302,30.24431406895504,0.013118194936376754
卡塔尔,18819,21331,1311,2499,13,0.1%,270,790,192.23076923076923,102.14717531790701,0.002764270594788742
阿联酋,12782,16793,553,3837,174,1%,970,173,22.051724137931036,17.252170347309526,0.03547795968455934
以色列,4886,16444,63,11313,245,1.5%,860,191,46.17551020408163,94.50575154335169,0.04432358037270812
奥地利,1290,15833,22,13928,615,3.9%,880,180,22.647154471544717,175.55933698871874,0.3422919199070302
日本,9247,15777,88,5906,624,4%,12690,12,9.46474358974359,10.235474845618675,0.11425896596880927
波兰,9296,15510,302,5437,777,5%,3800,41,6.997425997425998,7.527351546284421,0.1537324578800765
罗马尼亚,7293,15131,312,6912,926,6.1%,1950,78,7.464362850971923,10.234968944154563,0.1836965685004901
乌克兰,11425,14710,504,2909,376,2.6%,4380,34,7.736702127659575,6.771730527491969,0.11313263823958392
孟加拉国,11142,13770,709,2414,214,1.6%,16470,8,11.280373831775702,10.124191197070276,0.07956340363020298
印度尼西亚,10079,13645,336,2607,959,7%,26950,5,2.718456725755996,2.697149246707011,0.3649724902461197
韩国,1016,10840,18,9568,256,2.4%,5130,21,37.375,367.86417322834643,0.2633450082953678
菲律宾,8064,10610,120,1842,704,6.6%,10810,10,2.616477272727273,3.2446394751082255,0.4739499853506368
丹麦,1680,10416,135,8214,522,5%,580,180,15.735632183908047,93.66447728516695,0.3782740269226756
哥伦比亚,7199,10051,595,2424,428,4.3%,4980,20,5.663551401869159,7.867136271522655,0.2452669214691993
塞尔维亚,7281,9943,95,2453,209,2.1%,870,114,11.736842105263158,16.119821597669493,0.11701935684929693
多米尼加共和国,6710,9376,281,2286,380,4.1%,1083.5,87,6.015789473684211,8.965409051690328,0.2477335638559338
南非,5564,8895,424,3153,178,2%,5810,15,17.713483146067414,31.83587912664884,0.10146328294598299
埃及,6028,8476,393,1945,503,5.9%,10120,8,3.8667992047713717,6.414729934922647,0.42901762639814545
捷克,3391,8078,55,4414,273,3.4%,1060,76,16.168498168498168,47.680619783244374,0.1823906320964487
巴拿马,6953,8070,137,886,231,2.9%,420,192,3.8354978354978355,5.516320775920949,0.3749782074353471
挪威,7820,8070,38,32,218,2.7%,540,149,0.14678899082568808,0.18770970693822006,8.711636828644501
科威特,4952,7623,641,2622,49,0.6%,420,182,53.51020408163265,108.0577626850417,0.03773833685147053
澳大利亚,697,6929,18,6135,97,1.4%,2510,28,63.24742268041237,907.4235678681831,0.22684248128257203
马来西亚,1552,6589,68,4929,108,1.6%,3250,20,45.638888888888886,294.06500572737684,0.1411800139297614
芬兰,1615,5880,65,4000,265,4.5%,560,105,15.09433962264151,93.46340323617034,0.4102167182662539
摩洛哥,3298,5873,156,2389,186,3.2%,3660,16,12.844086021505376,38.94507586872461,0.2360729043897122
阿根廷,3659,5611,163,1659,293,5.2%,4510,12,5.662116040955631,15.474490409826814,0.4826794673920367
阿尔及利亚,2414,5369,187,2467,488,9.1%,4270,13,5.055327868852459,20.941706167574395,0.8194329188368485
哈萨克斯坦,3260,4922,264,1631,31,0.6%,1860,26,52.61290322580645,161.38927369879278,0.05830289671359737
摩尔多瓦,2752,4728,123,1826,150,3.2%,400,118,12.173333333333334,44.234496124031004,0.2984984334802211
巴林,2538,4595,273,2049,8,0.2%,160,287,256.125,1009.160756501182,0.015383544453251524
阿富汗,3416,4033,215,502,115,2.9%,3680,11,4.3652173913043475,12.778739435902658,0.6706196292114912
加纳,3671,4012,921,323,18,0.4%,2950,14,17.944444444444443,48.8816247465117,0.15180483295986533
尼日利亚,3116,3912,381,679,117,3%,20100,2,5.803418803418803,18.62457895834019,0.5529917325372773
卢森堡,245,3871,12,3526,100,2.6%,60,645,35.26,1439.1836734693877,1.15758158056189
阿曼,2139,3224,154,1068,17,0.5%,500,64,62.8235294117647,293.7051398399472,0.0744160962891757
匈牙利,1904,3213,28,904,405,12.6%,970,33,2.2320987654320987,11.723207801639173,2.3529876552390867
亚美尼亚,1864,3175,145,1267,44,1.4%,290,109,28.795454545454547,154.48205228248148,0.1863074207939406
泰国,161,3004,8,2787,56,1.9%,6930,4,49.767857142857146,3091.1712511091396,1.2480304519430274
希腊,1167,2691,13,1374,150,5.6%,1110,24,9.16,78.49185946872322,0.9354781977451234
伊拉克,838,2603,60,1661,104,4%,4040,6,15.971153846153847,190.58656140995043,0.7471704511328973
乌兹别克斯坦,536,2349,55,1803,10,0.4%,3280,7,180.3,3363.805970149254,0.10347596460294203
阿塞拜疆,675,2279,75,1576,28,1.2%,1000,23,56.285714285714285,833.8624338624338,0.2632073698063546
玻利维亚,1923,2266,195,237,106,4.7%,1121,20,2.2358490566037736,11.626880169546403,2.3258314298816676
克罗地亚,363,2176,36,1726,87,4%,410,53,19.839080459770116,546.5311421424275,1.3885829750150829
波斯尼亚和黑塞哥维那,929,2090,43,1059,102,4.9%,350,60,10.382352941176471,111.75837396314824,1.0367845043407726
几内亚,1335,2009,82,663,11,0.5%,1270,16,60.27272727272727,451.48110316649644,0.12427904033984669
保加利亚,1401,1911,54,422,88,4.6%,700,27,4.795454545454546,34.22879761209526,1.4884425816360012
洪都拉斯,1472,1771,224,192,107,6%,911,19,1.794392523364486,12.190166598943518,3.785948822463768
古巴,589,1741,26,1078,74,4.3%,1122,16,14.567567567567568,247.32712338824396,1.1654607822446774
爱沙尼亚,926,1733,5,747,60,3.5%,130,133,12.45,134.44924406047517,0.867400487479074
塞内加尔,976,1634,59,643,15,0.9%,1670,10,42.86666666666667,439.20765027322403,0.23901792315733117
北马其顿,419,1622,14,1112,91,5.6%,210,77,12.219780219780219,291.641532691652,1.9530914647756736
科特迪瓦,828,1602,55,754,20,1.2%,2490,6,37.7,455.31400966183577,0.3203526441907251
新西兰,103,1492,1,1368,21,1.4%,480,31,65.14285714285714,6324.549237170596,1.490376426503151
斯洛伐克,524,1455,10,905,26,1.8%,550,26,34.80769230769231,664.2689371697005,0.5482687360296908
斯洛文尼亚,1098,1454,1,255,101,6.9%,210,69,2.5247524752475248,22.99410268895742,3.6072716882745812
立陶宛,567,1444,3,828,49,3.4%,290,50,16.897959183673468,298.0239714933592,1.0437168247152144
吉布提,308,1135,9,824,3,0.3%,94,121,274.6666666666667,8917.748917748919,0.11820703568276385
苏丹,950,1111,181,102,59,5.3%,4312,3,1.728813559322034,18.198037466547724,6.0887512899896805
突尼斯,347,1030,1,638,45,4.4%,1180,9,14.177777777777777,408.5814921549792,2.032648857651342
刚果,768,937,34,130,39,4.2%,8130,1,3.3333333333333335,43.40277777777778,3.9062499999999996
吉尔吉斯斯坦,261,931,11,658,12,1.3%,640,15,54.833333333333336,2100.8939974457217,0.6987387765084023
拉脱维亚,448,930,19,464,18,1.9%,190,49,25.77777777777778,575.3968253968254,0.8659174876847291
索马里,778,928,55,106,44,4.7%,1518,6,2.409090909090909,30.96517878008881,5.335402822913131
危地马拉,775,900,34,101,24,2.7%,1658.2,5,4.208333333333333,54.30107526881719,3.066113062919195
塞浦路斯,476,891,6,400,15,1.7%,120,74,26.666666666666668,560.2240896358544,0.78781512605042
阿尔巴尼亚,198,856,8,627,31,3.6%,290,30,20.225806451612904,1021.5053763440861,2.4970599133278557
斯里兰卡,580,844,20,255,9,1.1%,2100,4,28.333333333333332,488.50574712643675,0.6085192697768763
黎巴嫩,549,809,12,234,26,3.2%,610,13,9.0,163.9344262295082,2.0238818053025702
尼日尔,151,795,11,600,44,5.5%,2150,4,13.636363636363637,903.0704394942805,4.856512141280353
萨尔瓦多,492,784,47,276,16,2%,642,12,17.25,350.609756097561,1.1782726522917402
哥斯达黎加,306,773,4,461,6,0.8%,500,15,76.83333333333333,2510.8932461873633,0.4253328229339458
马尔代夫,743,766,92,20,3,0.4%,44,174,6.666666666666667,89.72633467922837,2.0188425302826376
布基纳法索,126,736,7,562,48,6.5%,1919,4,11.708333333333334,929.2328042328043,6.7785121165904085
乌拉圭,170,694,11,506,18,2.6%,350,20,28.11111111111111,1653.5947712418301,2.0925366193908395
马里,348,668,19,285,35,5.2%,1951.7,3,8.142857142857142,233.99014778325122,3.5289372857430927
格鲁吉亚,319,626,8,297,10,1.6%,390,16,29.7,931.0344827586206,1.0554869489038767
圣马力诺,468,623,14,114,41,6.6%,3.2,1947,2.7804878048780486,59.41213258286429,7.684810316389264
肯尼亚,390,621,14,202,29,4.7%,5140,1,6.9655172413793105,178.6030061892131,3.681137344503681
加蓬,502,620,65,110,8,1.3%,203,31,13.75,273.9043824701195,1.4487504527345163
几内亚比绍,567,594,89,25,2,0.3%,160,37,12.5,220.4585537918871,1.4109347442680777
巴拉圭,401,563,22,152,10,1.8%,705.3,8,15.2,379.0523690773067,1.6406352539703373
坦桑尼亚,305,509,29,183,21,4.1%,5910,1,8.714285714285714,285.7142857142857,3.7624294544477292
约旦,114,508,21,385,9,1.8%,1010,5,42.77777777777778,3752.4366471734893,2.050580997949419
牙买加,419,490,10,62,9,1.8%,284,17,6.888888888888889,164.4126226465129,3.464469936099777
马耳他,65,489,3,419,5,1%,40,122,83.8,12892.307692307691,1.8358729575913346
委内瑞拉,188,388,2,190,10,2.6%,3280,1,19.0,1010.6382978723403,2.799552071668533
巴勒斯坦,145,375,1,228,2,0.5%,505.2,7,114.0,7862.068965517242,0.6049606775559588
马恩岛,35,329,2,271,23,7%,8.5,389,11.782608695652174,3366.4596273291922,24.248813916710596
乍得,182,260,83,50,28,10.8%,1490,2,1.7857142857142858,98.11616954474097,30.769230769230774
塞拉利昂,186,257,26,54,17,6.6%,760,3,3.176470588235294,170.77798861480076,16.92552767821585
贝宁,178,242,102,62,2,0.8%,1120,2,31.0,1741.5730337078653,1.812250815512867
佛得角,184,230,12,44,2,0.9%,54,43,22.0,1195.6521739130435,2.4703557312252964
圣多美和普林西比,199,208,34,4,5,2.4%,20.4,102,0.8,40.20100502512563,62.814070351758794
利比里亚,100,199,11,79,20,10.1%,470,4,3.95,395.0,25.31645569620253
马提尼克,89,186,1,83,14,7.5%,38,49,5.928571428571429,666.131621187801,18.952213347773114
赞比亚,52,167,7,111,4,2.4%,1760,1,27.75,5336.538461538462,6.93000693000693
斯威士兰,145,159,30,12,2,1.3%,139,11,6.0,413.7931034482759,11.494252873563218
瓜德罗普岛,37,154,1,104,13,8.4%,40,39,8.0,2162.162162162162,33.78378378378378
关岛,22,151,2,124,5,3.3%,16.6,91,24.8,11272.727272727272,18.328445747800586
海地,117,146,21,17,12,8.2%,1200,1,1.4166666666666667,121.08262108262109,60.3318250377074
多哥,50,145,17,85,10,6.9%,425,3,8.5,1700.0000000000002,23.52941176470588
开曼群岛,44,80,2,35,1,1.3%,6.4,125,35.0,7954.545454545454,6.4935064935064934
维尔京群岛,3,7,1,3,1,14.3%,3.1,23,3.0,10000.0,1111.111111111111
