地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,人口数（万）,每10万人确诊
智利,5179,7917,392,2646,92,1830,43
厄瓜多尔,6538,7603,74,696,369,1710,44
波兰,6472,7408,375,668,268,3800,19
罗马尼亚,5477,6879,246,1051,351,1950,35
丹麦,3718,6706,195,2689,299,580,116
挪威,6512,6686,80,32,142,540,124
澳大利亚,2939,6494,135,3494,61,2510,26
捷克,5312,6151,68,676,163,1060,58
巴基斯坦,4435,5988,342,1446,107,20460,3
沙特阿拉伯,4852,5862,435,931,79,3410,17
菲律宾,4751,5453,291,353,349,10810,5
墨西哥,2969,5339,353,1964,406,13230,4
印度尼西亚,4221,5136,282,446,469,26950,2
马来西亚,2342,5072,170,2647,83,3250,16
阿联酋,3972,4933,412,933,28,970,51
塞尔维亚,3971,4465,411,400,94,870,51
乌克兰,3513,3764,270,143,108,4380,9
白俄罗斯,3489,3728,362,203,36,940,40
卡塔尔,3298,3711,197,406,7,270,137
巴拿马,3418,3574,72,61,95,420,85
卢森堡,2738,3307,15,500,69,60,551
多米尼加共和国,2941,3286,200,162,183,1083.5,30
新加坡,2631,3252,334,611,10,590,55
芬兰,2873,3237,97,300,64,560,58
哥伦比亚,2498,2979,76,354,127,4980,6
泰国,1195,2643,34,1405,43,6930,4
阿根廷,1823,2443,69,515,105,4510,5
南非,1978,2415,143,410,27,5810,4
埃及,1583,2350,125,589,178,10120,2
希腊,1800,2170,25,269,101,1110,20
阿尔及利亚,1053,2070,69,691,326,4270,5
摩洛哥,1643,1988,92,218,127,3660,5
摩尔多瓦,1760,1934,222,134,40,400,48
克罗地亚,1234,1741,54,473,34,410,42
冰岛,723,1720,9,989,8,30,573
巴林,1001,1671,174,663,7,160,104
匈牙利,1323,1579,54,122,134,970,16
科威特,1196,1405,55,206,3,420,33
爱沙尼亚,1248,1400,41,117,35,130,108
伊拉克,556,1400,22,766,78,4040,3
新西兰,749,1386,17,628,9,480,29
哈萨克斯坦,1055,1290,200,220,15,1860,7
乌兹别克斯坦,1172,1275,217,99,4,3280,4
斯洛文尼亚,1022,1248,8,165,61,210,59
孟加拉国,1132,1231,209,49,50,16470,1
阿塞拜疆,833,1197,49,351,13,1000,12
亚美尼亚,797,1111,28,297,17,290,38
波斯尼亚和黑塞哥维那,816,1110,53,253,41,350,32
立陶宛,966,1091,8,101,24,290,38
北马其顿,831,974,54,98,45,210,46
波多黎各,878,923,26,-,45,341.1,27
阿曼,775,910,86,131,4,500,18
斯洛伐克,748,863,66,113,2,550,16
喀麦隆,704,848,0,130,14,2405,4
阿富汗,716,784,49,43,25,3680,2
古巴,613,766,57,132,21,1122,7
突尼斯,670,747,19,43,34,1180,6
保加利亚,594,735,19,105,36,700,11
钻石公主号邮轮,56,712,0,644,12,-,-
塞浦路斯,618,695,33,65,12,190,58
拉脱维亚,645,666,4,16,5,7.3,35
安道尔,468,659,13,160,31,610,908
黎巴嫩,556,658,9,81,21,2490,11
科特迪瓦,518,638,0,114,6,2950,3
加纳,611,636,70,17,8,500,2
哥斯达黎加,543,612,17,66,3,2150,12
尼日尔,466,570,19,90,14,1919,3
布基纳法索,321,528,18,177,30,350,3
乌拉圭,269,501,0,224,8,290,14
阿尔巴尼亚,218,494,8,251,25,640,17
吉尔吉斯斯坦,373,449,11,71,5,911,7
洪都拉斯,381,419,10,7,31,40,5
马耳他,352,399,9,44,3,1121,100
玻利维亚,363,397,24,6,28,1010,4
约旦,155,397,10,235,7,82.7,4
留尼汪岛,351,391,2,40,-,20100,47
尼日利亚,263,373,20,99,11,3.2,0
圣马力诺,283,372,15,53,36,1270,1163
几内亚,332,363,0,31,-,94,3
吉布提,308,363,0,53,2,126,39
毛里求斯,264,324,0,51,9,1670,26
塞内加尔,122,314,8,190,2,390,2
格鲁吉亚,237,309,33,69,3,505.2,8
巴勒斯坦,244,308,18,62,2,62.2,6
黑山,238,288,5,46,4,9740,46
越南,98,267,1,169,-,8.5,0
马恩岛,101,256,10,151,4,8130,302
刚果,212,254,6,21,21,2100,0
斯里兰卡,165,233,5,61,7,5140,1
肯尼亚,162,225,19,53,10,21.6,0
马约特岛,145,217,0,69,3,6.5,100
根西岛,203,209,0,-,6,9.8,320
泽西岛,194,198,0,-,4,3280,202
委内瑞拉,77,197,8,111,9,4.8,1
法罗群岛,21,184,0,163,-,1658.2,379
危地马拉,156,180,12,19,5,16.6,1
关岛,156,180,0,19,5,705.3,109
巴拉圭,131,161,12,22,8,642,2
萨尔瓦多,123,159,12,30,6,38,2
马提尼克,100,158,0,50,8,40,42
瓜德罗普岛,70,145,0,67,8,40,36
文莱,29,136,0,106,1,1200,34
卢旺达,85,134,1,49,-,3.4,1
直布罗陀,35,129,0,93,1,1951.7,375
马里,89,123,0,25,9,1650,1
柬埔寨,31,122,0,91,-,-,1
刚果,101,117,0,11,5,2520,-
特立尼达和多巴哥,89,113,0,16,8,284,9
马达加斯加,85,108,2,23,-,3.8,0
牙买加,79,105,1,21,5,10.5,4
摩纳哥,87,93,0,5,1,29,243
阿鲁巴岛,63,92,0,29,-,10500,87
法属圭亚那,35,86,0,51,-,203,30
埃塞俄比亚,67,85,8,15,3,3.8,0
加蓬,75,80,0,4,1,425,4
列支敦士登,24,80,0,55,1,5288.5,211
多哥,49,77,1,25,3,28.1,2
缅甸,68,74,21,2,4,1518,0
巴巴多斯,57,72,1,11,4,5910,26
索马里,57,60,0,1,2,470,0
坦桑尼亚,49,59,4,7,3,6.5,0
利比里亚,50,59,9,3,6,4430,1
百慕大群岛,25,57,0,28,4,28,87
乌干达,47,55,1,8,-,6.4,0
法属波里尼西亚,55,55,0,-,-,10.8,20
开曼群岛,46,54,0,6,2,3.1,84
维尔京群岛,52,53,0,-,1,37.2,49
圣马丁岛,38,52,0,5,9,1760,168
巴哈马,35,49,2,6,8,73.8,13
赞比亚,16,48,0,30,2,160,0
圭亚那,33,47,0,8,6,130,6
几内亚比绍,40,43,4,3,-,1200,3
赤道几内亚,37,41,20,4,-,670,3
海地,38,40,0,-,2,627.7,0
厄立特里亚,35,35,1,-,-,1120,1
利比亚,25,35,9,9,1,4312,1
贝宁,29,35,0,5,1,320,0
苏丹,26,32,13,2,4,1827,0
蒙古,25,30,13,5,-,3050,1
叙利亚,22,29,4,5,2,10.4,0
莫桑比克,26,28,7,2,-,1490,0
安提瓜和巴布达,21,23,0,-,2,44,22
乍得,21,23,0,2,-,2925,0
马尔代夫,5,21,0,16,-,706.2,5
安哥拉,13,19,0,2,4,1690,0
老挝,19,19,0,-,-,28,0
津巴布韦,14,18,0,1,3,38.7,0
新喀里多尼亚群岛,17,18,0,1,-,1809.2,6
伯利兹,16,18,0,-,2,2898,5
马拉维,14,16,3,-,2,253,0
尼泊尔,15,16,2,1,-,7.2,0
纳米比亚,13,16,0,3,-,88.5,1
多米尼克国,11,16,0,5,-,17.6,22
斐济,16,16,0,-,-,139,2
圣卢西亚,14,15,0,1,-,5.7,9
斯威士兰,8,15,0,7,-,17.6,1
圣克里斯托弗和尼维斯,14,14,2,-,-,11.2,25
荷属安的列斯群岛,6,14,0,7,1,225,8
格林纳达,14,14,0,-,-,11,13
博茨瓦纳,12,13,0,-,1,54,1
圣文森特岛,11,12,0,1,-,0.3,11
佛得角,9,11,1,1,1,474,2
福克兰群岛,10,11,6,1,-,7.6,376
中非,8,11,0,3,-,1.3,0
格陵兰岛,0,11,0,11,-,16,14
蒙特塞拉特岛,11,11,0,-,-,9.6,85
马里亚纳群岛,9,11,0,-,2,760,7
塞舌尔,11,11,0,-,-,59.7,11
塞拉利昂,11,11,1,-,-,3.5,0
苏里南,5,10,0,4,1,615,2
特克斯和凯科斯群岛,9,10,1,-,1,210,29
尼加拉瓜,8,9,0,-,1,129.6,0
冈比亚,6,9,0,2,1,0.1,0
东帝汶,7,8,2,1,-,450,1
梵蒂冈,6,8,0,2,-,0.5,1000
毛里塔尼亚,4,7,0,2,1,1086,0
圣巴泰勒米岛,6,6,0,-,-,75.4,119
布隆迪,5,5,0,-,-,1253,0
不丹,3,5,0,2,-,20.4,1
南苏丹,4,4,0,-,-,1.5,0
圣多美和普林西比,4,4,0,-,-,3.1,2
安圭拉岛,3,3,0,-,-,808,20
维尔京群岛,3,3,0,-,-,-,10
