地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,人口数（万）,每10万人确诊
湖北省,109,68128,0,63507,4512,-1,-1
广东省,82,1580,1,1490,8,-1,-1
河南省,0,1276,0,1254,22,-1,-1
浙江省,20,1268,0,1247,1,-1,-1
中国香港,419,1025,2,602,4,-1,-1
湖南省,0,1019,0,1015,4,-1,-1
安徽省,1,991,0,984,6,-1,-1
江西省,0,937,0,936,1,-1,-1
黑龙江省,413,898,19,472,13,-1,-1
山东省,15,787,0,765,7,-1,-1
江苏省,10,653,0,643,-1,-1,-1
上海市,107,635,7,521,7,-1,-1
北京市,75,593,0,510,8,-1,-1
重庆市,3,579,0,570,6,-1,-1
四川省,4,561,0,554,3,-1,-1
中国台湾,225,420,3,189,6,-1,-1
福建省,15,355,0,339,1,-1,-1
河北省,6,328,0,316,6,-1,-1
陕西省,1,256,0,252,3,-1,-1
广西壮族自治区,0,254,0,252,2,-1,-1
山西省,62,197,0,135,-1,-1,-1
内蒙古自治区,88,193,0,104,1,-1,-1
天津市,13,189,0,173,3,-1,-1
云南省,4,184,0,178,2,-1,-1
海南省,0,168,0,162,6,-1,-1
贵州省,0,147,0,145,2,-1,-1
辽宁省,2,146,0,142,2,-1,-1
甘肃省,0,139,0,137,2,-1,-1
吉林省,6,104,2,97,1,-1,-1
新疆维吾尔自治区,0,76,0,73,3,-1,-1
宁夏回族自治区,0,75,0,75,-1,-1,-1
中国澳门,28,45,0,17,-1,-1,-1
青海省,0,18,0,18,-1,-1,-1
西藏自治区,0,1,0,1,-1,-1,-1
美国,631623,738923,36556,68285,39015,32910,225
西班牙,97948,195944,3658,77357,20639,4640,422
意大利,107771,175925,3491,44927,23227,5920,297
法国,97042,152978,3824,36587,19349,6550,234
德国,42020,144843,2360,98225,4598,8240,176
英国,97898,115314,5525,1918,15498,6700,172
土耳其,69986,82329,3783,10453,1890,8300,99
伊朗,20070,82211,1374,57023,5118,8280,99
俄罗斯,39201,42853,4785,3291,361,14390,30
比利时,24056,38496,1045,8757,5683,1160,332
巴西,20527,36925,3330,14026,2372,21240,17
加拿大,20706,33383,1998,11207,1470,3730,89
荷兰,28621,32655,1140,350,3684,1710,191
瑞士,8936,27404,326,17100,1368,860,319
葡萄牙,18882,20206,663,610,714,1030,196
印度,12739,15723,957,2463,521,136870,1
爱尔兰,14110,14758,778,77,571,480,307
奥地利,3737,14681,118,10501,443,880,167
秘鲁,7388,14420,931,6684,348,3290,44
瑞典,11761,13822,606,550,1511,1010,137
以色列,9627,13362,252,3564,171,860,155
日本,9438,10742,606,1069,235,12690,8
韩国,2385,10661,8,8042,234,5130,21
智利,5569,9730,478,4035,126,1830,53
沙特阿拉伯,7867,9362,1132,1398,97,3410,27
波兰,7692,9082,349,1040,350,3800,24
厄瓜多尔,7558,9022,572,1008,456,1710,53
罗马尼亚,6420,8746,351,1892,434,1950,45
巴基斯坦,5966,7993,613,1868,159,20460,4
墨西哥,4722,7497,578,2125,650,13230,6
丹麦,3060,7437,168,4031,346,580,128
挪威,6873,7069,96,32,164,540,131
阿联酋,5454,6781,0,1286,41,970,70
捷克,5241,6657,116,1235,181,1060,63
澳大利亚,2306,6606,42,4230,70,2510,26
新加坡,5837,6588,942,740,11,590,112
印度尼西亚,5307,6575,325,686,582,26950,2
菲律宾,5278,6259,209,572,409,10810,6
塞尔维亚,5240,5994,304,637,117,870,69
乌克兰,4961,5449,444,347,141,4380,12
卡塔尔,4922,5448,345,518,8,270,202
马来西亚,2103,5389,54,3197,89,3250,17
白俄罗斯,4395,4779,0,342,42,940,51
多米尼加共和国,3806,4335,209,312,217,1083.5,40
巴拿马,4013,4273,194,140,120,420,102
芬兰,1989,3783,192,1700,94,560,68
哥伦比亚,2764,3621,182,691,166,4980,7
卢森堡,2864,3537,57,601,72,60,590
南非,2079,3034,178,903,52,5810,5
埃及,2107,3032,171,701,224,10120,3
阿根廷,2022,2839,89,685,132,4510,6
摩洛哥,2360,2820,142,322,138,3660,8
泰国,790,2765,33,1928,47,6930,4
阿尔及利亚,1273,2534,116,894,367,4270,6
孟加拉国,2290,2456,306,75,91,16470,1
摩尔多瓦,1930,2378,114,391,57,400,59
希腊,1856,2235,17,269,110,1110,20
匈牙利,1477,1916,71,250,189,970,20
科威特,1603,1915,93,305,7,420,46
克罗地亚,1178,1832,18,615,39,410,45
巴林,1011,1773,67,755,7,160,111
冰岛,460,1760,6,1291,9,30,587
哈萨克斯坦,1266,1661,135,378,17,1860,9
爱沙尼亚,1324,1528,53,164,40,130,118
伊拉克,478,1513,31,953,82,4040,4
乌兹别克斯坦,1295,1495,70,195,5,3280,5
新西兰,507,1431,13,912,12,480,30
阿塞拜疆,765,1373,33,590,18,1000,14
斯洛文尼亚,1057,1317,13,190,70,210,63
立陶宛,1023,1298,90,242,33,290,45
亚美尼亚,726,1291,47,545,20,290,45
波斯尼亚和黑塞哥维那,883,1268,101,338,47,350,36
阿曼,1027,1266,111,233,6,500,25
北马其顿,957,1170,53,164,49,210,56
波多黎各,1058,1118,25,-1,60,341.1,33
斯洛伐克,865,1089,40,213,11,550,20
喀麦隆,670,1017,21,305,42,2405,4
阿富汗,830,993,27,131,32,3680,3
古巴,727,986,61,227,32,1122,9
保加利亚,681,884,40,161,42,700,13
突尼斯,786,866,42,43,37,1180,7
加纳,726,834,193,99,9,2950,3
科特迪瓦,554,801,113,239,8,2490,3
塞浦路斯,670,761,15,79,12,120,63
吉布提,654,732,0,76,2,94,78
拉脱维亚,634,727,30,88,5,190,38
钻石公主号邮轮,55,712,0,645,12,-1,-1
安道尔,464,704,22,205,35,610,970
黎巴嫩,552,672,4,99,21,500,11
哥斯达黎加,554,655,6,97,4,2150,13
尼日尔,507,639,18,113,19,1919,3
布基纳法索,208,565,11,321,36,640,3
吉尔吉斯斯坦,416,554,17,133,5,290,9
阿尔巴尼亚,220,548,9,302,26,20100,19
尼日利亚,357,542,51,166,19,1121,0
玻利维亚,457,520,28,31,32,1270,5
几内亚,450,518,39,65,3,350,4
乌拉圭,210,517,6,298,9,911,15
洪都拉斯,411,472,15,15,46,3.2,5
圣马力诺,356,455,9,60,39,40,1422
马耳他,324,426,4,99,3,505.2,107
巴勒斯坦,347,418,44,69,2,1010,8
约旦,137,413,5,269,7,82.7,4
留尼汪岛,170,407,8,237,-1,390,49
格鲁吉亚,304,394,15,86,4,1670,10
塞内加尔,144,367,15,220,3,8130,2
刚果,276,327,20,26,25,126,0
毛里求斯,136,325,1,180,9,62.2,26
黑山,248,308,2,55,5,8.5,50
马恩岛,111,297,2,180,6,9740,351
越南,70,268,0,198,-1,5140,0
肯尼亚,190,262,16,60,12,1658.2,1
危地马拉,229,257,21,21,7,2100,2
斯里兰卡,158,256,10,91,7,21.6,1
马约特岛,133,254,0,117,4,3280,118
委内瑞拉,101,227,23,117,9,1951.7,1
马里,162,216,19,41,13,6.5,1
根西岛,203,209,0,-1,6,705.3,320
巴拉圭,157,206,3,41,8,642,3
萨尔瓦多,150,201,13,44,7,9.8,3
泽西岛,194,198,0,-1,4,4.8,202
法罗群岛,12,185,0,173,-1,284,381
牙买加,143,173,20,25,5,38,6
马提尼克,78,163,0,73,12,40,43
瓜德罗普岛,67,148,0,73,8,5910,37
坦桑尼亚,131,147,53,11,5,1200,0
卢旺达,75,144,5,69,-1,-1,1
刚果,126,143,26,11,6,16.6,-1
文莱,23,137,1,113,1,1518,34
关岛,112,136,1,19,5,3.4,82
索马里,126,135,36,2,7,1650,1
直布罗陀,20,132,1,111,1,2520,384
柬埔寨,19,122,0,103,-1,121.8,1
马达加斯加,85,120,6,35,-1,203,0
特立尼达和多巴哥,85,114,0,21,8,5288.5,9
加蓬,100,108,13,7,1,10500,5
缅甸,97,107,11,5,5,29,0
埃塞俄比亚,86,105,13,16,3,10.5,0
法属圭亚那,35,96,0,61,-1,3.8,33
阿鲁巴岛,51,96,1,43,2,6.5,91
摩纳哥,71,94,1,20,3,425,245
百慕大群岛,46,86,2,35,5,3.8,132
多哥,31,85,2,49,5,130,2
列支敦士登,24,80,0,55,1,470,211
赤道几内亚,75,79,28,4,-1,28.1,6
利比里亚,62,76,3,7,7,4312,2
巴巴多斯,55,75,0,15,5,3.1,27
苏丹,50,66,34,6,10,73.8,0
圣马丁岛,43,64,7,12,9,1760,206
圭亚那,48,63,8,9,6,6.4,9
赞比亚,25,61,4,33,3,54,0
开曼群岛,52,61,0,7,2,28,95
佛得角,56,58,0,1,1,4430,11
法属波里尼西亚,53,55,0,2,-1,37.2,20
乌干达,33,55,0,22,-1,10.8,0
巴哈马,36,55,1,10,9,44,15
维尔京群岛,50,53,0,-1,3,627.7,49
马尔代夫,35,51,6,16,-1,160,12
利比亚,37,49,0,11,1,1200,1
几内亚比绍,43,46,3,3,-1,670,3
海地,41,44,3,-1,3,1827,0
厄立特里亚,36,39,0,3,-1,1120,1
叙利亚,31,38,5,5,2,3050,0
贝宁,16,35,0,18,1,1490,0
莫桑比克,31,35,3,4,-1,320,0
乍得,25,33,6,8,-1,2898,0
蒙古,27,32,0,5,-1,760,1
尼泊尔,29,31,14,2,-1,1690,0
塞拉利昂,30,30,0,-1,-1,10.4,0
津巴布韦,20,25,0,2,3,139,0
安提瓜和巴布达,17,23,0,3,3,225,22
斯威士兰,13,22,3,8,1,706.2,2
博茨瓦纳,19,20,0,-1,1,2925,1
老挝,18,19,0,1,-1,129.6,0
安哥拉,10,19,0,5,4,38.7,0
东帝汶,17,18,0,1,-1,28,1
伯利兹,16,18,0,-1,2,88.5,5
新喀里多尼亚群岛,4,18,0,14,-1,1809.2,6
斐济,17,17,0,-1,-1,7.2,2
马拉维,12,17,1,3,2,253,0
多米尼克国,8,16,0,8,-1,17.6,22
纳米比亚,12,16,0,4,-1,5.7,1
圣卢西亚,4,15,0,11,-1,11.2,9
圣克里斯托弗和尼维斯,14,14,0,-1,-1,17.6,25
格林纳达,8,14,0,6,-1,16,13
荷属安的列斯群岛,3,14,0,10,1,11,8
马里亚纳群岛,11,13,0,-1,2,474,8
圣文森特岛,11,12,0,1,-1,9.6,11
中非,8,12,0,4,-1,7.6,0
塞舌尔,11,11,0,-1,-1,1.3,11
格陵兰岛,0,11,0,11,-1,3.5,14
蒙特塞拉特岛,10,11,0,1,-1,0.3,85
特克斯和凯科斯群岛,10,11,0,-1,1,59.7,32
福克兰群岛,10,11,0,1,-1,615,376
苏里南,3,10,0,6,1,210,2
尼加拉瓜,1,9,0,6,2,0.1,0
冈比亚,6,9,0,2,1,450,0
梵蒂冈,6,8,0,2,-1,808,1000
毛里塔尼亚,4,7,0,2,1,0.5,0
巴布亚新几内亚,7,7,0,-1,-1,1086,0
圣巴泰勒米岛,2,6,0,4,-1,75.4,119
布隆迪,4,5,0,-1,1,3.1,0
不丹,3,5,0,2,-1,20.4,1
维尔京群岛,2,4,0,2,-1,1253,13
圣多美和普林西比,4,4,0,-1,-1,1.5,2
南苏丹,4,4,0,-1,-1,0.1,0
