地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
罗马尼亚,4650,20103,238,14145,1308,6.5%,1950,103,10.814220183486238,23.256387491368255,0.1988620166706576
多米尼加共和国,6325,18319,279,11474,520,2.8%,1083.5,169,22.065384615384616,34.885983581635756,0.07165194242215257
阿富汗,16169,18054,787,1585,300,1.7%,3680,49,5.283333333333333,3.2675696291256933,0.11706008284342062
以色列,2245,17562,87,15026,291,1.7%,860,204,51.63573883161512,230.00329100942147,0.08626472836837826
日本,1336,17117,59,14867,914,5.3%,12690,13,16.26586433260394,121.7504815314666,0.4601679804445726
奥地利,429,16843,34,15742,672,4%,880,191,23.425595238095237,546.0511710511711,0.995066425126138
阿曼,11563,15086,779,3451,72,0.5%,500,302,47.93055555555556,41.451660949196196,0.018043343268115086
巴拿马,5062,15044,949,9619,363,2.4%,420,358,26.49862258953168,52.348128387063774,0.07455118645440678
巴林,5240,13733,722,8471,22,0.2%,160,858,385.04545454545456,734.8195697432338,0.004956290027674121
哈萨克斯坦,5654,12312,271,6606,52,0.4%,1860,66,127.03846153846153,224.6877635982694,0.013922235319832835
玻利维亚,10172,12245,647,1658,415,3.4%,1121,109,3.995180722891566,3.9276255632044497,0.24606917828785188
丹麦,609,12011,40,10820,582,4.8%,580,207,18.59106529209622,305.2720080803977,0.8832393942980978
亚美尼亚,8121,11817,697,3513,183,1.5%,290,407,19.19672131147541,23.63837127382762,0.06414509157027289
韩国,889,11668,39,10506,273,2.3%,5130,23,38.48351648351648,432.88544975834066,0.29229641554657176
塞尔维亚,4415,11571,48,6910,246,2.1%,870,133,28.089430894308943,63.62272003240984,0.08063551273205245
尼日利亚,7658,11516,350,3535,323,2.8%,20100,6,10.944272445820433,14.291293347898188,0.11931574084916606
阿尔及利亚,2853,9831,98,6297,681,6.9%,4270,23,9.246696035242291,32.41043124865857,0.37906321956260114
捷克,2359,9494,67,6809,326,3.4%,1060,90,20.886503067484664,88.5396484420715,0.20295807029458993
摩尔多瓦,3461,9018,223,5240,317,3.5%,400,225,16.529968454258675,47.76067163900224,0.17479394165301032
加纳,5658,8885,337,3189,38,0.4%,2950,30,83.92105263157895,148.3228219009879,0.02106037666372819
伊拉克,4231,8840,672,4338,271,3.1%,4040,22,16.00738007380074,37.83356198014828,0.147651110559735
挪威,128,8504,21,8138,238,2.8%,540,157,34.19327731092437,2671.3497899159665,2.2848058491029737
马来西亚,1540,8266,277,6610,116,1.4%,3250,25,56.98275862068966,370.0179131213614,0.11395563589209581
摩洛哥,607,8030,57,7215,208,2.6%,3660,22,34.6875,571.4579901153213,0.47493951942057383
喀麦隆,2612,7392,204,4575,205,2.8%,2405,31,22.317073170731707,85.44055578381204,0.17154955271592232
澳大利亚,466,7251,11,6683,102,1.4%,2510,29,65.51960784313725,1406.0001683076664,0.3275237470771717
阿塞拜疆,2707,6522,587,3737,78,1.2%,1000,65,47.91025641025641,176.98654011915923,0.0771051256225374
危地马拉,5017,6154,174,979,158,2.6%,1658.2,37,6.19620253164557,12.350413656857823,0.32168461755058336
洪都拉斯,4989,5880,163,648,243,4.1%,911,65,2.6666666666666665,5.345092536914545,0.751653638003608
苏丹,3556,5714,404,1825,333,5.8%,4312,13,5.48048048048048,15.411924860743758,0.5131207914079233
塞内加尔,1834,4155,89,2276,45,1.1%,1670,25,50.577777777777776,275.7785047861384,0.10780550162618609
吉布提,2343,4054,275,1685,26,0.6%,94,431,64.8076923076923,276.6013329393611,0.065856880334249
卢森堡,43,4027,7,3874,110,2.7%,60,671,35.21818181818182,8190.274841437633,6.603354504088077
几内亚,1456,3991,105,2512,23,0.6%,1270,31,109.21739130434783,750.1194457716197,0.06288496535311822
匈牙利,1183,3970,23,2245,542,13.7%,970,41,4.142066420664206,35.01324108760952,2.0407894315723683
乌兹别克斯坦,862,3965,94,3087,16,0.4%,3280,12,192.9375,2238.2540603248262,0.060127907090357965
刚果,3171,3764,149,512,81,2.2%,8130,5,6.320987654320987,19.93373590135915,0.4989061021759697
科特迪瓦,1643,3262,238,1584,35,1.1%,2490,13,45.25714285714286,275.45430832101556,0.13448545097966888
泰国,73,3102,17,2971,58,1.9%,6930,4,51.224137931034484,7017.005196032121,2.6742529382201465
加蓬,2116,2955,152,818,21,0.7%,203,146,38.95238095238095,184.08497614546764,0.12132500774169097
希腊,1398,2952,15,1374,180,6.1%,1110,27,7.633333333333334,54.60181211254173,0.9370841689000506
尼泊尔,2568,2912,334,333,11,0.4%,2898,10,30.272727272727273,117.88445199660153,0.12863330620339966
萨尔瓦多,1547,2849,76,1249,53,1.9%,642,44,23.566037735849058,152.3337927333488,0.27429830095492036
海地,2566,2640,133,24,50,1.9%,1200,22,0.48,1.8706157443491815,8.118991945959989
北马其顿,843,2611,119,1621,147,5.6%,210,124,11.02721088435374,130.80914453563156,1.0757385823521792
波斯尼亚和黑塞哥维那,479,2606,43,1968,159,6.1%,350,74,12.377358490566039,258.39996848780874,1.686694841896227
保加利亚,1116,2585,25,1322,147,5.7%,700,37,8.993197278911564,80.58420500816814,0.9963723911310658
肯尼亚,1670,2340,124,592,78,3.3%,5140,5,7.589743589743589,45.447566405650235,0.7889626153099206
克罗地亚,39,2247,1,2105,103,4.6%,410,55,20.436893203883496,5240.229026636794,12.54644009988428
索马里,1707,2204,100,418,79,3.6%,1518,15,5.291139240506329,30.996714941454766,1.1071775940890731
古巴,197,2119,12,1839,83,3.9%,1122,19,22.156626506024097,1124.70185309767,2.2910266283540768
委内瑞拉,1733,2087,133,334,20,1%,3280,6,16.7,96.36468551644546,0.345529368268656
马约特岛,510,2058,72,1523,25,1.2%,21.6,953,60.92,1194.5098039215686,0.3218621657461409
吉尔吉斯斯坦,574,1936,28,1340,22,1.1%,640,30,60.90909090909091,1061.1339879632562,0.28602631442092674
爱沙尼亚,174,1910,10,1667,69,3.6%,130,147,24.159420289855074,1388.472430451441,2.378834577912004
马尔代夫,1217,1872,31,648,7,0.4%,44,425,92.57142857142857,760.6526587627656,0.0887630988973087
埃塞俄比亚,1524,1805,150,262,19,1.1%,10500,2,13.789473684210526,90.48211078878299,0.47584700767365906
斯里兰卡,947,1797,32,839,11,0.6%,2100,9,76.27272727272727,805.414226744744,0.13844610607740648
立陶宛,321,1694,3,1302,71,4.2%,290,58,18.338028169014084,571.2781361063578,1.698800312005015
斯洛伐克,122,1526,1,1376,28,1.8%,550,28,49.142857142857146,4028.103044496487,1.6679374761723218
马里,570,1461,110,806,85,5.8%,1951.7,7,9.48235294117647,166.35706914344686,1.8501588959993034
黎巴嫩,516,1312,50,768,28,2.1%,610,22,27.428571428571427,531.5614617940199,0.7065568475452197
中非,1261,1288,115,23,4,0.3%,474,27,5.75,45.598731165741476,1.379167672309761
阿尔巴尼亚,269,1212,13,910,33,2.7%,290,42,27.575757575757574,1025.1210994705418,1.348094284897259
哥斯达黎加,497,1194,89,687,10,0.8%,500,24,68.7,1382.2937625754528,0.29287808364012313
巴拉圭,564,1086,73,511,11,1%,705.3,15,46.45454545454545,823.6621534493875,0.3816740919626376
拉脱维亚,279,1085,3,781,25,2.3%,190,57,31.24,1119.7132616487454,1.147320547593151
马达加斯加,767,975,49,201,7,0.7%,2520,4,28.714285714285715,374.3713913205439,0.45405307231768144
尼日尔,38,963,3,860,65,6.7%,2150,4,13.23076923076923,3481.781376518218,19.88984088127295
塞浦路斯,151,958,6,790,17,1.8%,120,80,46.470588235294116,3077.5223996883524,1.4250984994551095
塞拉利昂,376,914,5,491,47,5.1%,760,12,10.446808510638299,277.84065187867816,2.545824847250509
布基纳法索,72,885,1,760,53,6%,1919,5,14.339622641509434,1991.6142557651992,9.685672514619881
安道尔,63,852,1,738,51,6%,7.3,1174,14.470588235294118,2296.9187675070025,10.969157310620727
乌拉圭,100,832,6,709,23,2.8%,350,24,30.82608695652174,3082.6086956521735,3.244005641748942
乍得,129,828,25,633,66,8%,1490,6,9.590909090909092,743.4813248766737,8.082589367721077
格鲁吉亚,142,805,1,650,13,1.6%,390,21,50.0,3521.1267605633802,1.4084507042253522
毛里塔尼亚,680,784,116,65,39,5%,450,17,1.6666666666666667,24.509803921568626,8.823529411764705
约旦,190,765,10,566,9,1.2%,1010,8,62.888888888888886,3309.941520467836,0.8368978984563882
圣马力诺,228,678,4,408,42,6.2%,3.2,2119,9.714285714285714,426.06516290726813,4.514963880288958
牙买加,220,591,1,361,10,1.7%,284,21,36.1,1640.909090909091,1.2591286829513975
法属圭亚那,259,556,23,296,1,0.2%,29,192,296.0,11428.571428571428,0.13043931962850883
佛得角,257,502,25,239,6,1.2%,54,93,39.833333333333336,1549.9351491569391,0.976832782508181
圣多美和普林西比,405,485,1,68,12,2.5%,20.4,238,5.666666666666667,139.91769547325103,4.357298474945535
多哥,213,465,7,239,13,2.8%,425,11,18.384615384615383,863.1274828457925,2.5536763117056593
巴勒斯坦,84,464,13,377,3,0.6%,505.2,9,125.66666666666667,14960.317460317461,0.9473285335354301
卢旺达,128,410,13,280,2,0.5%,1200,3,140.0,10937.5,0.5580357142857143
马拉维,338,393,11,51,4,1%,1809.2,2,12.75,377.21893491124257,2.320454809142592
莫桑比克,236,352,9,114,2,0.6%,3050,1,57.0,2415.2542372881358,0.743383883437407
利比里亚,118,321,5,175,28,8.7%,470,7,6.25,529.6610169491526,13.559322033898306
斯威士兰,96,300,1,201,3,1%,139,22,67.0,6979.166666666666,1.5547263681592038
贝宁,107,261,17,151,3,1.1%,1120,2,50.333333333333336,4704.04984423676,1.8567803428854368
津巴布韦,202,237,16,31,4,1.7%,1690,1,7.75,383.66336633663366,6.387735547748323
利比亚,152,209,14,52,5,2.4%,627.7,3,10.4,684.2105263157895,6.325910931174089
开曼群岛,74,160,5,85,1,0.6%,6.4,249,85.0,11486.486486486487,1.589825119236884
苏里南,72,82,20,9,1,1.2%,59.7,14,9.0,1250.0,15.432098765432098
冈比亚,5,26,1,20,1,3.8%,210,1,20.0,40000.0,100.0
荷属安的列斯群岛,5,21,1,15,1,4.8%,17.6,12,15.0,30000.0,133.33333333333331
