地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
多米尼加共和国,7196,10347,465,2763,388,3.7%,1083.5,95,7.121134020618556,9.895961674011335,0.19514601448466262
塞尔维亚,6893,10114,82,3006,215,2.1%,870,116,13.981395348837209,20.283469242473824,0.10376268595359212
南非,5648,10015,525,4173,194,1.9%,5810,17,21.510309278350515,38.084825209544114,0.08231114767875775
埃及,6800,9400,488,2075,525,5.6%,10120,9,3.9523809523809526,5.8123249299719895,0.37207654145995744
科威特,6314,9286,1065,2907,65,0.7%,420,221,44.723076923076924,70.83160741697327,0.035413083816013664
巴拿马,3517,8448,212,4687,244,2.9%,420,201,19.209016393442624,54.617618406149056,0.1480207173193157
捷克,3396,8123,17,4447,280,3.4%,1060,77,15.882142857142858,46.76720511526166,0.18540575917963778
挪威,7854,8105,29,32,219,2.7%,540,150,0.1461187214611872,0.18604369933942858,8.713712757830406
澳大利亚,684,6948,12,6167,97,1.4%,2510,28,63.577319587628864,929.4929764273226,0.2299543789477477
马来西亚,1504,6726,67,5113,109,1.6%,3250,21,46.908256880733944,311.89000585594374,0.14174340750111314
摩洛哥,3279,6226,165,2759,188,3%,3660,17,14.675531914893616,44.756120508977176,0.20780918165075873
阿根廷,3972,6034,155,1757,305,5.1%,4510,13,5.760655737704918,14.503161474584386,0.43703763567510995
芬兰,1717,5984,33,4000,267,4.5%,560,107,14.9812734082397,87.25261157973034,0.3887594641817123
阿尔及利亚,2543,5723,165,2678,502,8.8%,4270,13,5.334661354581673,20.97782679741122,0.7371345787481458
巴林,2997,5157,261,2152,8,0.2%,160,322,269.0,897.5642308975642,0.012403977707571264
哈萨克斯坦,3166,5138,130,1941,31,0.6%,1860,28,62.61290322580645,197.76659262731033,0.05044582720253805
摩尔多瓦,2776,4927,60,1980,171,3.5%,400,123,11.578947368421053,41.710905505839534,0.3111082001571915
阿富汗,4007,4687,369,558,122,2.6%,3680,13,4.573770491803279,11.414450940362563,0.5456401118830577
卢森堡,199,3886,9,3586,101,2.6%,60,648,35.504950495049506,1784.1683665854025,1.415330977251007
阿曼,2345,3573,175,1211,17,0.5%,500,71,71.23529411764706,303.7752414398595,0.05986347606077199
亚美尼亚,1987,3392,138,1359,46,1.4%,290,117,29.543478260869566,148.68383623990724,0.17034936061589442
匈牙利,1905,3284,50,958,421,12.8%,970,34,2.2755344418052257,11.945062686641604,2.3068619554079746
泰国,163,3015,5,2796,56,1.9%,6930,4,49.92857142857143,3063.1025416301495,1.2287492210607618
伊拉克,924,2767,88,1734,109,3.9%,4040,7,15.908256880733944,172.16728225902537,0.6803077737333793
希腊,1191,2716,6,1374,151,5.6%,1110,24,9.099337748344372,76.40082072497373,0.9227381000394761
喀麦隆,1000,2579,305,1465,114,4.4%,2405,11,12.850877192982455,128.50877192982455,0.7781569965870307
玻利维亚,2165,2556,171,273,118,4.6%,1121,23,2.3135593220338984,10.686186244960268,1.9964638902283245
阿塞拜疆,837,2519,97,1650,32,1.3%,1000,25,51.5625,616.0394265232975,0.23170775858947903
乌兹别克斯坦,562,2453,62,1881,10,0.4%,3280,7,188.1,3346.9750889679717,0.09459646095720267
克罗地亚,333,2187,11,1764,90,4.1%,410,53,19.6,588.5885885885887,1.5321443892872466
几内亚,1421,2146,104,714,11,0.5%,1270,17,64.9090909090909,456.78459471562917,0.10841775133698801
波斯尼亚和黑塞哥维那,914,2141,27,1114,113,5.3%,350,61,9.858407079646017,107.86003369415775,1.1098059705596959
保加利亚,1429,1981,54,461,91,4.6%,700,28,5.065934065934066,35.450903190581286,1.38136433256574
洪都拉斯,1661,1972,59,203,108,5.5%,911,22,1.8796296296296295,11.316253038107343,3.2030084553491722
塞内加尔,1152,1886,75,715,19,1%,1670,11,37.63157894736842,326.6630116959064,0.23067210567210567
古巴,496,1766,13,1193,77,4.4%,1122,16,15.493506493506494,312.36908253037285,1.3012735581212989
爱沙尼亚,929,1741,6,751,61,3.5%,130,134,12.311475409836065,132.52395489597487,0.8743275919154798
科特迪瓦,885,1700,65,794,21,1.2%,2490,7,37.80952380952381,427.2262577347323,0.298851556162746
北马其顿,373,1664,20,1200,91,5.5%,210,79,13.186813186813186,353.53386559820876,2.033065236818588
新西兰,90,1497,2,1386,21,1.4%,480,31,66.0,7333.333333333333,1.6835016835016836
立陶宛,602,1485,35,833,50,3.4%,290,51,16.66,276.74418604651163,0.9970765714923843
斯洛文尼亚,1102,1460,3,256,102,7%,210,70,2.5098039215686274,22.77499021387139,3.6155852994555353
斯洛伐克,490,1457,2,941,26,1.8%,550,26,36.19230769230769,738.61852433281,0.5638812379361947
吉布提,370,1210,21,837,3,0.2%,94,129,279.0,7540.54054054054,0.0968710646130001
索马里,885,1054,57,118,51,4.8%,1518,7,2.3137254901960786,26.143790849673206,4.883654122378627
危地马拉,916,1052,67,110,26,2.5%,1658.2,6,4.230769230769231,46.187437017131344,2.5803890432711394
突尼斯,327,1032,2,660,45,4.4%,1180,9,14.666666666666666,448.5219164118247,2.085070892410342
马约特岛,520,1023,35,492,11,1.1%,21.6,474,44.72727272727273,860.13986013986,0.42995622263914945
吉尔吉斯斯坦,316,1016,71,688,12,1.2%,640,16,57.333333333333336,1814.3459915611816,0.5519576096555784
刚果,814,991,54,136,41,4.1%,8130,1,3.317073170731707,40.75028465272367,3.703569880040468
萨尔瓦多,616,958,105,325,17,1.8%,642,15,19.11764705882353,310.35141329258977,0.8491508491508492
拉脱维亚,464,946,9,464,18,1.9%,190,50,25.77777777777778,555.5555555555555,0.8360582639714625
塞浦路斯,481,898,1,401,16,1.8%,120,75,25.0625,521.049896049896,0.8295270140656674
阿尔巴尼亚,187,872,12,654,31,3.6%,290,30,21.096774193548388,1128.169742970502,2.5347920652831606
斯里兰卡,533,863,11,321,9,1%,2100,4,35.666666666666664,669.1682301438398,0.5260297031439042
黎巴嫩,599,859,36,234,26,3%,610,14,9.0,150.25041736227047,1.854943424225561
马尔代夫,803,835,69,29,3,0.4%,44,190,9.666666666666666,120.38190120381901,1.2882724266758276
尼日尔,151,821,20,624,46,5.6%,2150,4,13.565217391304348,898.3587676360495,4.8819833588045505
哥斯达黎加,284,792,7,501,7,0.9%,500,16,71.57142857142857,2520.1207243460767,0.491973798881111
安道尔,157,755,1,550,48,6.4%,7.3,1040,11.458333333333334,729.8301486199575,5.55877243775333
布基纳法索,125,751,3,577,49,6.5%,1919,4,11.775510204081632,942.0408163265306,6.793760831889082
乌拉圭,171,707,8,517,19,2.7%,350,20,27.210526315789473,1591.2588488765775,2.1491510853212983
马里,315,704,24,351,38,5.4%,1951.7,4,9.236842105263158,293.23308270676694,3.4368923257812147
巴拉圭,524,689,126,155,10,1.5%,705.3,10,15.5,295.80152671755724,1.2312238364934747
肯尼亚,401,672,23,239,32,4.8%,5140,1,7.46875,186.25311720698252,3.3389330022224772
加蓬,543,661,41,110,8,1.2%,203,33,13.75,253.22283609576428,1.3393604553825549
几内亚比绍,613,641,47,25,3,0.5%,160,40,8.333333333333334,135.94344752582927,1.9575856443719413
格鲁吉亚,311,638,9,317,10,1.6%,390,16,31.7,1019.2926045016077,1.01433251848621
约旦,142,540,14,389,9,1.7%,1010,5,43.22222222222222,3043.8184663536776,1.6293131539881964
马耳他,64,503,6,434,5,1%,40,126,86.8,13562.5,1.800115207373272
牙买加,403,502,8,90,9,1.8%,284,18,10.0,248.1389578163772,2.4813895781637716
委内瑞拉,211,414,14,193,10,2.4%,3280,1,19.3,914.6919431279621,2.4556147631559555
塞拉利昂,247,338,16,72,19,5.6%,760,4,3.789473684210526,153.41998721500104,10.683760683760685
马恩岛,36,330,1,271,23,7%,8.5,390,11.782608695652174,3272.9468599033817,23.575235752357525
贝宁,255,319,35,62,2,0.6%,1120,3,31.0,1215.686274509804,1.2650221378874131
赞比亚,143,267,15,117,7,2.6%,1760,2,16.714285714285715,1168.831168831169,4.183850337696492
佛得角,188,246,6,56,2,0.8%,54,46,28.0,1489.3617021276596,1.8996960486322187
海地,150,182,5,17,15,8.2%,1200,2,1.1333333333333333,75.55555555555554,58.8235294117647
多哥,74,174,8,89,11,6.3%,425,4,8.090909090909092,1093.3660933660935,16.70209535378075
斯威士兰,143,172,4,27,2,1.2%,139,12,13.5,944.055944055944,5.180005180005179
法属圭亚那,21,144,3,122,1,0.7%,29,50,122.0,58095.23809523809,3.9032006245121
圭亚那,59,104,3,35,10,9.6%,73.8,14,3.5,593.2203389830509,48.42615012106537
摩纳哥,10,96,1,82,4,4.2%,3.8,251,20.5,20500.0,48.78048780487805
开曼群岛,39,81,1,41,1,1.2%,6.4,126,41.0,10512.820512820514,6.253908692933083
维尔京群岛,18,68,2,46,4,5.9%,10.8,63,11.5,6388.888888888889,48.30917874396135
冈比亚,10,20,3,9,1,5%,210,1,9.0,9000.0,111.1111111111111
