地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
巴基斯坦,15233,21501,1083,5782,486,2.3%,20460,11,11.897119341563785,7.8100960687742305,0.055178862054275434
智利,9958,20643,980,10415,270,1.3%,1830,113,38.574074074074076,38.736768501781555,0.02603348851542296
新加坡,17935,19410,573,1457,18,0.1%,590,329,80.94444444444444,45.13211287674628,0.0068882923712736
白俄罗斯,14127,17489,784,3259,103,0.6%,940,186,31.640776699029125,22.397378565179533,0.022371902558505078
卡塔尔,15206,17142,640,1924,12,0.1%,270,635,160.33333333333334,105.44083475820948,0.004101674494940311
以色列,5808,16268,44,10223,237,1.5%,860,189,43.13502109704641,74.26828701282096,0.03991566577713679
奥地利,1582,15650,24,13462,606,3.9%,880,178,22.214521452145213,140.42048958372447,0.28454866918559546
日本,9563,15368,177,5238,567,3.7%,12690,12,9.238095238095237,9.660248079154279,0.11319400050236576
阿联酋,11893,15192,567,3153,146,1%,970,157,21.595890410958905,18.158488531874973,0.0389347567880415
波兰,9262,14242,244,4280,700,4.9%,3800,37,6.114285714285714,6.601474534966221,0.17658324537805967
罗马尼亚,7556,13837,349,5454,827,6%,1950,71,6.594921402660217,8.728059029460319,0.20067738201383223
乌克兰,10506,12697,418,1875,316,2.5%,4380,29,5.9335443037974684,5.647767279456947,0.16041627006789771
印度尼西亚,9002,12071,395,2197,872,7.2%,26950,4,2.5194954128440368,2.798817388184889,0.44090743199028143
孟加拉国,9343,10929,688,1403,183,1.7%,16470,7,7.666666666666667,8.205786863605551,0.13960695987230617
韩国,1267,10804,3,9283,254,2.4%,5130,21,36.54724409448819,288.4549652287939,0.2159577287402582
丹麦,2192,9868,147,7183,493,5%,580,170,14.56997971602434,66.46888556580447,0.3131125701295943
菲律宾,7639,9684,262,1408,637,6.6%,10810,9,2.2103610675039245,2.893521491692531,0.5922434516654964
塞尔维亚,7786,9557,93,1574,197,2.1%,870,110,7.98984771573604,10.261813146334498,0.16074856280993058
多米尼加共和国,6118,8235,281,1771,346,4.2%,1083.5,76,5.118497109826589,8.36629145117128,0.31933613524642135
哥伦比亚,5808,7973,305,1807,358,4.5%,4980,16,5.0474860335195535,8.690575126583253,0.3411129964432777
挪威,7658,7904,75,32,214,2.7%,540,146,0.14953271028037382,0.1952633981201016,8.732697832332201
捷克,3773,7841,26,3816,252,3.2%,1060,74,15.142857142857142,40.13479232138124,0.17502712920502678
巴拿马,6458,7387,107,726,203,2.7%,420,176,3.5763546798029555,5.53786726510213,0.4329735600323173
南非,4336,7220,447,2746,138,1.9%,5810,12,19.89855072463768,45.89149152361089,0.11590155959826168
澳大利亚,865,6847,24,5886,96,1.4%,2510,27,61.3125,708.8150289017341,0.1885536169886809
埃及,4745,6813,272,1632,436,6.4%,10120,7,3.743119266055046,7.888554828356262,0.5630281617388789
马来西亚,1710,6383,55,4567,106,1.7%,3250,20,43.08490566037736,251.95851263378574,0.1357309045184306
芬兰,1672,5412,73,3500,240,4.4%,560,97,14.583333333333334,87.22089314194577,0.41011619958988377
科威特,3291,5278,295,1947,40,0.8%,420,126,48.675,147.90337283500455,0.06242609335791048
摩洛哥,3221,5053,120,1653,179,3.5%,3660,14,9.23463687150838,28.67009273985837,0.33619360845239565
阿根廷,3185,4887,102,1442,260,5.3%,4510,11,5.546153846153846,17.413355874894336,0.5661071640861616
阿尔及利亚,2185,4648,174,1998,465,10%,4270,11,4.296774193548387,19.66487045102237,1.0651383649095318
摩尔多瓦,2693,4248,127,1423,132,3.1%,400,106,10.780303030303031,40.030831898637324,0.34445514632950425
哈萨克斯坦,2924,4160,115,1207,29,0.7%,1860,22,41.62068965517241,142.34161988773056,0.08217001372522575
卢森堡,327,3828,4,3405,96,2.5%,60,638,35.46875,1084.67125382263,0.8621967155693866
巴林,1781,3533,27,1744,8,0.2%,160,221,218.0,1224.0314430095452,0.025756069417758296
阿富汗,2708,3224,190,421,95,2.9%,3680,9,4.431578947368421,16.36476716162637,0.8332836286958322
匈牙利,1993,3065,37,709,363,11.8%,970,32,1.953168044077135,9.80014071288076,2.568934854501333
泰国,187,2988,18,2747,54,1.8%,6930,4,50.870370370370374,2720.340661517132,1.051219706865438
尼日利亚,2292,2802,170,417,93,3.3%,20100,1,4.483870967741935,19.563136857512806,0.9730435546850478
阿曼,1865,2735,69,858,12,0.4%,500,55,71.5,383.3780160857909,0.07499203209658974
加纳,2407,2719,550,294,18,0.7%,2950,9,16.333333333333332,67.85763744633707,0.2543601570250036
希腊,1112,2632,6,1374,146,5.5%,1110,24,9.41095890410959,84.63092539666899,0.9555674237902254
亚美尼亚,1468,2619,121,1111,40,1.5%,290,90,27.775,189.20299727520435,0.24525613324275206
伊拉克,704,2346,50,1544,98,4.2%,4040,6,15.755102040816327,223.79406307977737,0.9015838436175224
乌兹别克斯坦,774,2189,45,1405,10,0.5%,3280,7,140.5,1815.2454780361757,0.09195655972118771
克罗地亚,499,2101,5,1522,80,3.8%,410,51,19.025,381.2625250501002,1.0533550675595607
阿塞拜疆,478,1984,52,1480,26,1.3%,1000,20,56.92307692307692,1190.8593498551656,0.3675223340495307
波斯尼亚和黑塞哥维那,993,1926,69,855,78,4%,350,55,10.961538461538462,110.38810132465721,0.9187116835391601
爱沙尼亚,1395,1711,3,261,55,3.2%,130,132,4.745454545454545,34.01759530791789,1.5105947623559786
几内亚,1251,1710,124,450,9,0.5%,1270,13,50.0,399.6802557953637,0.1598721023181455
保加利亚,1269,1689,21,342,78,4.6%,700,24,4.384615384615385,34.55173667939626,1.7972433052686878
玻利维亚,1425,1681,124,174,82,4.9%,1121,15,2.1219512195121952,14.890885750962774,3.3071183706392415
古巴,723,1668,38,876,69,4.1%,1122,15,12.695652173913043,175.59684887846532,1.089448454877887
北马其顿,441,1518,7,992,85,5.6%,210,72,11.670588235294117,264.6391890089369,1.9429814936727379
科特迪瓦,722,1432,36,693,17,1.2%,2490,6,40.76470588235294,564.6081147140296,0.33976488270117083
立陶宛,699,1423,9,678,46,3.2%,290,49,14.73913043478261,210.86023511849226,0.9706238579344281
斯洛伐克,655,1421,5,741,25,1.8%,550,26,29.64,452.51908396946567,0.5150868951592134
塞内加尔,848,1329,89,470,11,0.8%,1670,8,42.72727272727273,503.8593481989708,0.2759935768767563
洪都拉斯,973,1178,45,122,83,7%,911,13,1.4698795180722892,15.10667541698139,6.992064428082826
吉布提,401,1116,4,713,2,0.2%,94,119,356.5,8890.274314214463,0.06995134883688395
突尼斯,569,1018,4,406,43,4.2%,1180,9,9.44186046511628,165.93779376302777,1.8613590518323564
拉脱维亚,532,896,17,348,16,1.8%,190,47,21.75,408.83458646616543,0.8642295393656556
塞浦路斯,563,874,8,296,15,1.7%,120,73,19.733333333333334,350.50325636471285,0.9001008112908647
吉尔吉斯斯坦,232,843,35,600,11,1.3%,640,13,54.54545454545455,2351.0971786833857,0.7902298850574713
阿尔巴尼亚,229,803,8,543,31,3.9%,290,28,17.516129032258064,764.8964642907453,2.4930235550515896
索马里,660,756,51,61,35,4.6%,1518,5,1.7428571428571429,26.40692640692641,8.693492300049677
斯里兰卡,553,755,15,194,8,1.1%,2100,4,24.25,438.5171790235081,0.7456982532018418
尼日尔,184,755,14,534,37,4.9%,2150,4,14.432432432432432,784.3713278495887,3.765673343103729
安道尔,206,750,1,499,45,6%,7.3,1033,11.088888888888889,538.2955771305286,4.377687413662276
哥斯达黎加,337,742,6,399,6,0.8%,500,15,66.5,1973.2937685459942,0.44621940608197047
黎巴嫩,515,740,3,200,25,3.4%,610,12,8.0,155.3398058252427,2.4271844660194173
危地马拉,632,730,15,79,19,2.6%,1658.2,4,4.157894736842105,65.78947368421053,3.805479891043102
刚果,581,705,8,90,34,4.8%,8130,1,2.6470588235294117,45.56039283183153,6.502199273283611
马约特岛,328,686,111,352,6,0.9%,21.6,318,58.666666666666664,1788.617886178862,0.5196784922394678
苏丹,576,678,86,61,41,6%,4312,2,1.4878048780487805,25.829945799457995,11.66894353369763
布基纳法索,81,672,10,545,46,6.8%,1919,4,11.847826086956522,1462.6945786366075,10.420206138860573
乌拉圭,193,657,3,447,17,2.6%,350,19,26.294117647058822,1362.3895153916487,1.9705347103893545
格鲁吉亚,355,604,4,240,9,1.5%,390,15,26.666666666666668,751.1737089201878,1.056338028169014
萨尔瓦多,373,587,65,201,13,2.2%,642,9,15.461538461538462,414.5184574138998,1.7339575580542328
马里,328,580,19,223,29,5%,1951.7,3,7.689655172413793,234.44070647603027,3.96478180028437
马尔代夫,532,551,14,18,1,0.2%,44,125,18.0,338.3458646616541,1.0442773600668338
马耳他,77,480,3,399,4,0.8%,40,120,99.75,12954.545454545454,1.3019561891742342
牙买加,424,471,6,38,9,1.9%,284,17,4.222222222222222,99.58071278825996,5.5858987090367425
约旦,86,465,1,370,9,1.9%,1010,5,41.111111111111114,4780.361757105944,2.8284098051539917
巴拉圭,275,415,26,130,10,2.4%,705.3,6,13.0,472.7272727272727,2.797202797202797
委内瑞拉,193,361,12,158,10,2.8%,3280,1,15.8,818.6528497409328,3.279333639404473
黑山,62,323,1,253,8,2.5%,62.2,52,31.625,5100.806451612903,5.1000892515619025
塞拉利昂,132,178,11,37,9,5.1%,760,2,4.111111111111111,311.44781144781143,18.42751842751843
佛得角,136,175,23,37,2,1.1%,54,32,18.5,1360.2941176470588,3.9745627980922102
利比里亚,90,166,4,58,18,10.8%,470,4,3.2222222222222223,358.0246913580247,34.48275862068965
赞比亚,56,137,13,78,3,2.2%,1760,1,26.0,4642.857142857143,6.868131868131869
多哥,43,126,2,74,9,7.1%,425,3,8.222222222222221,1912.1447028423772,28.284098051539914
斯威士兰,103,116,4,12,1,0.9%,139,8,12.0,1165.0485436893205,8.090614886731391
百慕大群岛,54,115,1,54,7,6.1%,6.5,176,7.714285714285714,1428.5714285714284,24.00548696844993
海地,79,100,3,10,11,11%,1200,1,0.9090909090909091,115.07479861910242,139.24050632911394
贝宁,44,96,6,50,2,2.1%,1120,1,25.0,5681.818181818182,9.090909090909092
巴巴多斯,29,82,1,46,7,8.5%,28.1,29,6.571428571428571,2266.0098522167486,52.47376311844078
