地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
孟加拉国,10130,11719,786,1403,186,1.6%,16470,7,7.543010752688172,7.44621002239701,0.13087172530447025
韩国,1218,10806,2,9333,255,2.4%,5130,21,36.6,300.4926108374384,0.22432187497195977
丹麦,2141,10136,151,7492,503,5%,580,175,14.894632206759443,69.56857639775545,0.31358374980330883
菲律宾,7840,10004,199,1506,658,6.6%,10810,9,2.288753799392097,2.919328825755226,0.5572946309998102
塞尔维亚,7754,9677,120,1723,200,2.1%,870,111,8.615,11.110394635027083,0.1496990076901877
哥伦比亚,6222,8613,640,2013,378,4.4%,4980,17,5.325396825396825,8.55897914721444,0.30179915410008523
多米尼加共和国,6221,8480,245,1905,354,4.2%,1083.5,78,5.38135593220339,8.650306915613873,0.29870884368034606
挪威,7708,7955,20,32,215,2.7%,540,147,0.14883720930232558,0.1930944593958557,8.716593149974054
捷克,3624,7899,60,4017,258,3.3%,1060,75,15.569767441860465,42.962934442219826,0.17722691804862448
南非,4678,7572,437,2746,148,2%,5810,13,18.554054054054053,39.6623643737795,0.11521286199024926
巴拿马,6490,7523,190,823,210,2.8%,420,179,3.919047619047619,6.038594174187394,0.3931649214512653
埃及,5019,7201,348,1730,452,6.3%,10120,7,3.827433628318584,7.625888878897358,0.5205652048228293
澳大利亚,803,6875,24,5975,97,1.4%,2510,27,61.597938144329895,767.0976107637596,0.2021707300551801
马来西亚,1619,6428,30,4702,107,1.7%,3250,20,43.94392523364486,271.42634486500845,0.1405575906484802
科威特,4028,6289,526,2219,42,0.7%,420,150,52.833333333333336,131.1651770936776,0.04698968419799573
芬兰,1827,5573,85,3500,246,4.4%,560,100,14.227642276422765,77.87434196181043,0.38470560638048323
摩洛哥,3231,5382,153,1969,182,3.4%,3660,15,10.81868131868132,33.48400284333432,0.28608080147894344
阿根廷,3284,5020,104,1472,264,5.3%,4510,11,5.575757575757576,16.97855534639944,0.5461261452099772
阿尔及利亚,2301,4838,190,2067,470,9.7%,4270,11,4.397872340425532,19.112874143526867,0.9881907006208991
摩尔多瓦,2683,4363,115,1544,136,3.1%,400,109,11.352941176470589,42.31435399355419,0.3283000430652409
哈萨克斯坦,2927,4344,151,1387,30,0.7%,1860,23,46.233333333333334,157.95467486618836,0.07389619407505242
巴林,1974,3842,296,1860,8,0.2%,160,240,232.5,1177.8115501519756,0.021788628514778138
卢森堡,332,3840,12,3412,96,2.5%,60,640,35.541666666666664,1070.5321285140562,0.8474695970282067
阿富汗,2830,3392,330,458,104,3.1%,3680,9,4.403846153846154,15.561293829845068,0.8023824586850186
匈牙利,1979,3111,30,759,373,12%,970,32,2.03485254691689,10.282226108726073,2.483254674743569
泰国,173,2989,1,2761,55,1.8%,6930,4,50.2,2901.734104046243,1.1514635101213644
尼日利亚,2371,2950,244,481,98,3.3%,20100,1,4.908163265306122,20.700815121493555,0.8593091680396616
阿曼,2002,2903,98,888,13,0.4%,500,58,68.3076923076923,341.1972642741874,0.07312507312507313
亚美尼亚,1607,2782,112,1135,40,1.4%,290,96,28.375,176.5712507778469,0.21930485842500735
希腊,1122,2642,10,1374,146,5.5%,1110,24,9.41095890410959,83.87663907406052,0.9470507800844301
伊拉克,758,2431,85,1571,102,4.2%,4040,6,15.401960784313726,203.19209477986448,0.8565540661965135
喀麦隆,1201,2265,27,1000,64,2.8%,2405,9,15.625,130.09991673605327,0.5328892589508742
乌兹别克斯坦,665,2231,23,1556,10,0.4%,3280,7,155.6,2339.8496240601503,0.09664263486479696
阿塞拜疆,563,2127,76,1536,28,1.3%,1000,21,54.857142857142854,974.3719868053794,0.3237862640615749
克罗地亚,433,2119,11,1601,85,4%,410,52,18.83529411764706,434.9952452112485,1.2261389749189666
波斯尼亚和黑塞哥维那,973,1987,20,928,86,4.3%,350,57,10.790697674418604,110.90131217285307,0.9524400184286069
几内亚,1303,1811,101,498,10,0.6%,1270,14,49.8,382.19493476592476,0.1541083751737572
玻利维亚,1529,1802,87,187,86,4.8%,1121,16,2.1744186046511627,14.221181194579218,3.00780280005456
保加利亚,1316,1758,57,360,82,4.7%,700,25,4.390243902439025,33.360515975980434,1.7308341776426883
爱沙尼亚,1394,1713,8,264,55,3.2%,130,132,4.8,34.43328550932568,1.4945002391200384
古巴,662,1685,19,954,69,4.1%,1122,15,13.826086956521738,208.853277288848,1.092553535123221
北马其顿,394,1539,8,1057,88,5.7%,210,73,12.011363636363637,304.8569450853715,2.113058219556354
科特迪瓦,745,1464,34,701,18,1.2%,2490,6,38.94444444444444,522.7442207307979,0.34466581776752286
斯洛文尼亚,1103,1448,6,246,99,6.8%,210,69,2.484848484848485,22.52809143108327,3.6485858965570617
塞内加尔,928,1433,58,493,12,0.8%,1670,9,41.083333333333336,442.70833333333337,0.2622927886969294
斯洛伐克,642,1429,8,762,25,1.7%,550,26,30.48,474.76635514018693,0.5110342515596765
立陶宛,662,1428,4,718,48,3.4%,290,49,14.958333333333334,225.95669687814703,1.0098544967979197
洪都拉斯,1055,1270,123,122,93,7.3%,911,14,1.3118279569892473,12.434388217907555,7.225545800637091
吉布提,373,1120,4,745,2,0.2%,94,119,372.5,9986.595174262735,0.0719722187235727
突尼斯,497,1022,5,482,43,4.2%,1180,9,11.209302325581396,225.53928220485707,1.7950023794217589
塞浦路斯,567,878,2,296,15,1.7%,120,73,19.733333333333334,348.0305702527925,0.8937508937508938
吉尔吉斯斯坦,245,871,13,614,12,1.4%,640,14,51.166666666666664,2088.4353741496598,0.7977132220966563
索马里,722,835,34,75,38,4.6%,1518,6,1.9736842105263157,27.336346406181658,7.017543859649123
阿尔巴尼亚,206,832,17,595,31,3.7%,290,29,19.193548387096776,931.7256498590667,2.529167006608469
刚果,670,797,23,92,35,4.4%,8130,1,2.6285714285714286,39.23240938166312,5.678131083711876
苏丹,663,778,100,70,45,5.8%,4312,2,1.5555555555555556,23.462376403552877,9.696186166774403
斯里兰卡,550,774,39,215,9,1.2%,2100,4,23.88888888888889,434.34343434343435,0.7610993657505285
危地马拉,665,763,27,79,19,2.5%,1658.2,5,4.157894736842105,62.52473288484369,3.616636528028933
尼日尔,182,763,5,543,38,5%,2150,4,14.289473684210526,785.135916714864,3.845141966688928
哥斯达黎加,336,755,3,413,6,0.8%,500,15,68.83333333333333,2048.611111111111,0.4323763403666552
安道尔,191,751,2,514,46,6.1%,7.3,1035,11.173913043478262,585.021625312998,4.685558294456781
黎巴嫩,519,750,1,206,25,3.3%,610,12,8.24,158.76685934489404,2.338328001945489
马约特岛,378,739,36,352,9,1.2%,21.6,342,39.111111111111114,1034.6854791299238,0.6764069264069265
布基纳法索,92,688,10,548,48,7%,1919,4,11.416666666666666,1240.9420289855072,9.52078705172961
乌拉圭,185,670,2,468,17,2.5%,350,19,27.529411764705884,1488.0763116057235,1.9635019635019635
萨尔瓦多,400,633,32,219,14,2.2%,642,10,15.642857142857142,391.07142857142856,1.5981735159817352
马里,352,612,49,228,32,5.2%,1951.7,3,7.125,202.41477272727272,3.9872408293460926
格鲁吉亚,332,610,11,269,9,1.5%,390,16,29.88888888888889,900.2677376171351,1.0077484659828906
圣马力诺,456,589,7,92,41,7%,3.2,1841,2.2439024390243905,49.20838682071032,9.773073989321128
肯尼亚,366,582,70,190,26,4.5%,5140,1,7.3076923076923075,199.66372425388818,3.738855335058959
马尔代夫,551,573,16,20,2,0.3%,44,130,10.0,181.48820326678768,1.8148820326678767
马耳他,72,484,2,407,5,1%,40,121,81.4,11305.555555555555,1.7062517062517062
几内亚比绍,449,475,156,24,2,0.4%,160,30,12.0,267.260579064588,1.855976243504083
牙买加,408,473,2,56,9,1.9%,284,17,6.222222222222222,152.5054466230937,3.939075630252101
约旦,87,471,4,375,9,1.9%,1010,5,41.666666666666664,4789.272030651341,2.7586206896551726
巴拉圭,286,431,19,135,10,2.3%,705.3,6,13.5,472.027972027972,2.5900025900025896
加蓬,298,397,32,93,6,1.5%,203,20,15.5,520.1342281879195,2.164970772894566
巴勒斯坦,242,371,13,127,2,0.5%,505.2,7,63.5,2623.9669421487606,0.6507451031430989
委内瑞拉,193,367,4,164,10,2.7%,3280,1,16.4,849.7409326424869,3.1593580184506505
马恩岛,32,326,4,271,23,7.1%,8.5,385,11.782608695652174,3682.0652173913045,26.522140221402214
黑山,63,324,1,253,8,2.5%,62.2,52,31.625,5019.841269841269,5.019135453918063
塞拉利昂,145,199,12,43,11,5.5%,760,3,3.909090909090909,269.59247648902823,17.64234161988773
佛得角,147,186,11,37,2,1.1%,54,34,18.5,1258.5034013605443,3.6771465342893914
马提尼克,85,182,2,83,14,7.7%,38,48,5.928571428571429,697.4789915966387,19.84408221119773
圣多美和普林西比,167,174,7,4,3,1.7%,20.4,85,1.3333333333333333,79.84031936127744,44.91017964071856
利比里亚,92,170,8,58,20,11.8%,470,4,2.9,315.2173913043478,37.481259370314845
赞比亚,43,139,2,92,4,2.9%,1760,1,23.0,5348.837209302325,10.111223458038424
法属圭亚那,26,138,5,111,1,0.7%,29,48,111.0,42692.307692307695,3.465003465003465
斯威士兰,106,119,4,12,1,0.8%,139,9,12.0,1132.0754716981132,7.861635220125786
海地,79,101,12,10,12,11.9%,1200,1,0.8333333333333334,105.48523206751057,151.89873417721518
圭亚那,56,93,10,27,10,10.8%,73.8,13,2.7,482.14285714285717,66.13756613756614
开曼群岛,47,78,1,30,1,1.3%,6.4,122,30.0,6382.978723404256,7.092198581560283
