地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
美国,1168179,1770306,23423,498762,103365,5.8%,32910,538,4.825250326512843,0.04130574446649737,0.001774070018377179
巴西,218640,438812,26991,193181,26991,6.2%,21240,207,7.157237597717757,0.3273526160683204,0.006390354436374261
俄罗斯,223992,387623,8371,159257,4374,1.1%,14390,269,36.40992226794696,1.6255010119980606,0.0012261616835930163
西班牙,60909,284986,1137,196958,27119,9.5%,4640,614,7.262730926656587,1.192390439287558,0.02260573208334423
英国,229372,269127,1887,1918,37837,14.1%,6700,402,0.05069112244628274,0.0022099960956996818,0.8600579026703498
意大利,47986,231732,593,150604,33142,14.3%,5920,391,4.544203729406795,0.946985314343099,0.04585932483652043
法国,90385,186238,3325,67191,28662,15.4%,6550,284,2.344253715721164,0.25936313721537463,0.04719532972523869
德国,7359,183073,139,167064,8650,4.7%,8240,222,19.313757225433527,26.24508387747456,0.07035815283303049
印度,91316,168387,7300,72265,4806,2.9%,136870,12,15.036412817311694,1.6466350713250355,0.007282976020518073
土耳其,32149,160979,1182,124369,4461,2.8%,8300,194,27.87917507285362,8.671863844242004,0.01115713305249643
伊朗,24060,146668,2258,114931,7677,5.2%,8280,177,14.970821935651948,6.222286756297567,0.02776251026556517
秘鲁,78238,141779,5874,59442,4099,2.9%,3290,431,14.50158575262259,1.8535220420540646,0.008813872522559017
加拿大,34795,88512,994,46840,6877,7.8%,3730,237,6.811109495419514,1.9574966217616077,0.04219541835189616
智利,49903,86943,4654,36150,890,1%,1830,475,40.61797752808989,8.139385914291703,0.004933499065642394
沙特阿拉伯,24295,81766,1644,57013,458,0.6%,3410,240,124.4825327510917,51.23792251537012,0.003306546850500227
墨西哥,15718,81400,3463,56638,9044,11.1%,13230,62,6.2624944714728,3.9842820151881915,0.10159102919490286
巴基斯坦,40406,64028,2076,22305,1317,2.1%,20460,31,16.93621867881549,4.191510834731349,0.01461294291988103
比利时,32949,58061,257,15682,9430,16.2%,1160,501,1.6629904559915165,0.504716518252911,0.18250215831542405
卡塔尔,37472,52907,1967,15399,36,0.1%,270,1960,427.75,114.15190008539709,0.0006238829376002267
荷兰,39873,46126,182,322,5931,12.9%,1710,270,0.054291013319844886,0.013615984079413359,4.619480515232135
孟加拉国,33247,42844,2029,9015,582,1.4%,16470,26,15.489690721649485,4.658973959048781,0.01941801311987065
白俄罗斯,23150,40764,902,17390,224,0.5%,940,434,77.63392857142857,33.535174328910834,0.0055641322127237295
厄瓜多尔,16733,38471,368,18425,3313,8.6%,1710,225,5.561424690612737,3.3236267797841017,0.10745834022922554
瑞典,27155,36476,639,4971,4350,11.9%,1010,361,1.1427586206896552,0.42082806874964285,0.3222520484395945
新加坡,15543,33860,373,18294,23,0.1%,590,574,795.3913043478261,511.73602544413956,0.0008088804039444638
阿联酋,15813,33170,563,17097,260,0.8%,970,342,65.75769230769231,41.58457744115115,0.009616990019646809
