地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,人口数（万）,每10万人确诊
葡萄牙,18388,19685,181,610,687,1030,191
印度,12259,14792,1076,2045,488,136870,1
奥地利,4014,14671,102,10214,443,880,167
爱尔兰,13373,13980,709,77,530,480,291
瑞典,11761,13822,676,550,1511,1010,137
秘鲁,6648,13489,998,6541,300,3290,41
以色列,9702,13107,264,3247,158,860,152
韩国,2484,10653,18,7937,232,5130,21
日本,9077,10311,531,1012,222,12690,8
智利,5515,9252,445,3621,116,1830,51
波兰,7243,8563,443,981,339,3800,23
厄瓜多尔,7191,8450,225,838,421,1710,49
罗马尼亚,6271,8418,360,1730,417,1950,43
沙特阿拉伯,7138,8274,762,1049,87,3410,24
巴基斯坦,5663,7638,106,1832,143,20460,4
丹麦,3049,7242,195,3847,346,580,125
挪威,6798,6992,98,32,162,540,129
墨西哥,4204,6875,450,2125,546,13230,5
澳大利亚,2676,6565,55,3821,68,2510,26
捷克,5194,6553,134,1183,176,1060,62
阿联酋,5077,6302,477,1188,37,970,65
印度尼西亚,5078,6248,407,635,535,26950,2
菲律宾,5174,6087,218,516,397,10810,6
新加坡,5298,5992,623,683,11,590,102
塞尔维亚,5046,5690,372,534,110,870,65
马来西亚,2115,5305,69,3102,88,3250,16
乌克兰,4698,5106,501,275,133,4380,12
卡塔尔,4490,5008,560,510,8,270,185
白俄罗斯,4395,4779,575,342,42,940,51
巴拿马,3972,4210,265,122,116,420,100
多米尼加共和国,3658,4126,371,268,200,1083.5,38
芬兰,1891,3681,120,1700,90,560,66
卢森堡,2829,3480,36,579,72,60,580
哥伦比亚,2652,3439,334,634,153,4980,7
埃及,1993,2844,168,646,205,10120,3
南非,1830,2783,0,903,50,5810,5
阿根廷,1963,2758,98,666,129,4510,6
泰国,899,2733,28,1787,47,6930,4
摩洛哥,2235,2670,277,298,137,3660,7
阿尔及利亚,1208,2418,258,846,364,4270,6
摩尔多瓦,1932,2264,110,276,56,400,57
希腊,1847,2224,0,269,108,1110,20
孟加拉国,1994,2144,266,66,84,16470,1
匈牙利,1471,1834,111,207,156,970,19
克罗地亚,1178,1832,23,615,39,410,45
巴林,1019,1767,2,741,7,160,110
冰岛,521,1754,15,1224,9,30,585
科威特,1466,1751,134,280,5,420,42
哈萨克斯坦,1221,1615,118,377,17,1860,9
爱沙尼亚,1312,1512,25,162,38,130,116
伊拉克,495,1482,48,906,81,4040,4
乌兹别克斯坦,1290,1450,31,156,4,3280,4
新西兰,544,1422,8,867,11,480,30
阿塞拜疆,797,1340,57,528,15,1000,13
斯洛文尼亚,1057,1317,36,190,70,210,63
波斯尼亚和黑塞哥维那,883,1268,12,338,47,350,36
亚美尼亚,705,1248,42,523,20,290,43
立陶宛,978,1239,21,228,33,290,43
阿曼,998,1180,50,176,6,500,24
北马其顿,929,1117,36,139,49,210,53
波多黎各,1010,1068,69,-1,58,341.1,31
斯洛伐克,865,1049,72,175,9,550,19
喀麦隆,827,1017,148,168,22,2405,4
阿富汗,791,933,66,112,30,3680,3
古巴,700,923,48,192,31,1122,8
保加利亚,671,865,25,153,41,700,12
突尼斯,784,864,42,43,37,1180,7
塞浦路斯,661,750,0,77,12,120,63
吉布提,654,732,141,76,2,94,78
拉脱维亚,619,712,7,88,5,190,37
钻石公主号邮轮,55,712,0,645,12,-1,-1
安道尔,464,704,9,205,35,2490,970
科特迪瓦,489,688,34,193,6,610,3
黎巴嫩,557,672,5,94,21,500,11
哥斯达黎加,557,649,7,88,4,2950,13
加纳,550,641,0,83,8,2150,2
尼日尔,499,627,25,110,18,1919,3
布基纳法索,228,557,4,294,35,290,3
阿尔巴尼亚,230,539,21,283,26,350,19
乌拉圭,205,508,0,294,9,640,15
吉尔吉斯斯坦,371,506,23,130,5,20100,8
尼日利亚,317,493,35,159,17,1121,0
玻利维亚,431,493,24,31,31,1270,4
几内亚,415,477,0,59,3,911,4
洪都拉斯,401,457,16,10,46,3.2,5
圣马力诺,339,435,0,57,39,40,1359
马耳他,328,422,10,91,3,505.2,106
巴勒斯坦,347,418,1,69,2,1010,8
约旦,135,407,1,265,7,82.7,4
留尼汪岛,165,402,3,237,-1,390,49
格鲁吉亚,298,385,34,84,3,1670,10
塞内加尔,136,350,0,211,3,126,2
毛里求斯,207,324,0,108,9,8130,26
刚果,256,307,20,26,25,62.2,0
黑山,245,305,15,55,5,8.5,49
马恩岛,118,291,6,169,4,9740,344
越南,70,268,1,198,-1,5140,0
肯尼亚,189,262,12,60,13,2100,1
斯里兰卡,164,248,0,77,7,21.6,1
马约特岛,124,245,12,117,4,1658.2,113
危地马拉,207,235,18,21,7,3280,1
委内瑞拉,105,227,7,113,9,6.5,1
根西岛,203,209,0,-1,6,705.3,320
巴拉圭,159,202,25,35,8,9.8,3
泽西岛,194,198,0,-1,4,642,202
萨尔瓦多,140,190,18,43,7,4.8,3
法罗群岛,13,184,0,171,-1,1951.7,379
马里,124,171,23,34,13,284,1
牙买加,133,163,18,25,5,38,6
马提尼克,77,158,0,73,8,40,42
瓜德罗普岛,70,145,0,67,8,1200,36
卢旺达,78,143,2,65,-1,-1,1
刚果,126,143,0,11,6,16.6,-1
文莱,30,143,0,112,1,3.4,36
关岛,111,135,0,19,5,1650,81
直布罗陀,26,132,0,105,1,2520,384
柬埔寨,24,122,0,98,-1,1518,1
马达加斯加,84,117,0,33,-1,121.8,0
索马里,108,116,0,2,6,203,1
特立尼达和多巴哥,86,114,0,20,8,10500,9
加蓬,100,108,15,7,1,10.5,5
埃塞俄比亚,86,105,0,16,3,29,0
阿鲁巴岛,51,96,2,43,2,5288.5,91
法属圭亚那,35,96,10,61,-1,3.8,33
缅甸,84,94,0,5,5,5910,0
摩纳哥,71,94,0,20,3,425,245
坦桑尼亚,79,94,0,11,4,6.5,0
多哥,30,83,0,48,5,3.8,2
百慕大群岛,43,83,0,35,5,130,127
列支敦士登,24,80,0,55,1,470,211
赤道几内亚,75,79,10,4,-1,28.1,6
利比里亚,62,76,14,7,7,4312,2
巴巴多斯,55,75,0,15,5,73.8,27
苏丹,50,66,0,6,10,6.4,0
圭亚那,48,63,0,9,6,3.1,9
开曼群岛,52,61,1,7,2,54,95
圣马丁岛,36,57,0,12,9,4430,184
佛得角,54,56,0,1,1,28,10
乌干达,35,55,0,20,-1,37.2,0
法属波里尼西亚,53,55,0,2,-1,10.8,20
巴哈马,36,54,0,9,9,1760,15
维尔京群岛,52,53,0,-1,1,627.7,49
赞比亚,20,52,0,30,2,1200,0
利比亚,37,49,1,11,1,160,1
海地,40,43,0,-1,3,1827,0
几内亚比绍,40,43,0,3,-1,1120,3
叙利亚,31,38,0,5,2,670,0
贝宁,16,35,0,18,1,3050,0
厄立特里亚,35,35,0,-1,-1,44,1
莫桑比克,32,34,2,2,-1,320,0
马尔代夫,16,32,5,16,-1,2898,7
蒙古,26,31,0,5,-1,1490,1
尼泊尔,28,30,0,2,-1,760,0
乍得,22,27,0,5,-1,1690,0
塞拉利昂,26,26,11,-1,-1,10.4,0
津巴布韦,19,24,1,2,3,139,0
安提瓜和巴布达,17,23,0,3,3,706.2,22
斯威士兰,10,19,0,8,1,2925,1
老挝,18,19,0,1,-1,28,0
安哥拉,10,19,0,5,4,38.7,0
新喀里多尼亚群岛,4,18,0,14,-1,129.6,6
伯利兹,16,18,0,-1,2,1809.2,5
东帝汶,17,18,0,1,-1,88.5,1
马拉维,12,17,0,3,2,253,0
斐济,17,17,0,-1,-1,7.2,2
纳米比亚,12,16,0,4,-1,17.6,1
多米尼克国,8,16,0,8,-1,225,22
圣卢西亚,4,15,0,11,-1,11.2,9
博茨瓦纳,14,15,0,-1,1,5.7,1
格林纳达,8,14,0,6,-1,17.6,13
圣克里斯托弗和尼维斯,14,14,0,-1,-1,16,25
荷属安的列斯群岛,3,14,0,10,1,11,8
马里亚纳群岛,11,13,0,-1,2,474,8
圣文森特岛,11,12,0,1,-1,9.6,11
中非,8,12,0,4,-1,7.6,0
塞舌尔,11,11,0,-1,-1,1.3,11
格陵兰岛,0,11,0,11,-1,3.5,14
蒙特塞拉特岛,10,11,0,1,-1,0.3,85
特克斯和凯科斯群岛,10,11,1,-1,1,59.7,32
福克兰群岛,10,11,0,1,-1,615,376
苏里南,3,10,0,6,1,210,2
尼加拉瓜,2,9,0,6,1,0.1,0
冈比亚,6,9,0,2,1,450,0
梵蒂冈,6,8,0,2,-1,808,1000
毛里塔尼亚,4,7,0,2,1,0.5,0
巴布亚新几内亚,7,7,5,-1,-1,1086,0
圣巴泰勒米岛,2,6,0,4,-1,75.4,119
布隆迪,4,5,0,-1,1,3.1,0
不丹,3,5,0,2,-1,20.4,1
维尔京群岛,2,4,1,2,-1,1253,13
圣多美和普林西比,4,4,0,-1,-1,1.5,2
南苏丹,4,4,0,-1,-1,-1,0
