地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
阿富汗,14772,16492,545,1450,270,1.6%,3680,45,5.37037037037037,3.635506614114792,0.12605395109106698
巴拿马,3979,13837,374,9514,344,2.5%,420,329,27.656976744186046,69.50735547671789,0.09087017330791153
阿曼,9928,12799,786,2812,59,0.5%,500,256,47.66101694915254,48.00666493669676,0.02113367024940883
丹麦,713,11899,30,10610,576,4.8%,580,205,18.42013888888889,258.346968988624,0.7614082351059428
巴林,4782,11871,516,7070,19,0.2%,160,742,372.10526315789474,778.1373131700016,0.005619848595363211
哈萨克斯坦,5943,11571,450,5587,41,0.4%,1860,62,136.26829268292684,229.292096050693,0.012348080585742346
韩国,823,11541,38,10446,272,2.4%,5130,22,38.404411764705884,466.63926810092204,0.3163873036566695
塞尔维亚,4460,11430,18,6726,244,2.1%,870,131,27.565573770491802,61.806219216349334,0.08133886437611092
尼日利亚,7157,10578,416,3122,299,2.8%,20100,5,10.441471571906355,14.589173636867898,0.13381576227947586
玻利维亚,9051,10531,390,1137,343,3.3%,1121,94,3.314868804664723,3.6624337693787683,0.3333013636107013
亚美尼亚,6424,10009,210,3427,158,1.6%,290,345,21.689873417721518,33.76381291675205,0.07176909175941837
阿尔及利亚,2958,9513,119,5894,661,6.9%,4270,22,8.91679273827534,30.14466781026146,0.3791343714158609
捷克,2345,9308,40,6642,321,3.4%,1060,88,20.69158878504673,88.23705238825897,0.20609303463326034
挪威,483,8446,6,7727,236,2.8%,540,156,32.74152542372882,677.8783731620873,0.632344812267275
摩尔多瓦,3315,8360,109,4738,307,3.7%,400,209,15.433224755700326,46.55573078642632,0.19546085148349693
加纳,5273,8297,189,2986,38,0.5%,2950,28,78.57894736842105,149.02133011268927,0.02413437307599825
马来西亚,1292,7877,38,6470,115,1.5%,3250,24,56.26086956521739,435.4556467896083,0.13757231518654806
摩洛哥,1363,7859,36,6291,205,2.6%,3660,21,30.68780487804878,225.14897195927205,0.2390772876226889
澳大利亚,492,7221,9,6626,103,1.4%,2510,29,64.33009708737865,1307.5222985239564,0.31595169558698305
芬兰,1065,6885,26,5500,320,4.6%,560,123,17.1875,161.3849765258216,0.5463081519419548
伊拉克,3378,6868,429,3275,215,3.1%,4040,17,15.232558139534884,45.09342255634957,0.19434237703325066
喀麦隆,2569,6397,493,3629,199,3.1%,2405,27,18.236180904522612,70.98552317836752,0.21345287266270443
阿塞拜疆,2086,5662,168,3508,68,1.2%,1000,57,51.588235294117645,247.3069764818679,0.09292552511120998
洪都拉斯,4596,5362,108,549,217,4%,911,59,2.5299539170506913,5.504686503591583,0.8600176600861444
危地马拉,4425,5336,348,795,116,2.2%,1658.2,32,6.853448275862069,15.48801870251315,0.329744519063355
苏丹,3353,5173,147,1522,298,5.8%,4312,12,5.10738255033557,15.23227721543564,0.5839397750381815
卢森堡,64,4019,1,3845,110,2.7%,60,670,34.95454545454545,5461.647727272727,4.470091027308192
匈牙利,1229,3921,16,2160,532,13.6%,970,40,4.06015037593985,33.036211358338896,2.0040382123376426
几内亚,1686,3844,138,2135,23,0.6%,1270,30,92.82608695652173,550.5699107741502,0.06389581093507353
塞内加尔,1839,3836,94,1954,43,1.1%,1670,23,45.44186046511628,247.10092694462358,0.11966362832365728
乌兹别克斯坦,827,3750,90,2908,15,0.4%,3280,11,193.86666666666667,2344.216041918581,0.062372240859971825
吉布提,2024,3569,215,1521,24,0.7%,94,380,63.375,313.1175889328063,0.07795994418067996
刚果,2772,3326,125,482,72,2.2%,8130,4,6.694444444444445,24.15023248356582,0.5388802069299994
泰国,59,3083,1,2966,58,1.9%,6930,4,51.13793103448276,8667.445938047926,3.3143993508348855
科特迪瓦,1451,2951,118,1467,33,1.1%,2490,12,44.45454545454545,306.3717812167157,0.15503023794322793
希腊,1365,2918,1,1374,179,6.1%,1110,26,7.675977653631285,56.234268524771316,0.9544070679441858
萨尔瓦多,1491,2653,65,1116,46,1.7%,642,41,24.26086956521739,162.71542297261834,0.27644961765815923
保加利亚,1271,2538,6,1123,144,5.7%,700,36,7.798611111111111,61.35807325815193,1.0088745933850054
波斯尼亚和黑塞哥维那,468,2535,14,1910,157,6.2%,350,72,12.165605095541402,259.94882682780775,1.7563878820423324
北马其顿,606,2315,89,1569,140,6%,210,110,11.207142857142857,184.93635077793496,1.472422576865717
海地,2157,2226,259,24,45,2%,1200,19,0.5333333333333333,2.4725699273682586,8.692628650904034
尼泊尔,1825,2099,244,266,8,0.4%,2898,7,33.25,182.1917808219178,0.16479555052013595
古巴,174,2083,38,1826,83,4%,1122,19,22.0,1264.3678160919542,2.6123301985370952
索马里,1583,2023,47,361,79,3.9%,1518,13,4.569620253164557,28.866836722454565,1.3824167093932591
肯尼亚,1470,2021,59,482,69,3.4%,5140,4,6.9855072463768115,47.52045745834566,0.9738335168092133
马约特岛,437,1934,235,1473,24,1.2%,21.6,895,61.375,1404.462242562929,0.3728439135561386
爱沙尼亚,177,1870,1,1625,68,3.6%,130,144,23.897058823529413,1350.116317713526,2.3641894828335506
吉尔吉斯斯坦,609,1845,69,1219,17,0.9%,640,29,71.70588235294117,1177.4364918381145,0.2289960141223189
马尔代夫,1334,1829,56,488,7,0.4%,44,416,69.71428571428571,522.5958449346755,0.10752820311155897
立陶宛,362,1682,3,1249,71,4.2%,290,58,17.591549295774648,485.9544004357638,1.5703170271023448
委内瑞拉,1343,1662,140,302,17,1%,3280,5,17.764705882352942,132.27629100784023,0.4191466174867969
斯里兰卡,821,1643,5,811,11,0.7%,2100,8,73.72727272727273,898.0179382128225,0.16520708708365936
斯洛伐克,126,1522,1,1368,28,1.8%,550,28,48.857142857142854,3877.551020408163,1.6244314489928524
埃塞俄比亚,1100,1344,85,231,13,1%,10500,1,17.76923076923077,161.53846153846155,0.5116096025186935
几内亚比绍,1278,1339,83,53,8,0.6%,160,84,6.625,51.838810641627546,1.1810907372958928
马里,493,1315,50,744,78,5.9%,1951.7,7,9.538461538461538,193.47792167264785,2.126545835241772
黎巴嫩,496,1242,13,719,27,2.2%,610,20,26.62962962962963,536.8876941457586,0.7570999147561578
阿尔巴尼亚,240,1164,7,891,33,2.8%,290,40,27.0,1125.0,1.5432098765432098
赞比亚,170,1089,32,912,7,0.6%,1760,6,130.28571428571428,7663.865546218487,0.4514963880288958
突尼斯,73,1086,7,965,48,4.4%,1180,9,20.104166666666668,2753.995433789955,6.813826389381786
哥斯达黎加,398,1084,28,676,10,0.9%,500,22,67.6,1698.4924623115578,0.37168088965537743
中非,1042,1069,58,23,4,0.4%,474,23,5.75,55.18234165067178,1.6690311274305265
巴拉圭,496,995,9,488,11,1.1%,705.3,14,44.36363636363637,894.4281524926687,0.4544553146483342
尼日尔,49,958,2,844,65,6.8%,2150,4,12.984615384615385,2649.9215070643645,15.7171873488732
塞浦路斯,142,949,7,790,17,1.8%,120,79,46.470588235294116,3272.576636288318,1.5154216437867714
塞拉利昂,344,865,4,475,46,5.3%,760,11,10.326086956521738,300.17694641051565,2.8151774785801713
马达加斯加,646,826,55,174,6,0.7%,2520,3,29.0,448.91640866873064,0.5337888331376107
乌拉圭,113,825,2,689,23,2.8%,350,24,29.956521739130434,2651.0196229318967,2.954133860796075
格鲁吉亚,150,796,11,634,12,1.5%,390,20,52.833333333333336,3522.222222222222,1.2618296529968456
乍得,185,790,12,539,66,8.4%,1490,5,8.166666666666666,441.44144144144144,6.618863761720904
安道尔,16,765,1,698,51,6.7%,7.3,1054,13.686274509803921,8553.921568627451,45.666189111747855
约旦,202,746,7,535,9,1.2%,1010,7,59.44444444444444,2942.794279427943,0.8327935597298047
马耳他,57,620,1,554,9,1.5%,40,155,61.55555555555556,10799.220272904484,2.8500855025650766
毛里塔尼亚,538,588,107,27,23,3.9%,450,13,1.173913043478261,21.81994504606433,15.833677543714717
牙买加,257,588,5,322,9,1.5%,284,21,35.77777777777778,1392.1314310419368,1.0875607221403196
法属圭亚那,298,499,49,200,1,0.2%,29,172,200.0,6711.4093959731545,0.16778523489932887
圣多美和普林西比,404,484,20,68,12,2.5%,20.4,237,5.666666666666667,140.26402640264027,4.368083867210251
留尼汪岛,61,473,1,411,1,0.2%,82.7,57,411.0,67377.04918032787,0.39886721710342626
佛得角,261,458,14,193,4,0.9%,54,85,48.25,1848.6590038314177,0.7940761916105851
巴勒斯坦,76,451,1,372,3,0.7%,505.2,9,124.0,16315.78947368421,1.061120543293718
多哥,215,443,14,215,13,2.9%,425,10,16.53846153846154,769.2307692307693,2.8123309897241753
卢旺达,114,377,15,262,1,0.3%,1200,3,262.0,22982.456140350878,0.33480648185348866
马拉维,290,336,11,42,4,1.2%,1809.2,2,10.5,362.0689655172414,3.2840722495894905
斯威士兰,96,293,6,194,3,1%,139,21,64.66666666666667,6736.111111111111,1.6108247422680413
津巴布韦,170,203,18,29,4,2%,1690,1,7.25,426.47058823529414,8.113590263691684
利比亚,111,168,26,52,5,3%,627.7,3,10.4,936.936936936937,8.662508662508664
圭亚那,71,153,1,70,12,7.8%,73.8,21,5.833333333333333,821.5962441314554,24.14486921529175
叙利亚,72,123,1,46,5,4.1%,1827,1,9.2,1277.7777777777776,15.096618357487923
苏里南,34,44,9,9,1,2.3%,59.7,7,9.0,2647.0588235294117,32.6797385620915
博茨瓦纳,17,38,3,20,1,2.6%,225,2,20.0,11764.705882352942,29.41176470588235
安提瓜和巴布达,4,26,1,19,3,11.5%,10.4,25,6.333333333333333,15833.333333333332,394.7368421052631
