地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
以色列,6525,16152,231,9400,227,1.4%,860,188,41.409691629955944,63.463128934798384,0.03700986386239505
白俄罗斯,12614,15828,890,3117,97,0.6%,940,168,32.134020618556704,25.474885538732124,0.024670735964678427
奥地利,1852,15558,79,13110,596,3.8%,880,177,21.996644295302012,118.77237740443852,0.24547235305843726
日本,10379,14877,266,3981,517,3.5%,12690,12,7.700193423597679,7.419012837072627,0.12512464362771047
卡塔尔,13326,14872,687,1534,12,0.1%,270,551,127.83333333333333,95.92776026814748,0.005870242975226988
波兰,8949,13375,324,3762,664,5%,3800,35,5.6656626506024095,6.331056710920113,0.1972308198819835
阿联酋,10384,13038,557,2543,111,0.9%,970,134,22.90990990990991,22.06270214744791,0.04203508589093479
罗马尼亚,7430,12732,327,4547,755,5.9%,1950,65,6.022516556291391,8.105675042114928,0.2234771806118894
乌克兰,9634,11411,455,1498,279,2.4%,4380,26,5.369175627240144,5.573153028067411,0.1933239891095539
印度尼西亚,8347,10843,433,1665,831,7.7%,26950,4,2.003610108303249,2.400395481374445,0.5979383001067439
韩国,1407,10780,6,9123,250,2.3%,5130,21,36.492,259.3603411513859,0.19476379864508278
丹麦,2125,9509,153,6924,460,4.8%,580,164,15.052173913043479,70.83375959079284,0.31263805348829304
塞尔维亚,7747,9362,196,1426,189,2%,870,108,7.544973544973545,9.739219756000445,0.17108373489733436
菲律宾,7201,8928,284,1124,603,6.8%,10810,8,1.8640132669983416,2.5885477947484263,0.7450032888868242
孟加拉国,8438,8790,571,177,175,2%,16470,5,1.0114285714285713,1.1986591270781837,1.1717238267027157
挪威,7541,7783,49,32,210,2.7%,540,144,0.1523809523809524,0.2020699540922323,8.702426733854926
捷克,4121,7740,108,3378,241,3.1%,1060,73,14.016597510373444,34.012612255213405,0.17312300540388018
多米尼加共和国,5588,7288,316,1387,313,4.3%,1083.5,67,4.431309904153355,7.930046356752603,0.4038419953355604
澳大利亚,901,6783,14,5789,93,1.4%,2510,27,62.24731182795699,690.8691656820976,0.1783013403851194
巴拿马,5906,6720,154,622,192,2.9%,420,160,3.2395833333333335,5.485240997855289,0.5226577582555427
哥伦比亚,4775,6507,296,1439,293,4.5%,4980,13,4.911262798634812,10.285367117559817,0.42641595930856585
马来西亚,1747,6176,69,4326,103,1.7%,3250,19,42.0,240.41213508872352,0.13628805844031944
南非,3453,5951,297,2382,116,1.9%,5810,10,20.53448275862069,59.46852811648042,0.14103264589644848
埃及,4029,5895,269,1460,406,6.9%,10120,6,3.5960591133004924,8.925438355176203,0.6902015184433407
芬兰,1956,5176,56,3000,220,4.3%,560,92,13.636363636363637,69.71556051310652,0.3749147920927062
摩洛哥,3280,4687,170,1235,172,3.7%,3660,13,7.180232558139535,21.890952921157115,0.42460748494124617
科威特,2883,4619,353,1703,33,0.7%,420,110,51.60606060606061,179.00125080145892,0.06721321191775792
阿根廷,3015,4532,143,1292,225,5%,4510,10,5.742222222222222,19.045513174866407,0.5776073194399519
阿尔及利亚,1880,4154,148,1821,453,10.9%,4270,10,4.0198675496688745,21.38227420036635,1.3232149742367416
摩尔多瓦,2586,3980,83,1272,122,3.1%,400,100,10.426229508196721,40.31797953672359,0.3708892099208608
卢森堡,497,3802,18,3213,92,2.4%,60,634,34.92391304347826,702.6944274341703,0.5761302956237268
哈萨克斯坦,2835,3800,195,940,25,0.7%,1860,20,37.6,132.6278659611993,0.09381215054973921
巴林,1698,3273,132,1567,8,0.2%,160,205,195.875,1153.563015312132,0.030066529713623825
泰国,180,2966,6,2732,54,1.8%,6930,4,50.592592592592595,2810.699588477367,1.0980966325036603
匈牙利,1982,2942,88,625,335,11.4%,970,30,1.8656716417910448,9.413075891983071,2.704339051463169
希腊,1098,2612,21,1374,140,5.4%,1110,24,9.814285714285715,89.38329430132708,0.9279807404225758
阿曼,1722,2483,99,750,11,0.4%,500,50,68.18181818181819,395.94551789673744,0.08517228029423152
阿富汗,2066,2469,164,331,72,2.9%,3680,7,4.597222222222222,22.25180165644832,1.0528686283169018
亚美尼亚,1230,2273,82,1010,33,1.5%,290,78,30.606060606060606,248.82976102488297,0.26563631972953394
尼日利亚,1751,2170,204,351,68,3.1%,20100,1,5.161764705882353,29.478953203211613,1.1064088733991646
伊拉克,645,2153,68,1414,94,4.4%,4040,5,15.042553191489361,233.21787893781953,1.03066785083824
乌兹别克斯坦,873,2094,58,1212,9,0.4%,3280,6,134.66666666666666,1542.5735013363878,0.08506005239699228
克罗地亚,548,2088,9,1463,77,3.7%,410,51,19.0,346.71532846715326,0.9604302727621974
阿塞拜疆,458,1894,50,1411,25,1.3%,1000,19,56.44,1232.3144104803494,0.3868543787273419
波斯尼亚和黑塞哥维那,988,1839,24,779,72,3.9%,350,53,10.819444444444445,109.50854700854701,0.9354877269207382
冰岛,99,1798,1,1689,10,0.6%,30,599,168.9,17060.60606060606,0.5980467792190706
爱沙尼亚,1390,1699,5,256,53,3.1%,130,131,4.830188679245283,34.74955884349124,1.48943345323741
保加利亚,1232,1588,53,287,69,4.3%,700,23,4.159420289855072,33.76152832674572,1.951445766776777
古巴,759,1537,34,714,64,4.2%,1122,14,11.15625,146.98616600790513,1.1809730479807208
几内亚,1188,1537,144,342,7,0.5%,1270,12,48.857142857142854,411.2554112554112,0.1722881839840904
北马其顿,572,1506,29,852,82,5.4%,210,72,10.390243902439025,181.64762067201093,1.6825897107587249
新西兰,202,1485,3,1263,20,1.3%,480,31,63.15,3126.237623762376,0.7839263736349882
斯洛文尼亚,1106,1439,5,239,94,6.5%,210,69,2.5425531914893615,22.98872686699242,3.5561070463882816
斯洛伐克,775,1407,7,608,24,1.7%,550,26,25.333333333333332,326.88172043010746,0.5093378607809846
立陶宛,728,1406,14,632,46,3.3%,290,48,13.73913043478261,188.72431915910175,0.9997913478926138
科特迪瓦,721,1333,95,597,15,1.1%,2490,5,39.8,552.011095700416,0.34848305326911955
玻利维亚,1029,1229,57,134,66,5.4%,1121,11,2.0303030303030303,19.73083605736667,4.7865628127583655
塞内加尔,738,1115,91,368,9,0.8%,1670,7,40.888888888888886,554.0499849442938,0.331389183457052
吉布提,424,1112,8,686,2,0.2%,94,118,343.0,8089.622641509434,0.0687606579019748
突尼斯,641,998,14,316,41,4.1%,1180,8,7.7073170731707314,120.2389558996994,2.024131598175319
洪都拉斯,712,899,33,112,75,8.3%,911,10,1.4933333333333334,20.973782771535582,9.405096308186195
拉脱维亚,507,871,12,348,16,1.8%,190,46,21.75,428.9940828402367,0.9068444081706681
塞浦路斯,546,857,7,296,15,1.8%,120,71,19.733333333333334,361.41636141636144,0.9281259281259282
阿尔巴尼亚,239,789,9,519,31,3.9%,290,27,16.741935483870968,700.4993926305845,2.4991736603219903
吉尔吉斯斯坦,232,769,10,527,10,1.3%,640,12,52.7,2271.551724137931,0.8179022443237585
安道尔,234,745,2,468,43,5.8%,7.3,1026,10.883720930232558,465.1162790697674,3.9265103367667473
黎巴嫩,516,733,4,192,25,3.4%,610,12,7.68,148.83720930232556,2.523417312661499
尼日尔,217,728,6,478,33,4.5%,2150,3,14.484848484848484,667.5045384722804,3.1814588434915065
哥斯达黎加,364,725,6,355,6,0.8%,500,15,59.166666666666664,1625.4578754578756,0.4643244079863798
斯里兰卡,521,690,21,162,7,1%,2100,3,23.142857142857142,444.2007129147244,0.8293642330750456
布基纳法索,88,649,4,517,44,6.8%,1919,3,11.75,1335.2272727272727,9.671179883945841
乌拉圭,196,648,13,435,17,2.6%,350,19,25.58823529411765,1305.5222088835535,1.9939010086793338
危地马拉,556,644,14,72,16,2.5%,1658.2,4,4.5,80.93525179856115,3.996802557953637
刚果,497,604,72,75,32,5.3%,8130,1,2.34375,47.1579476861167,8.58484238765929
索马里,542,601,19,31,28,4.7%,1518,4,1.1071428571428572,20.426989984185557,16.664682775860015
格鲁吉亚,367,582,27,207,8,1.4%,390,15,25.875,705.0408719346049,1.0530611170345798
圣马力诺,457,580,11,82,41,7.1%,3.2,1813,2.0,43.7636761487965,10.940919037199125
苏丹,451,533,67,46,36,6.8%,4312,1,1.2777777777777777,28.33210150283321,17.35274269738745
马里,286,508,8,196,26,5.1%,1951.7,3,7.538461538461538,263.58257127487894,4.63821892393321
马尔代夫,473,491,79,17,1,0.2%,44,112,17.0,359.4080338266385,1.2436264146250466
马耳他,85,468,2,379,4,0.9%,40,117,94.75,11147.058823529413,1.241657612913239
约旦,87,459,2,364,8,1.7%,1010,5,45.5,5229.885057471264,2.526209422761147
萨尔瓦多,298,446,29,138,10,2.2%,642,7,13.8,463.0872483221477,2.431670071004766
牙买加,393,432,26,31,8,1.9%,284,15,3.875,98.60050890585241,6.566527127965197
肯尼亚,240,411,15,150,21,5.1%,5140,1,7.142857142857143,297.61904761904765,5.833333333333334
巴勒斯坦,268,353,9,83,2,0.6%,505.2,7,41.5,1548.5074626865671,0.8991188635137565
委内瑞拉,171,335,2,148,16,4.8%,3280,1,9.25,540.9356725146199,6.3221115852694805
巴拉圭,208,333,17,115,10,3%,705.3,5,11.5,552.8846153846154,4.1806020066889635
马恩岛,27,320,2,271,22,6.9%,8.5,378,12.318181818181818,4562.289562289563,30.06696733634003
几内亚比绍,237,257,52,19,1,0.4%,160,16,19.0,801.6877637130802,2.220741727737064
马提尼克,82,179,1,83,14,7.8%,38,47,5.928571428571429,722.9965156794425,20.570085218924476
塞拉利昂,126,155,12,21,8,5.2%,760,2,2.625,208.33333333333331,30.234315948601658
瓜德罗普岛,45,152,1,95,12,7.9%,40,38,7.916666666666667,1759.2592592592594,28.070175438596493
利比里亚,89,152,11,45,18,11.8%,470,3,2.5,280.8988764044944,44.943820224719104
关岛,44,146,5,97,5,3.4%,16.6,88,19.4,4409.090909090909,11.715089034676662
直布罗陀,12,144,3,131,1,0.7%,3.4,419,131.0,109166.66666666666,6.361323155216285
法属圭亚那,29,128,2,98,1,0.8%,29,44,98.0,33793.10344827586,3.518648838845883
多哥,48,123,7,66,9,7.3%,425,3,7.333333333333333,1527.7777777777776,28.409090909090907
佛得角,103,122,8,18,1,0.8%,54,23,18.0,1747.5728155339807,5.393743257820927
赞比亚,41,119,9,75,3,2.5%,1760,1,25.0,6097.560975609756,9.75609756097561
百慕大群岛,60,114,3,48,6,5.3%,6.5,174,8.0,1333.3333333333333,20.833333333333332
斯威士兰,93,106,6,12,1,0.9%,139,8,12.0,1290.3225806451612,8.960573476702509
贝宁,46,90,26,42,2,2.2%,1120,1,21.0,4565.217391304348,10.351966873706003
海地,67,85,9,10,8,9.4%,1200,1,1.25,186.56716417910445,119.40298507462687
巴哈马,46,82,1,25,11,13.4%,37.2,22,2.272727272727273,494.07114624505937,95.65217391304347
圭亚那,51,82,8,22,9,11%,73.8,11,2.4444444444444446,479.30283224400875,80.21390374331551
巴巴多斯,35,81,1,39,7,8.6%,28.1,29,5.571428571428571,1591.8367346938776,51.282051282051285
圣马丁岛,19,76,1,44,13,17.1%,3.1,245,3.3846153846153846,1781.3765182186235,155.50239234449762
开曼群岛,63,74,1,10,1,1.4%,6.4,115,10.0,1587.3015873015872,15.873015873015873
利比亚,42,63,2,18,3,4.8%,627.7,1,6.0,1428.5714285714284,39.682539682539684
安提瓜和巴布达,7,25,1,15,3,12%,10.4,24,5.0,7142.857142857143,285.7142857142857
圣多美和普林西比,11,16,2,4,1,6.3%,20.4,8,4.0,3636.3636363636365,227.27272727272728
冈比亚,2,12,1,9,1,8.3%,210,1,9.0,45000.0,555.5555555555555
