地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
美国,904589,1132038,33460,161666,65783,5.8%,32910,344,2.457565024398401,0.0271677526965108,0.004498250947175958
西班牙,74234,245567,3619,146233,25100,10.2%,4640,529,5.82601593625498,0.7848177299155347,0.023122003851546963
意大利,100943,207428,1965,78249,28236,13.6%,5920,350,2.7712494687632807,0.2745360717200084,0.035747705334303846
英国,148026,177454,4976,1918,27510,15.5%,6700,265,0.06972010178117048,0.0047099902571960655,0.9689558383953263
法国,92372,167346,168,50380,24594,14.7%,6550,255,2.0484671057981623,0.22176277506150807,0.05284825582361822
德国,25479,165106,1620,132757,6870,4.2%,8240,200,19.32416302765648,7.584349082639224,0.020310327597326976
俄罗斯,107819,124054,7933,15013,1222,1%,14390,86,12.285597381342063,1.1394649719754462,0.00754933020708362
土耳其,65326,122392,2188,53808,3258,2.7%,8300,147,16.515653775322285,2.5281899665251637,0.009268685868716408
伊朗,12942,96448,1006,77350,6156,6.4%,8280,116,12.564977257959715,9.708682783155398,0.06149458820652472
巴西,48157,92630,6209,38039,6434,6.9%,21240,44,5.912185265775567,1.227689695324785,0.03512307580768978
加拿大,28919,55061,380,22751,3391,6.2%,3730,148,6.709230315541138,2.3200077165673565,0.05153995417449075
比利时,29541,49517,513,12211,7765,15.7%,1160,427,1.5725692208628461,0.532334457487169,0.2152608427350828
秘鲁,28206,40459,3483,11129,1124,2.8%,3290,123,9.901245551601424,3.5103331034536707,0.03580706026921417
荷兰,34927,40236,475,322,4987,12.4%,1710,235,0.064567876478845,0.018486522311920578,4.434270804750351
印度,26546,37776,2295,10007,1223,3.2%,136870,3,8.182338511856091,3.082324460128114,0.046038744023612015
瑞士,4163,29817,119,23900,1754,5.9%,860,347,13.62599771949829,32.73119798101919,0.1762890255558783
厄瓜多尔,23360,26336,1402,1913,1063,4%,1710,154,1.799623706491063,0.7703868606554208,0.2378731677276601
沙特阿拉伯,21518,25459,1344,3765,176,0.7%,3410,75,21.392045454545453,9.941465496117415,0.021724299628946495
葡萄牙,22657,25351,306,1671,1023,4%,1030,246,1.6334310850439884,0.7209388202515727,0.27020711414919346
瑞典,18408,22082,428,1005,2669,12.1%,1010,219,0.3765455226676658,0.20455536868082672,1.442699583352252
爱尔兰,6182,20833,221,13386,1265,6.1%,480,434,10.581818181818182,17.117143613423135,0.15286593046434555
墨西哥,6390,20739,1425,12377,1972,9.5%,13230,16,6.2763691683569975,9.822173972389669,0.24933925729017037
巴基斯坦,12982,18114,1975,4715,417,2.3%,20460,9,11.30695443645084,8.709716866777722,0.0681259784940826
新加坡,16264,17548,932,1268,16,0.1%,590,297,79.25,48.727250368912934,0.007758421378485277
智利,7756,17008,985,9018,234,1.4%,1830,93,38.53846153846154,49.688578569445,0.033455523198059785
