地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
美国,977205,1265212,25945,213126,74881,5.9%,32910,384,2.846195964263298,0.029125884172341503,0.0035954190987716535
西班牙,66866,256855,3121,163919,26070,10.1%,4640,554,6.287648638281549,0.9403356920230833,0.02378517719752735
意大利,91528,214457,1444,93245,29684,13.8%,5920,362,3.141254547904595,0.34320148456260324,0.03478106668333808
英国,170291,202359,10517,1918,30150,14.9%,6700,302,0.06361525704809287,0.003735679339958828,0.9230963162247897
俄罗斯,151732,177160,10559,23803,1625,0.9%,14390,123,14.648,0.9653863390715208,0.004499295180010897
法国,94440,174224,3640,53972,25812,14.8%,6550,266,2.0909654424298774,0.2214067601048155,0.050640404535609834
德国,20813,168483,785,140334,7336,4.4%,8240,204,19.12949836423119,9.191129757474267,0.025116651181066596
土耳其,49958,131744,2253,78202,3584,2.7%,8300,159,21.819754464285715,4.3676196933995985,0.009173711902499776
巴西,67414,127389,16598,51370,8605,6.8%,21240,60,5.969785008715863,0.885540838507708,0.024847987060958664
伊朗,13905,103135,1680,82744,6486,6.3%,8280,125,12.75732346592661,9.174630324290982,0.05637277832064608
加拿大,32512,64694,2631,27816,4366,6.7%,3730,173,6.371049015116812,1.9595992295511848,0.048277566131994507
秘鲁,35757,54817,3628,17527,1533,2.8%,3290,167,11.43313763861709,3.1974543833702747,0.02446095978880053
印度,35927,53045,6276,15331,1787,3.4%,136870,4,8.57918298824846,2.3879486147600577,0.03244390453897977
比利时,30025,51420,272,12980,8415,16.4%,1160,443,1.542483660130719,0.5137331091193069,0.21592176011515832
荷兰,36164,41774,232,322,5288,12.7%,1710,244,0.06089258698940998,0.016837901501330046,4.541079595301185
沙特阿拉伯,25714,33731,1687,7798,219,0.6%,3410,99,35.60730593607306,13.847439502245104,0.010921725182543921
瑞士,2618,30126,51,25700,1808,6%,860,350,14.214601769911505,54.2956522914878,0.2687173206742902
墨西哥,8120,27634,1120,16810,2704,9.8%,13230,21,6.216715976331361,7.656054158043548,0.19809930167065695
葡萄牙,23352,26715,480,2258,1105,4.1%,1030,259,2.043438914027149,0.8750594869934691,0.20956283182994284
瑞典,17509,24623,702,4074,3040,12.3%,1010,244,1.3401315789473685,0.7653958415371344,0.42617818571628485
巴基斯坦,17045,24073,1049,6464,564,2.3%,20460,12,11.460992907801419,6.723961811558474,0.051189483864784245
智利,11578,23048,1032,11189,281,1.2%,1830,126,39.81850533807829,34.3915230074955,0.02169109621875407
爱尔兰,3763,22248,265,17110,1375,6.2%,480,464,12.443636363636363,33.06839320658082,0.21355929097072868
新加坡,19285,20939,788,1634,20,0.1%,590,355,81.7,42.364532019704434,0.006346850962293676
白俄罗斯,14985,20168,905,5067,116,0.6%,940,215,43.68103448275862,29.149839494667077,0.015277431236907587
卡塔尔,16592,18890,830,2286,12,0.1%,270,700,190.5,114.81436837029895,0.0031637800337638608
以色列,5370,16346,46,10737,239,1.5%,860,190,44.92468619246862,83.65863350552816,0.04145153924827721
阿联酋,12503,16240,546,3572,165,1%,970,167,21.64848484848485,17.314632367019794,0.036945220493106286
奥地利,1445,15752,34,13698,609,3.9%,880,179,22.492610837438423,155.65820648746313,0.3076750527064038
日本,9746,15574,103,5238,590,3.8%,12690,12,8.877966101694915,9.109343424681834,0.11557399097833344
波兰,9299,14898,405,4862,737,4.9%,3800,39,6.597014925373134,7.094327266773991,0.16301076503628328
罗马尼亚,7474,14499,270,6144,881,6.1%,1950,74,6.973893303064699,9.330871425026357,0.19185433112568012
乌克兰,10955,13691,487,2396,340,2.5%,4380,31,7.047058823529412,6.432732837543963,0.12953279046394836
印度尼西亚,9465,12776,367,2381,930,7.3%,26950,5,2.5602150537634407,2.7049287414299426,0.4126700350303612
孟加拉国,10316,12425,790,1910,199,1.6%,16470,8,9.597989949748744,9.3039840536533,0.1009969771959991
韩国,1135,10810,4,9419,256,2.4%,5130,21,36.79296875,324.1671255506608,0.23946348953493102
菲律宾,8040,10343,320,1618,685,6.6%,10810,10,2.362043795620438,2.9378654174383554,0.526569870056393
丹麦,2141,10136,117,7492,503,5%,580,175,14.894632206759443,69.56857639775545,0.31358374980330883
塞尔维亚,7482,9848,114,2160,206,2.1%,870,113,10.485436893203884,14.014216644217967,0.1274664132188858
哥伦比亚,6414,8959,346,2148,397,4.4%,4980,18,5.410579345088161,8.435577401135268,0.2881557393945623
多米尼加共和国,6540,8807,327,1905,362,4.1%,1083.5,81,5.262430939226519,8.046530488113943,0.29056001027394507
挪威,7748,7996,51,32,216,2.7%,540,148,0.14814814814814814,0.19120824489952007,8.711925658234383
捷克,3502,7979,58,4214,263,3.3%,1060,75,16.022813688212928,45.75332292465142,0.1782153367104349
南非,4502,7808,352,3153,153,2%,5810,13,20.607843137254903,45.774862588304984,0.10778590422440433
巴拿马,6654,7731,136,859,218,2.8%,420,184,3.9403669724770642,5.921801882291951,0.38139986346584703
埃及,5304,7588,388,1815,469,6.2%,10120,7,3.8699360341151388,7.296259491167305,0.4871836422638562
澳大利亚,759,6896,26,6040,97,1.4%,2510,27,62.2680412371134,820.395800225473,0.2115889677075971
科威特,4142,6567,485,2381,44,0.7%,420,156,54.11363636363637,130.64615249550064,0.044615235169946525
马来西亚,1584,6467,45,4776,107,1.7%,3250,20,44.63551401869159,281.78986122911357,0.14143740588464207
芬兰,1921,5673,161,3500,252,4.4%,560,101,13.88888888888889,72.30030655329979,0.3748047891723061
摩洛哥,3198,5505,229,2124,183,3.3%,3660,15,11.60655737704918,36.29317503767724,0.26941273324076137
阿根廷,3411,5208,133,1524,273,5.2%,4510,12,5.582417582417582,16.365926656164124,0.5251652250592687
阿尔及利亚,2324,4997,159,2197,476,9.5%,4270,12,4.6155462184873945,19.86035378006624,0.9322679886592341
哈萨克斯坦,3029,4509,165,1450,30,0.7%,1860,24,48.333333333333336,159.56861450423685,0.06830523331929281
摩尔多瓦,2673,4476,113,1658,145,3.2%,400,112,11.434482758620689,42.777713275797566,0.32717831940456255
巴林,2125,4131,163,1998,8,0.2%,160,258,249.75,1175.2941176470588,0.018842371783548254
卢森堡,301,3851,11,3452,98,2.5%,60,642,35.224489795918366,1170.2488304291817,0.9431674256918806
阿富汗,2989,3563,168,468,106,3%,3680,10,4.415094339622642,14.771141986024228,0.7577642238063783
匈牙利,1966,3150,46,801,383,12.2%,970,32,2.0913838120104438,10.63776099700124,2.432107373412939
尼日利亚,2508,3145,148,534,103,3.3%,20100,2,5.184466019417476,20.671714590978773,0.7690745419899767
加纳,2779,3091,372,294,18,0.6%,2950,10,16.333333333333332,58.77413937867338,0.22031122632572278
泰国,165,2992,1,2772,55,1.8%,6930,4,50.4,3054.545454545454,1.2025012025012025
阿曼,1965,2958,168,980,13,0.4%,500,59,75.38461538461539,383.6367195145821,0.06750791919821364
亚美尼亚,1657,2884,163,1185,42,1.5%,290,99,28.214285714285715,170.273299422364,0.21389884112663576
希腊,1142,2663,21,1374,147,5.5%,1110,24,9.346938775510203,81.84709961042209,0.9368379996787984
伊拉克,776,2480,49,1602,102,4.1%,4040,6,15.705882352941176,202.39539114614917,0.8204949998069424
喀麦隆,1157,2267,161,1002,108,4.8%,2405,9,9.277777777777779,80.188226255642,0.9315854030918285
乌兹别克斯坦,664,2266,27,1592,10,0.4%,3280,7,159.2,2397.590361445783,0.09459950354180541
阿塞拜疆,563,2127,67,1536,28,1.3%,1000,21,54.857142857142854,974.3719868053794,0.3237862640615749
克罗地亚,398,2125,7,1641,86,4%,410,52,19.08139534883721,479.43204394063343,1.3167605241319333
波斯尼亚和黑塞哥维那,983,2027,41,954,90,4.4%,350,58,10.6,107.83316378433368,0.9597113188352944
玻利维亚,1597,1886,121,198,91,4.8%,1121,17,2.1758241758241756,13.6244469369078,2.877870755140636
几内亚,1248,1856,45,597,11,0.6%,1270,15,54.27272727272727,434.8776223776224,0.1476399089464416
保加利亚,1343,1811,69,384,84,4.6%,700,26,4.571428571428571,34.0389320285076,1.6288160833953835
爱沙尼亚,1391,1720,2,273,56,3.3%,130,132,4.875,35.046728971962615,1.4746815609504322
古巴,633,1703,17,1001,69,4.1%,1122,15,14.507246376811594,229.18240721661286,1.0889584349299988
北马其顿,394,1539,13,1057,88,5.7%,210,73,12.011363636363637,304.8569450853715,2.113058219556354
科特迪瓦,777,1516,32,721,18,1.2%,2490,6,40.05555555555556,515.5155155155155,0.32130406610295653
塞内加尔,917,1492,104,562,13,0.9%,1670,9,43.23076923076923,471.43695998657836,0.25225379059830716
新西兰,136,1489,2,1332,21,1.4%,480,31,63.42857142857143,4663.865546218488,1.1592474827768944
洪都拉斯,1230,1461,92,132,99,6.8%,911,16,1.3333333333333333,10.840108401084011,6.097560975609756
斯洛文尼亚,1103,1449,3,247,99,6.8%,210,69,2.494949494949495,22.619669038526702,3.6338142937369926
斯洛伐克,613,1445,8,806,26,1.8%,550,26,31.0,505.7096247960848,0.5262327000999841
立陶宛,645,1433,5,739,49,3.4%,290,49,15.081632653061224,233.8237620629647,1.027997188742382
突尼斯,391,1025,4,591,43,4.2%,1180,9,13.744186046511627,351.51370962945333,1.8608193663693684
拉脱维亚,427,909,4,464,18,2%,190,48,25.77777777777778,603.6950299245382,0.9085035936364372
吉尔吉斯斯坦,246,895,28,637,12,1.3%,640,14,53.083333333333336,2157.8590785907863,0.7657847379101733
塞浦路斯,572,883,4,296,15,1.7%,120,74,19.733333333333334,344.988344988345,0.885938385938386
索马里,747,873,79,87,39,4.5%,1518,6,2.230769230769231,29.86304191123468,6.001015556478788
刚果,724,863,92,103,36,4.2%,8130,1,2.861111111111111,39.51810926949049,4.827549214182267
阿尔巴尼亚,206,842,12,605,31,3.7%,290,29,19.516129032258064,947.3849044785468,2.487362593276097
危地马拉,691,798,33,86,21,2.6%,1658.2,5,4.095238095238095,59.265384880435526,3.5338067512536595
斯里兰卡,573,797,14,215,9,1.1%,2100,4,23.88888888888889,416.90905565251114,0.730549129428954
黎巴嫩,539,784,9,220,25,3.2%,610,13,8.8,163.265306122449,2.1082813290605498
尼日尔,171,770,8,561,38,4.9%,2150,4,14.763157894736842,863.342566943675,3.9611804317686667
哥斯达黎加,327,761,13,428,6,0.8%,500,15,71.33333333333333,2181.44750254842,0.42870616479464974
安道尔,191,751,1,514,46,6.1%,7.3,1035,11.173913043478262,585.021625312998,4.685558294456781
马约特岛,378,739,53,352,9,1.2%,21.6,342,39.111111111111114,1034.6854791299238,0.6764069264069265
布基纳法索,126,729,16,555,48,6.6%,1919,4,11.5625,917.6587301587301,6.864006864006864
萨尔瓦多,435,695,46,245,15,2.2%,642,11,16.333333333333332,375.4789272030651,1.4074595355383532
乌拉圭,170,673,13,486,17,2.5%,350,19,28.58823529411765,1681.6608996539792,2.05761316872428
马尔代夫,595,617,17,20,2,0.3%,44,140,10.0,168.0672268907563,1.680672268907563
格鲁吉亚,331,615,6,275,9,1.5%,390,16,30.555555555555557,923.1285666330983,0.9887393573194179
肯尼亚,381,607,47,197,29,4.8%,5140,1,6.793103448275862,178.29667843243732,3.8637302316905817
