地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
美国,920647,1162049,31209,173910,67492,5.8%,32910,353,2.5767498370177204,0.027988467208579625,0.004215359323403555
西班牙,75625,247122,2579,146233,25264,10.2%,4640,533,5.788196643445218,0.7653813743398635,0.022845009094226564
意大利,100704,209328,1900,79914,28710,13.7%,5920,354,2.7834900731452454,0.2764031292843626,0.035674968799276195
英国,153377,183500,4806,1918,28205,15.4%,6700,274,0.06800212728239674,0.004433658715609037,0.9587762386088766
法国,93074,168396,1050,50562,24760,14.7%,6550,257,2.0420840064620354,0.21940434562413083,0.05261359982320538
德国,24453,165861,698,134468,6940,4.2%,8240,201,19.37579250720461,7.923687280580956,0.02110611874155695
俄罗斯,116767,134686,9623,16639,1280,1%,14390,94,12.99921875,1.113261345243091,0.0065881370577277895
土耳其,62780,124375,1983,58259,3336,2.7%,8300,150,17.46372901678657,2.7817344722501707,0.009120984229003504
伊朗,12799,97424,802,78422,6203,6.4%,8280,118,12.642592294051266,9.877796932612911,0.06179990794234702
巴西,49402,97100,4970,40937,6761,7%,21240,46,6.054873539417246,1.2256332819353966,0.033431078832524073
加拿大,30447,57926,3116,23795,3684,6.4%,3730,155,6.459011943539631,2.121395192807052,0.050849818270907
比利时,29753,49906,485,12309,7844,15.7%,1160,430,1.5692248852626212,0.5274173647237661,0.21418253332866852
秘鲁,28900,42534,2075,12434,1200,2.8%,3290,129,10.361666666666666,3.585351787773933,0.03339431506311804
荷兰,35193,40571,445,322,5056,12.5%,1710,237,0.0636867088607595,0.018096413735901883,4.461643893398479
印度,28054,40263,2442,10886,1323,3.3%,136870,3,8.228269085411943,2.933011009272098,0.04332082528274353
瑞士,3943,29905,112,24200,1762,5.9%,860,348,13.734392735527809,34.83234272261681,0.1846561434323406
厄瓜多尔,23961,27464,1128,2132,1371,5%,1710,161,1.5550692924872356,0.6490001638025272,0.2683770132093169
沙特阿拉伯,22693,27011,1362,4134,184,0.7%,3410,79,22.467391304347824,9.90058225194898,0.01961351525550942
葡萄牙,22496,25190,203,1671,1023,4.1%,1030,245,1.6334310850439884,0.7260984553004927,0.27214093995724914
瑞典,18633,22317,562,1005,2679,12%,1010,221,0.3751399776035834,0.20133095991176056,1.4306186023673293
墨西哥,7650,22088,1515,12377,2061,9.3%,13230,17,6.005337214944202,7.850114006463009,0.21767129733043739
爱尔兰,6504,21176,343,13386,1286,6.1%,480,441,10.409020217729394,16.004028625045194,0.14770990381351595
巴基斯坦,13846,19103,22,4817,440,2.3%,20460,9,10.947727272727272,7.906779772300499,0.06597079275092539
智利,8616,18435,1427,9572,247,1.3%,1830,101,38.75303643724696,44.97799029392637,0.029949430810461183
新加坡,16841,18205,447,1347,17,0.1%,590,309,79.23529411764706,47.04904347583104,0.00749399587662714
白俄罗斯,13410,16705,911,3196,99,0.6%,940,178,32.282828282828284,24.073697451773516,0.023099343978631007
以色列,6329,16193,51,9634,230,1.4%,860,188,41.88695652173913,66.18258259083446,0.037721251953263826
奥地利,1771,15597,27,13228,598,3.8%,880,177,22.120401337792643,124.90345193558804,0.2552633335820515
卡塔尔,13875,15551,776,1664,12,0.1%,270,576,138.66666666666666,99.93993993993993,0.005197505197505198
日本,10560,15077,311,3981,536,3.6%,12690,12,7.427238805970149,7.033370081411126,0.12749956231493534
阿联酋,11274,14163,561,2763,126,0.9%,970,146,21.928571428571427,19.450568944980866,0.040449357693092235
波兰,9070,13693,270,3945,678,5%,3800,36,5.81858407079646,6.415197431969636,0.18948524572295747
罗马尼亚,7504,13163,165,4869,790,6%,1950,68,6.163291139240506,8.213341070416453,0.21621931711042536
乌克兰,10077,11913,550,1548,288,2.4%,4380,27,5.375,5.333928748635507,0.18462489989868708
印度尼西亚,8471,11192,292,1876,845,7.6%,26950,4,2.2201183431952662,2.620845641831267,0.5317275873360989
韩国,1360,10793,13,9183,250,2.3%,5130,21,36.732,270.0882352941177,0.20017807841856114
丹麦,2046,9605,96,7084,475,4.9%,580,166,14.913684210526316,72.89190718732316,0.3277248910297489
塞尔维亚,7720,9464,157,1551,193,2%,870,109,8.036269430051814,10.409675427528256,0.16118633139909735
孟加拉国,9101,9455,552,177,177,1.9%,16470,6,1.0,1.098780353807274,1.098780353807274
菲律宾,7402,9223,156,1214,607,6.6%,10810,9,2.0,2.701972439881113,0.6754931099702782
挪威,7566,7809,24,32,211,2.7%,540,145,0.15165876777251186,0.2004477501619242,8.7149748876553
捷克,4049,7755,51,3461,245,3.2%,1060,73,14.126530612244897,34.88893705172857,0.17483030221594198
多米尼加共和国,5771,7578,290,1481,326,4.3%,1083.5,70,4.542944785276074,7.872023540592746,0.38142703084445956
哥伦比亚,5295,7285,778,1666,324,4.4%,4980,15,5.1419753086419755,9.711001527180313,0.3672857244880955
巴拿马,6252,7090,188,641,197,2.8%,420,169,3.253807106598985,5.204425954253015,0.4915743654698203
澳大利亚,889,6801,16,5817,95,1.4%,2510,27,61.23157894736842,688.7691670120181,0.18370576292713284
南非,3664,6336,304,2549,123,1.9%,5810,11,20.723577235772357,56.55998153868001,0.13169819143049505
马来西亚,1780,6298,105,4413,105,1.7%,3250,19,42.02857142857143,236.115569823435,0.13367043744605442
埃及,4256,6193,358,1522,415,6.7%,10120,6,3.6674698795180722,8.617175468792464,0.640666218766364
芬兰,2024,5254,125,3000,230,4.4%,560,94,13.043478260869565,64.44406255370339,0.3787878787878788
科威特,3169,4983,242,1776,38,0.8%,420,119,46.73684210526316,147.48135722708474,0.06751781759670684
摩洛哥,3282,4880,158,1424,174,3.6%,3660,13,8.183908045977011,24.935734448436964,0.3723065546494669
阿根廷,3124,4681,104,1320,237,5.1%,4510,10,5.569620253164557,17.828489926903192,0.5747293679431964
阿尔及利亚,1964,4295,141,1872,459,10.7%,4270,10,4.078431372549019,20.765943852082582,1.2484333385555382
摩尔多瓦,2594,4052,72,1334,124,3.1%,400,101,10.758064516129032,41.47287785708956,0.3583404905103347
哈萨克斯坦,2857,3877,249,995,25,0.6%,1860,21,39.8,139.3069653482674,0.08794409569724718
卢森堡,402,3812,10,3318,92,2.4%,60,635,36.06521739130435,897.1447112264765,0.689739968032052
巴林,1631,3356,104,1717,8,0.2%,160,210,214.625,1315.91048436542,0.028567072092934402
匈牙利,2029,2998,79,629,340,11.3%,970,31,1.85,9.117792015771316,2.6640736349952716
泰国,176,2969,6,2739,54,1.8%,6930,4,50.72222222222222,2881.9444444444443,1.1201832121875934
阿富汗,2274,2704,134,345,85,3.1%,3680,7,4.0588235294117645,17.848828185627813,1.083451238321033
希腊,1103,2620,8,1374,143,5.5%,1110,24,9.608391608391608,87.11143797272537,0.9435692784400359
阿曼,1806,2568,36,750,12,0.5%,500,51,62.5,346.0686600221484,0.08859357696567
