地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
尼日利亚,1952,2388,238,351,85,3.6%,20100,1,4.129411764705883,21.154773384763743,1.2406006258465274
亚美尼亚,1316,2386,125,1035,35,1.5%,290,82,29.571428571428573,224.70690403821104,0.2569637167231987
伊拉克,651,2219,66,1473,95,4.3%,4040,5,15.505263157894737,238.17608537472714,0.990694769027336
加纳,1922,2169,95,229,18,0.8%,2950,7,12.722222222222221,66.19262342467337,0.40896264353452777
乌兹别克斯坦,818,2136,19,1308,10,0.5%,3280,7,130.8,1599.0220048899755,0.09346283543811638
克罗地亚,528,2096,3,1489,79,3.8%,410,51,18.848101265822784,356.97161488300725,1.0048436005454138
喀麦隆,1060,2077,245,953,64,3.1%,2405,9,14.890625,140.47759433962264,0.6335504563543132
阿塞拜疆,466,1932,40,1441,25,1.3%,1000,19,57.64,1236.9098712446353,0.3722974925019285
波斯尼亚和黑塞哥维那,955,1857,58,825,77,4.1%,350,53,10.714285714285714,112.19147344801793,0.9773123909249565
爱沙尼亚,1386,1700,5,259,55,3.2%,130,131,4.709090909090909,33.976124885215796,1.5321443892872462
保加利亚,1231,1611,47,308,72,4.5%,700,23,4.277777777777778,34.75042873905587,1.8989945878654246
古巴,780,1611,36,765,66,4.1%,1122,14,11.590909090909092,148.6013986013986,1.1060834590246353
几内亚,1174,1586,42,405,7,0.4%,1270,12,57.857142857142854,492.8206376247262,0.14722274801775084
北马其顿,482,1511,12,945,84,5.6%,210,72,11.25,233.40248962655602,1.8441678192715536
新西兰,201,1487,6,1266,20,1.3%,480,31,63.3,3149.2537313432836,0.7859596173948582
玻利维亚,1240,1470,62,159,71,4.8%,1121,13,2.23943661971831,18.05997273966379,3.6011361330898763
斯洛文尼亚,1102,1439,5,241,96,6.7%,210,69,2.5104166666666665,22.780550514216575,3.614702803653862
立陶宛,729,1410,7,635,46,3.3%,290,49,13.804347826086957,189.36005248404604,0.9937029476253739
斯洛伐克,765,1408,4,619,24,1.7%,550,26,25.791666666666668,337.1459694989107,0.506826316956508
塞内加尔,738,1115,91,368,9,0.8%,1670,7,40.888888888888886,554.0499849442938,0.331389183457052
吉布提,424,1112,15,686,2,0.2%,94,118,343.0,8089.622641509434,0.0687606579019748
洪都拉斯,818,1010,95,116,76,7.5%,911,11,1.5263157894736843,18.65911723072964,8.009442711407132
突尼斯,644,1009,4,323,42,4.2%,1180,9,7.690476190476191,119.41733215025141,2.0191142818683536
拉脱维亚,515,879,1,348,16,1.8%,190,46,21.75,422.33009708737865,0.8927575047427743
塞浦路斯,553,864,7,296,15,1.7%,120,72,19.733333333333334,356.84147076552136,0.9163774986559797
阿尔巴尼亚,233,795,7,531,31,3.9%,290,27,17.129032258064516,735.1515990585629,2.505597180799043
吉尔吉斯斯坦,221,795,13,564,10,1.3%,640,12,56.4,2552.0361990950223,0.8022849074163217
黎巴嫩,512,737,4,200,25,3.4%,610,12,8.0,156.25,2.44140625
尼日尔,194,736,9,507,35,4.8%,2150,3,14.485714285714286,746.6863033873343,3.558429410927429
哥斯达黎加,355,733,6,372,6,0.8%,500,15,62.0,1746.4788732394366,0.45433893684688775
斯里兰卡,526,705,16,172,7,1%,2100,3,24.571428571428573,467.13742531233027,0.773720045981077
危地马拉,599,688,45,72,17,2.5%,1658.2,4,4.235294117647059,70.7060787587155,3.941754776479317
刚果,566,674,32,75,33,4.9%,8130,1,2.272727272727273,40.154192097655,7.773851590106007
乌拉圭,195,652,5,440,17,2.6%,350,19,25.88235294117647,1327.3001508295627,1.9813519813519813
布基纳法索,73,652,4,535,44,6.7%,1919,3,12.159090909090908,1665.628891656289,11.266163103315838
苏丹,499,592,91,52,41,6.9%,4312,1,1.2682926829268293,25.41668703260179,15.800832434098968
格鲁吉亚,359,589,16,221,9,1.5%,390,15,24.555555555555557,683.998761993191,1.134372754887256
马里,312,544,18,206,26,4.8%,1951.7,3,7.923076923076923,253.94477317554242,4.045307443365696
马尔代夫,500,519,39,18,1,0.2%,44,118,18.0,360.0,1.111111111111111
萨尔瓦多,325,490,22,154,11,2.2%,642,8,14.0,430.7692307692308,2.197802197802198
马耳他,81,477,1,392,4,0.8%,40,119,98.0,12098.765432098766,1.259763164525069
牙买加,422,463,10,33,8,1.7%,284,16,4.125,97.74881516587678,5.7446502944133275
约旦,84,460,6,367,9,2%,1010,5,40.77777777777778,4854.4973544973545,2.919423900350331
肯尼亚,261,435,24,152,22,5.1%,5140,1,6.909090909090909,264.7161267850923,5.54547287759629
巴拉圭,241,370,67,119,10,2.7%,705.3,5,11.9,493.7759336099585,3.486871927194114
委内瑞拉,187,345,2,148,10,2.9%,3280,1,14.8,791.4438502673797,3.6132389073565547
马恩岛,27,320,5,271,22,6.9%,8.5,378,12.318181818181818,4562.289562289563,30.06696733634003
塞拉利昂,126,155,19,21,8,5.2%,760,2,2.625,208.33333333333331,30.234315948601658
赞比亚,43,124,13,78,3,2.4%,1760,1,26.0,6046.511627906976,8.94454382826476
斯威士兰,95,108,2,12,1,0.9%,139,8,12.0,1263.157894736842,8.771929824561402
巴哈马,47,83,1,25,11,13.3%,37.2,22,2.272727272727273,483.5589941972921,93.61702127659575
