地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
美国,1029194,1347309,26295,238078,80037,5.9%,32910,409,2.97459924784787,0.028902221037509647,0.0032664370314356038
西班牙,63148,262783,2666,173157,26478,10.1%,4640,566,6.5396555631089965,1.0356077093667253,0.024215058613945867
意大利,84842,218268,1083,103031,30395,13.9%,5920,369,3.3897351538081923,0.3995350361623008,0.03477149271272189
英国,181755,215260,7283,1918,31587,14.7%,6700,321,0.060721182765061575,0.003340825989109602,0.9060943255466364
俄罗斯,164933,198676,10817,31916,1827,0.9%,14390,138,17.469074986316365,1.0591619012760554,0.003470743607452395
法国,94310,176658,579,56038,26310,14.9%,6550,270,2.129912580767769,0.2258416478388049,0.04978293260103517
德国,17233,172119,954,147240,7646,4.4%,8240,209,19.257127910018312,11.174565026413458,0.03013336255394585
巴西,86108,156061,10047,59297,10656,6.8%,21240,73,5.564658408408408,0.6462417439039819,0.020869785621292568
土耳其,43896,137115,1546,89480,3739,2.7%,8300,165,23.931532495319605,5.4518708983323325,0.009519289670655694
伊朗,14567,106220,1529,85064,6589,6.2%,8280,128,12.910001517680984,8.862498467550617,0.05317452100207481
加拿大,31760,67702,233,31249,4693,6.9%,3730,182,6.658640528446623,2.096549284775385,0.04728614791743864
秘鲁,42955,65015,3168,20246,1814,2.8%,3290,198,11.160970231532525,2.5982936169322604,0.020858560184644482
印度,41472,62939,2575,19358,2109,3.4%,136870,5,9.178757705073494,2.2132421163853913,0.026270063003906892
比利时,30604,52596,585,13411,8581,16.3%,1160,453,1.5628714602027736,0.5106755522816538,0.20907328651930437
荷兰,36638,42382,90,322,5422,12.8%,1710,248,0.059387679822943566,0.01620931268708542,4.595913891798184
沙特阿拉伯,27777,37136,1704,9120,239,0.6%,3410,109,38.15899581589958,13.73762314717197,0.009434474691607155
墨西哥,8283,33460,1906,21824,3353,10%,13230,25,6.508798091261557,7.858020151227281,0.18548617225756175
瑞士,2321,30251,44,26100,1830,6%,860,352,14.262295081967213,61.44892323122453,0.30208936893035604
巴基斯坦,20803,29465,1039,8023,639,2.2%,20460,14,12.555555555555555,6.035454288110155,0.038285832667939744
厄瓜多尔,23921,29071,253,3433,1717,5.9%,1710,170,1.9994175888177053,0.8358419751756638,0.20908224790279364
葡萄牙,23781,27406,138,2499,1126,4.1%,1030,266,2.219360568383659,0.9332494715880992,0.18947068335765407
智利,14248,27219,1247,12667,304,1.1%,1830,149,41.66776315789474,29.244640060285473,0.016844026135368256
瑞典,17730,25921,656,4971,3220,12.4%,1010,257,1.5437888198757763,0.8707212746056268,0.36534517233229663
爱尔兰,4204,22760,219,17110,1446,6.4%,480,474,11.832641770401107,28.146150738347067,0.2010275482813674
新加坡,20144,22460,753,2296,20,0.1%,590,381,114.8,56.98967434471803,0.004324265981795186
白俄罗斯,15876,22052,951,6050,126,0.6%,940,235,48.01587301587302,30.24431406895504,0.013118194936376754
卡塔尔,18819,21331,1130,2499,13,0.1%,270,790,192.23076923076923,102.14717531790701,0.002764270594788742
阿联酋,12937,17417,624,4295,185,1.1%,970,180,23.216216216216218,17.945594972726457,0.033294690495706644
以色列,4831,16454,35,11376,247,1.5%,860,191,46.05668016194332,95.3357072281998,0.04494385620760903
奥地利,1290,15833,59,13928,615,3.9%,880,180,22.647154471544717,175.55933698871874,0.3422919199070302
日本,9247,15777,115,5906,624,4%,12690,12,9.46474358974359,10.235474845618675,0.11425896596880927
波兰,9429,15651,310,5437,785,5%,3800,41,6.926114649681528,7.345545285482583,0.15312450155292628
罗马尼亚,7290,15131,320,6912,929,6.1%,1950,78,7.440258342303552,10.206115695889645,0.1843675379769344
乌克兰,11425,14710,515,2909,376,2.6%,4380,34,7.736702127659575,6.771730527491969,0.11313263823958392
孟加拉国,11142,13770,636,2414,214,1.6%,16470,8,11.280373831775702,10.124191197070276,0.07956340363020298
印度尼西亚,10079,13645,533,2607,959,7%,26950,5,2.718456725755996,2.697149246707011,0.3649724902461197
韩国,1008,10874,34,9610,256,2.4%,5130,21,37.5390625,372.4113343253968,0.2642749781147284
菲律宾,8064,10610,147,1842,704,6.6%,10810,10,2.616477272727273,3.2446394751082255,0.4739499853506368
丹麦,1700,10517,101,8291,526,5%,580,181,15.762357414448669,92.71974949675688,0.3731899224531207
哥伦比亚,7481,10495,444,2569,445,4.2%,4980,21,5.773033707865168,7.716927827650272,0.231545450368649
塞尔维亚,7087,10032,89,2732,213,2.1%,870,115,12.826291079812206,18.09833650319205,0.11001109201038504
多米尼加共和国,6913,9882,506,2584,385,3.9%,1083.5,91,6.711688311688311,9.708792581640838,0.21552698980115087
南非,5251,9420,663,3983,186,2%,5810,16,21.413978494623656,40.780762701625704,0.08893252426411563
埃及,6448,8964,495,2002,514,5.7%,10120,9,3.894941634241245,6.0405422367264965,0.39817502596658927
巴拿马,3544,8282,202,4501,237,2.9%,420,197,18.991561181434598,53.5879265841834,0.14857495926413142
挪威,7848,8099,36,32,219,2.7%,540,150,0.1461187214611872,0.18618593458357188,8.720374617737003
捷克,3372,8095,44,4447,276,3.4%,1060,76,16.11231884057971,47.78267746316641,0.1840578677936343
科威特,4952,7623,415,2622,49,0.6%,420,182,53.51020408163265,108.0577626850417,0.03773833685147053
澳大利亚,701,6939,15,6141,97,1.4%,2510,28,63.30927835051546,903.1280791799638,0.22532771825951295
马来西亚,1552,6589,54,4929,108,1.6%,3250,20,45.638888888888886,294.06500572737684,0.1411800139297614
摩洛哥,3263,5910,212,2461,186,3.1%,3660,16,13.231182795698924,40.54913513851953,0.23162437301087901
芬兰,1615,5880,142,4000,265,4.5%,560,105,15.09433962264151,93.46340323617034,0.4102167182662539
阿根廷,3807,5766,240,1659,300,5.2%,4510,13,5.53,14.52587339112162,0.4749982306315909
阿尔及利亚,2518,5558,189,2546,494,8.9%,4270,13,5.153846153846154,20.468014908046683,0.77057128969924
哈萨克斯坦,3168,4975,152,1776,31,0.6%,1860,27,57.29032258064516,180.84066471163246,0.055097711347711346
摩尔多瓦,2781,4867,139,1925,161,3.3%,400,122,11.956521739130435,42.99360567828276,0.30074204831486384
巴林,2711,4774,191,2055,8,0.2%,160,298,256.875,947.5285872371819,0.014359808332458283
加纳,3863,4263,251,378,22,0.5%,2950,14,17.181818181818183,44.47791400936625,0.15066284804829977
阿富汗,3416,4033,255,502,115,2.9%,3680,11,4.3652173913043475,12.778739435902658,0.6706196292114912
尼日利亚,3116,3912,386,679,117,3%,20100,2,5.803418803418803,18.62457895834019,0.5529917325372773
卢森堡,226,3877,6,3550,101,2.6%,60,646,35.148514851485146,1555.2440199772188,1.2588807179359343
阿曼,2139,3224,112,1068,17,0.5%,500,64,62.8235294117647,293.7051398399472,0.0744160962891757
匈牙利,1904,3213,35,904,405,12.6%,970,33,2.2320987654320987,11.723207801639173,2.3529876552390867
亚美尼亚,1864,3175,146,1267,44,1.4%,290,109,28.795454545454547,154.48205228248148,0.1863074207939406
泰国,161,3004,4,2787,56,1.9%,6930,4,49.767857142857146,3091.1712511091396,1.2480304519430274
希腊,1185,2710,19,1374,151,5.6%,1110,24,9.099337748344372,76.78766032358119,0.9274101916852455
伊拉克,870,2679,76,1702,107,4%,4040,7,15.906542056074766,182.83381673649154,0.7226116671394033
玻利维亚,2065,2437,185,258,114,4.7%,1121,22,2.263157894736842,10.95960239582006,2.1397601216284703
阿塞拜疆,771,2422,143,1620,31,1.3%,1000,24,52.25806451612903,677.7959081209991,0.24819458455429058
乌兹别克斯坦,536,2349,25,1803,10,0.4%,3280,7,180.3,3363.805970149254,0.10347596460294203
喀麦隆,934,2274,7,1232,108,4.7%,2405,9,11.407407407407407,122.13498294868744,0.9385689257209601
克罗地亚,363,2176,15,1726,87,4%,410,53,19.839080459770116,546.5311421424275,1.3885829750150829
波斯尼亚和黑塞哥维那,929,2090,20,1059,102,4.9%,350,60,10.382352941176471,111.75837396314824,1.0367845043407726
几内亚,1333,2042,33,698,11,0.5%,1270,16,63.45454545454545,476.0280979335743,0.1182243985065034
保加利亚,1409,1921,46,422,90,4.7%,700,27,4.688888888888889,33.27813263938175,1.5136276946777487
洪都拉斯,1527,1830,86,195,108,5.9%,911,20,1.8055555555555556,11.824201411627737,3.627021308750189
古巴,540,1754,12,1140,74,4.2%,1122,16,15.405405405405405,285.2852852852853,1.2020792722547107
爱沙尼亚,926,1733,8,747,60,3.5%,130,133,12.45,134.44924406047517,0.867400487479074
科特迪瓦,877,1667,31,769,21,1.3%,2490,7,36.61904761904762,417.5490036379432,0.3113818980357733
塞内加尔,976,1634,83,643,15,0.9%,1670,10,42.86666666666667,439.20765027322403,0.23901792315733117
北马其顿,419,1622,36,1112,91,5.6%,210,77,12.219780219780219,291.641532691652,1.9530914647756736
新西兰,102,1494,2,1371,21,1.4%,480,31,65.28571428571429,6400.560224089636,1.5016947698116447
斯洛文尼亚,1098,1454,4,255,101,6.9%,210,69,2.5247524752475248,22.99410268895742,3.6072716882745812
立陶宛,567,1444,8,828,49,3.4%,290,50,16.897959183673468,298.0239714933592,1.0437168247152144
吉布提,352,1189,56,834,3,0.3%,94,126,278.0,7897.727272727273,0.10219097449313277
苏丹,981,1164,53,119,64,5.5%,4312,3,1.859375,18.95387359836901,5.482315250259124
突尼斯,327,1032,4,660,45,4.4%,1180,9,14.666666666666666,448.5219164118247,2.085070892410342
索马里,839,997,69,110,48,4.8%,1518,7,2.2916666666666665,27.314263011521653,5.200996857731065
马约特岛,485,988,134,492,11,1.1%,21.6,457,44.72727272727273,922.2118088097469,0.46098399128321177
危地马拉,839,967,68,104,24,2.5%,1658.2,6,4.333333333333333,51.64878823996822,2.7505271843770056
刚果,768,937,40,130,39,4.2%,8130,1,3.3333333333333335,43.40277777777778,3.9062499999999996
吉尔吉斯斯坦,261,931,25,658,12,1.3%,640,15,54.833333333333336,2100.8939974457217,0.6987387765084023
拉脱维亚,448,930,2,464,18,1.9%,190,49,25.77777777777778,575.3968253968254,0.8659174876847291
塞浦路斯,476,892,2,401,15,1.7%,120,74,26.733333333333334,561.624649859944,0.7858504998009179
萨尔瓦多,579,889,42,293,17,1.9%,642,14,17.235294117647058,297.6734735344915,1.0020807912901495
阿尔巴尼亚,198,856,6,627,31,3.6%,290,30,20.225806451612904,1021.5053763440861,2.4970599133278557
斯里兰卡,578,847,20,260,9,1.1%,2100,4,28.88888888888889,499.80776624375244,0.5988820867713601
尼日尔,153,815,14,617,45,5.5%,2150,4,13.71111111111111,896.1510530137981,4.766898655734579
黎巴嫩,549,809,13,234,26,3.2%,610,13,9.0,163.9344262295082,2.0238818053025702
马尔代夫,758,790,32,29,3,0.4%,44,180,9.666666666666666,127.52858399296393,1.3647529797106723
哥斯达黎加,294,780,8,480,6,0.8%,500,16,80.0,2721.08843537415,0.4251700680272109
安道尔,161,754,2,545,48,6.4%,7.3,1039,11.354166666666666,705.2277432712215,5.470397173628127
布基纳法索,131,748,12,569,48,6.4%,1919,4,11.854166666666666,904.8982188295165,6.439581963804184
乌拉圭,171,702,10,513,18,2.6%,350,20,28.5,1666.6666666666665,2.0519134092541296
马里,357,692,18,298,37,5.3%,1951.7,4,8.054054054054054,225.60375501551974,3.477901227605136
巴拉圭,524,689,101,155,10,1.5%,705.3,10,15.5,295.80152671755724,1.2312238364934747
加蓬,543,661,116,110,8,1.2%,203,33,13.75,253.22283609576428,1.3393604553825549
肯尼亚,412,649,28,207,30,4.6%,5140,1,6.9,167.47572815533982,3.517658646404953
几内亚比绍,613,641,30,25,3,0.5%,160,40,8.333333333333334,135.94344752582927,1.9575856443719413
圣马力诺,470,637,15,126,41,6.4%,3.2,1991,3.073170731707317,65.38661131292164,6.923336710570753
格鲁吉亚,319,626,3,297,10,1.6%,390,16,29.7,931.0344827586206,1.0554869489038767
约旦,126,522,14,387,9,1.7%,1010,5,43.0,3412.698412698413,1.8456995201181248
牙买加,411,498,2,78,9,1.8%,284,18,8.666666666666666,210.867802108678,2.8074115665356545
马耳他,58,490,1,427,5,1%,40,123,85.4,14724.137931034484,2.018896874747638
委内瑞拉,202,402,7,190,10,2.5%,3280,1,19.0,940.5940594059406,2.6055237102657633
乍得,238,322,69,53,31,9.6%,1490,2,1.7096774193548387,71.8351856871781,24.575868083082288
塞拉利昂,215,291,34,58,18,6.2%,760,4,3.2222222222222223,149.87080103359173,14.434643143544507
贝宁,220,284,42,62,2,0.7%,1120,3,31.0,1409.090909090909,1.466275659824047
赞比亚,133,252,99,112,7,2.8%,1760,1,16.0,1203.0075187969924,4.6992481203007515
利比里亚,100,199,10,79,20,10.1%,470,4,3.95,395.0,25.31645569620253
马提尼克,89,186,3,83,14,7.5%,38,49,5.928571428571429,666.131621187801,18.952213347773114
斯威士兰,147,163,6,14,2,1.2%,139,12,7.0,476.19047619047615,9.718172983479105
瓜德罗普岛,37,154,1,104,13,8.4%,40,39,8.0,2162.162162162162,33.78378378378378
海地,122,151,17,17,12,7.9%,1200,1,1.4166666666666667,116.12021857923499,57.85920925747349
法属圭亚那,21,144,3,122,1,0.7%,29,50,122.0,58095.23809523809,3.9032006245121
圭亚那,49,94,1,35,10,10.6%,73.8,13,3.5,714.2857142857142,58.309037900874635
