地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
美国,1030336,1348485,26295,238081,80068,5.9%,32910,410,2.9734850377179396,0.028859372454402638,0.003264039217124537
西班牙,61603,264663,2666,176439,26621,10.1%,4640,570,6.627812629127381,1.075891211325322,0.024492206667747506
意大利,84842,218268,1083,103031,30395,13.9%,5920,369,3.3897351538081923,0.3995350361623008,0.03477149271272189
英国,181755,215260,7283,1918,31587,14.7%,6700,321,0.060721182765061575,0.003340825989109602,0.9060943255466364
俄罗斯,173467,209688,10817,34306,1915,0.9%,14390,146,17.914360313315928,1.032724397915219,0.0032179687871082526
法国,94310,176658,579,56038,26310,14.9%,6550,270,2.129912580767769,0.2258416478388049,0.04978293260103517
德国,17233,172119,954,147240,7646,4.4%,8240,209,19.257127910018312,11.174565026413458,0.03013336255394585
巴西,86108,156061,10047,59297,10656,6.8%,21240,73,5.564658408408408,0.6462417439039819,0.020869785621292568
土耳其,43896,137115,1546,89480,3739,2.7%,8300,165,23.931532495319605,5.4518708983323325,0.009519289670655694
伊朗,14820,107603,1529,86143,6640,6.2%,8280,130,12.973343373493975,8.75394289709445,0.05201156041527345
加拿大,31760,67702,233,31249,4693,6.9%,3730,182,6.658640528446623,2.096549284775385,0.04728614791743864
秘鲁,42955,65015,3168,20246,1814,2.8%,3290,198,11.160970231532525,2.5982936169322604,0.020858560184644482
印度,42667,64139,2575,19358,2114,3.3%,136870,5,9.157048249763482,2.146166416613186,0.025594838267415616
比利时,30783,53081,585,13642,8656,16.3%,1160,458,1.5760166358595193,0.5119762972613193,0.20612385692045826
荷兰,36865,42627,90,322,5440,12.8%,1710,249,0.05919117647058823,0.016056198689973752,4.582777685579329
沙特阿拉伯,27345,39048,1704,11457,246,0.6%,3410,115,46.573170731707314,17.03169527581178,0.007852108034856272
墨西哥,8283,33460,1906,21824,3353,10%,13230,25,6.508798091261557,7.858020151227281,0.18548617225756175
瑞士,2075,30305,44,26400,1830,6%,860,352,14.426229508196721,69.52399762986371,0.33406352683461116
巴基斯坦,20803,29465,1039,8023,639,2.2%,20460,14,12.555555555555555,6.035454288110155,0.038285832667939744
厄瓜多尔,23921,29071,253,3433,1717,5.9%,1710,170,1.9994175888177053,0.8358419751756638,0.20908224790279364
葡萄牙,23897,27581,138,2549,1135,4.1%,1030,268,2.245814977973568,0.9397895041107955,0.18632993929928746
智利,14248,27219,1247,12667,304,1.1%,1830,149,41.66776315789474,29.244640060285473,0.016844026135368256
瑞典,18126,26322,656,4971,3225,12.3%,1010,261,1.5413953488372094,0.8503781026355564,0.3579183627835221
新加坡,21020,23336,753,2296,20,0.1%,590,396,114.8,54.614652711703144,0.004144053945636643
白俄罗斯,16436,22973,951,6406,131,0.6%,940,244,48.900763358778626,29.752228862727325,0.012441943611667906
爱尔兰,4204,22760,219,17110,1446,6.4%,480,474,11.832641770401107,28.146150738347067,0.2010275482813674
卡塔尔,19753,22520,1130,2753,14,0.1%,270,834,196.64285714285714,99.55088196368003,0.002574475484180225
阿联酋,13196,18198,624,4804,198,1.1%,970,188,24.262626262626263,18.38634909262372,0.031233444696863958
以色列,4826,16458,35,11384,248,1.5%,860,191,45.903225806451616,95.11650602248574,0.04514082335114406
奥地利,1262,15871,59,13991,618,3.9%,880,180,22.63915857605178,179.39111391483186,0.35000992827514993
日本,6923,15847,115,8293,631,4%,12690,12,13.142630744849445,18.984010898236956,0.10990649604696293
波兰,9332,15821,310,5698,791,5%,3800,42,7.20353982300885,7.719181121955476,0.1487576498292315
罗马尼亚,7359,15362,320,7051,952,6.2%,1950,79,7.406512605042017,10.064563942168796,0.18347100114594211
乌克兰,11781,15232,515,3060,391,2.6%,4380,35,7.826086956521739,6.642973394891553,0.10846089277461826
