地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
美国,998797,1292996,28839,217251,76948,6%,32910,393,2.8233482351718044,0.028267488139950406,0.0035461599687902647
西班牙,65410,260117,3173,168408,26299,10.1%,4640,561,6.403589490094681,0.9789924308354504,0.023874394601310082
意大利,89624,215858,1401,96276,29958,13.9%,5920,365,3.2136991788503906,0.35857573628161993,0.034719259607873997
英国,175370,207977,1258,1918,30689,14.8%,6700,310,0.06249796343966894,0.003563777353006155,0.9123864615631969
俄罗斯,159528,187859,11231,26608,1723,0.9%,14390,131,15.442832269297737,0.9680327133354482,0.004059159577880424
法国,93901,174918,600,55027,25990,14.9%,6550,267,2.1172373989996154,0.22547549003733883,0.050299101341798554
德国,18952,170284,1385,143814,7518,4.4%,8240,207,19.1292897047087,10.09354669940307,0.027583292694389038
巴西,71904,136519,2171,55350,9265,6.8%,21240,64,5.974096060442526,0.8308433550904715,0.02327955893414445
土耳其,47096,133721,1977,82984,3641,2.7%,8300,161,22.79154078549849,4.839379307265689,0.009316274819456787
伊朗,14313,104691,1485,83837,6541,6.2%,8280,126,12.817153340467819,8.954903472694626,0.05451019662812957
加拿大,32400,66201,1291,29260,4541,6.9%,3730,177,6.443514644351464,1.9887390877627975,0.04789963123296456
秘鲁,38511,58526,3709,18388,1627,2.8%,3290,178,11.301782421634911,2.9346894190322015,0.022975674079305432
印度,38366,57306,58,17041,1899,3.3%,136870,4,8.973670352817273,2.3389642790015306,0.02904580155205407
比利时,30289,52011,639,13201,8521,16.4%,1160,448,1.5492313108790048,0.511483149288192,0.21310753175212815
荷兰,36593,42292,455,322,5377,12.7%,1710,247,0.05988469406732379,0.01636506820083726,4.5633748979245095
沙特阿拉伯,27405,35432,1793,7798,229,0.6%,3410,104,34.05240174672489,12.425616400921324,0.010715746846142791
厄瓜多尔,25211,30298,878,3433,1654,5.5%,1710,177,2.0755743651753327,0.823281252300715,0.19110481494820475
瑞士,2497,30207,66,25900,1810,6%,860,351,14.30939226519337,57.30633666477121,0.2798725265685618
