地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,人口数（万）,每10万人确诊
罗马尼亚,5401,6633,310,914,318,1950,34
挪威,6365,6525,99,32,128,540,121
澳大利亚,2804,6359,21,3494,61,2510,25
丹麦,3820,6191,177,2111,260,580,107
捷克,5385,5991,170,467,139,1060,57
巴基斯坦,4253,5374,278,1028,93,20460,3
菲律宾,4375,4932,220,242,315,10810,5
马来西亚,2464,4817,153,2276,77,3250,15
墨西哥,3732,4661,375,633,296,13230,4
印度尼西亚,3778,4557,399,380,399,26950,2
沙特阿拉伯,3642,4462,429,761,59,3410,13
阿联酋,3421,4123,387,680,22,970,43
塞尔维亚,3150,3630,250,400,80,870,42
巴拿马,3284,3400,260,29,87,420,81
卢森堡,2715,3281,11,500,66,60,547
卡塔尔,2890,3231,251,334,7,270,120
乌克兰,2912,3102,266,97,93,4380,7
芬兰,2705,3064,69,300,59,560,55
多米尼加共和国,2663,2967,139,131,173,1083.5,27
白俄罗斯,2687,2919,352,203,29,940,31
哥伦比亚,2397,2776,236,270,109,4980,6
泰国,1251,2579,33,1288,40,6930,4
新加坡,1964,2532,303,560,8,590,43
阿根廷,1645,2208,167,468,95,4510,5
南非,1738,2173,145,410,25,5810,4
希腊,1747,2114,103,269,98,1110,19
埃及,1317,2065,145,589,159,10120,2
阿尔及利亚,1030,1914,64,591,293,4270,4
摩洛哥,1430,1746,90,196,120,3660,5
冰岛,804,1701,12,889,8,30,567
摩尔多瓦,1537,1662,102,94,31,400,42
克罗地亚,1204,1600,66,373,23,410,39
匈牙利,1229,1458,100,120,109,970,15
伊拉克,636,1352,34,640,76,4040,3
新西兰,798,1349,18,546,5,480,28
巴林,751,1348,71,591,6,160,84
爱沙尼亚,1203,1332,5,102,27,130,102
科威特,1148,1300,80,150,2,420,31
斯洛文尼亚,1007,1212,17,152,53,210,58
阿塞拜疆,837,1098,40,250,11,1000,11
立陶宛,941,1062,27,97,24,290,37
亚美尼亚,814,1039,46,211,14,290,36
波斯尼亚和黑塞哥维那,785,1030,65,206,39,350,29
哈萨克斯坦,857,979,38,110,12,1860,5
波多黎各,853,897,172,-,44,341.1,26
乌兹别克斯坦,826,896,67,66,4,3280,3
北马其顿,779,854,68,41,34,210,41
喀麦隆,726,836,16,98,12,2405,3
孟加拉国,722,803,139,42,39,16470,0
斯洛伐克,660,769,14,107,2,550,14
阿曼,599,727,53,124,4,500,15
钻石公主号邮轮,56,712,0,644,12,-,-
突尼斯,633,707,14,43,31,700,6
保加利亚,577,676,21,68,31,1122,10
古巴,559,669,56,92,18,3680,6
阿富汗,606,665,52,38,21,190,2
拉脱维亚,632,653,21,16,5,7.3,34
安道尔,478,646,16,139,29,120,890
塞浦路斯,562,633,38,61,10,610,53
黎巴嫩,532,632,11,80,20,500,10
哥斯达黎加,536,595,19,56,3,2490,12
科特迪瓦,484,574,41,85,5,2950,2
加纳,554,566,158,4,8,2150,2
尼日尔,442,529,53,75,12,350,2
乌拉圭,269,501,7,224,8,1919,14
布基纳法索,309,497,36,161,27,290,3
阿尔巴尼亚,212,467,13,232,23,640,16
吉尔吉斯斯坦,347,419,38,67,5,911,7
洪都拉斯,365,397,1,7,25,82.7,4
留尼汪岛,349,389,6,40,-,40,47
马耳他,337,384,8,44,3,1010,96
约旦,197,381,0,177,7,3.2,4
圣马力诺,268,356,0,53,35,1121,1113
玻利维亚,301,330,25,2,27,126,3
毛里求斯,273,324,5,42,9,20100,26
尼日利亚,228,323,13,85,10,1670,0
塞内加尔,111,291,2,178,2,505.2,2
巴勒斯坦,230,290,0,58,2,62.2,6
黑山,265,273,5,5,3,390,44
格鲁吉亚,196,266,18,67,3,9740,7
越南,120,265,2,145,-,1270,0
几内亚,233,250,38,17,-,8130,2
刚果,198,235,0,17,20,8.5,0
马恩岛,99,232,22,131,2,94,274
吉布提,177,215,28,36,2,2100,23
斯里兰卡,150,214,5,57,7,6.5,1
根西岛,194,200,9,-,6,9.8,306
泽西岛,194,198,15,-,4,5140,202
肯尼亚,164,197,6,25,8,21.6,0
马约特岛,134,196,5,59,3,4.8,91
法罗群岛,27,184,0,157,-,3280,379
委内瑞拉,79,181,0,93,9,38,1
马提尼克,101,157,0,50,6,1658.2,41
危地马拉,131,155,16,19,5,705.3,1
巴拉圭,119,147,1,22,6,40,2
瓜德罗普岛,68,143,0,67,8,642,36
萨尔瓦多,109,137,7,22,6,40,2
文莱,29,136,0,106,1,16.6,34
关岛,109,133,3,19,5,3.4,80
直布罗陀,44,129,2,84,1,1200,375
卢旺达,101,126,2,25,-,1650,1
柬埔寨,45,122,2,77,-,1951.7,1
马里,82,116,29,25,9,121.8,1
特立尼达和多巴哥,89,113,3,16,8,2520,9
马达加斯加,86,106,0,20,-,3.8,0
摩纳哥,87,93,2,5,1,10.5,243
阿鲁巴岛,63,92,6,29,-,29,87
法属圭亚那,35,86,3,51,-,3.8,30
列支敦士登,24,80,1,55,1,425,211
多哥,48,76,0,25,3,10500,2
埃塞俄比亚,57,74,2,14,3,284,0
牙买加,55,72,4,13,4,28.1,3
巴巴多斯,56,71,1,11,4,-,25
刚果,60,70,10,5,5,6.5,-
加蓬,55,57,5,1,1,4430,3
百慕大群岛,25,57,2,28,4,28,87
乌干达,54,54,1,-,-,10.8,0
法属波里尼西亚,53,53,2,-,-,6.4,19
维尔京群岛,52,53,3,-,1,3.1,49
开曼群岛,45,53,8,6,2,470,83
圣马丁岛,36,50,0,5,9,37.2,161
利比里亚,40,48,11,3,5,5910,1
巴哈马,33,47,4,6,8,1760,13
坦桑尼亚,36,46,0,7,3,73.8,0
赞比亚,13,45,3,30,2,5288.5,0
圭亚那,31,45,5,8,6,160,6
缅甸,35,41,11,2,4,1120,0
几内亚比绍,36,39,1,3,-,670,2
贝宁,29,35,0,5,1,1200,0
厄立特里亚,34,34,0,-,-,1518,1
海地,31,33,2,-,2,627.7,0
索马里,23,25,4,1,1,1827,0
利比亚,16,25,1,8,1,10.4,0
叙利亚,18,25,6,5,2,3050,0
安提瓜和巴布达,21,23,0,-,2,130,22
莫桑比克,19,21,1,2,-,44,0
赤道几内亚,18,21,3,3,-,2925,2
马尔代夫,7,20,1,13,-,4312,5
安哥拉,13,19,0,2,4,706.2,0
苏丹,15,19,0,2,2,1490,0
老挝,19,19,1,-,-,28,0
乍得,16,18,7,2,-,320,0
新喀里多尼亚群岛,17,18,0,1,-,253,6
蒙古,13,17,0,4,-,88.5,1
纳米比亚,13,16,0,3,-,7.2,1
斐济,16,16,0,-,-,17.6,2
多米尼克国,11,16,0,5,-,2898,22
圣卢西亚,14,15,0,1,-,38.7,9
尼泊尔,13,14,3,1,-,139,0
伯利兹,12,14,4,-,2,1690,4
斯威士兰,7,14,2,7,-,11.2,1
津巴布韦,11,14,1,-,3,17.6,0
格林纳达,14,14,0,-,-,1809.2,13
荷属安的列斯群岛,6,14,0,7,1,225,8
马拉维,11,13,1,-,2,11,0
博茨瓦纳,12,13,0,-,1,5.7,1
圣文森特岛,11,12,0,1,-,1.3,11
圣克里斯托弗和尼维斯,12,12,0,-,-,7.6,21
蒙特塞拉特岛,11,11,2,-,-,474,85
格陵兰岛,0,11,0,11,-,9.6,14
中非,8,11,3,3,-,16,0
塞舌尔,11,11,0,-,-,54,11
马里亚纳群岛,9,11,0,-,2,59.7,7
佛得角,8,10,0,1,1,760,2
苏里南,5,10,0,4,1,615,2
塞拉利昂,10,10,2,-,-,210,0
尼加拉瓜,8,9,2,-,1,3.5,0
冈比亚,6,9,5,2,1,0.1,0
特克斯和凯科斯群岛,8,9,1,-,1,450,26
梵蒂冈,6,8,0,2,-,0.5,1000
毛里塔尼亚,4,7,0,2,1,75.4,0
圣巴泰勒米岛,6,6,0,-,-,0.3,119
不丹,3,5,0,2,-,1086,1
福克兰群岛,4,5,0,1,-,129.6,171
布隆迪,5,5,2,-,-,1253,0
东帝汶,4,4,0,-,-,20.4,0
南苏丹,4,4,0,-,-,3.1,0
圣多美和普林西比,4,4,0,-,-,1.5,2
维尔京群岛,3,3,0,-,-,808,10
安圭拉岛,3,3,0,-,-,-,20
