地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
丹麦,899,11558,71,10098,561,4.9%,580,199,18.0,200.22246941045606,0.617970584600173
韩国,713,11206,16,10226,267,2.4%,5130,22,38.29962546816479,537.1616475198427,0.36619797897118395
阿富汗,9857,11173,584,1097,219,2%,3680,30,5.0091324200913245,5.081802191428756,0.20253157064897684
塞尔维亚,5064,11159,67,5857,238,2.1%,870,128,24.60924369747899,48.59645279912913,0.08024316240595702
巴拿马,4341,10926,310,6279,306,2.8%,420,260,20.519607843137255,47.26931085726159,0.11226416682983492
巴林,4537,9138,319,4587,14,0.2%,160,571,327.64285714285717,722.1574986617967,0.006727140779211444
捷克,2559,8957,71,6083,315,3.5%,1060,85,19.31111111111111,75.46350570969562,0.20235896591870295
哈萨克斯坦,4144,8531,403,4352,35,0.4%,1860,46,124.34285714285714,300.05515719801434,0.019407044912559616
挪威,390,8352,6,7727,235,2.8%,540,155,32.88085106382979,843.0987452264048,0.7798163615427754
阿尔及利亚,2922,8306,193,4784,600,7.2%,4270,19,7.973333333333334,27.287246178416613,0.42921991855122826
尼日利亚,5350,7839,265,2263,226,2.9%,20100,4,10.013274336283185,18.716400628566703,0.1866680983393973
阿曼,5800,7770,513,1933,37,0.5%,500,155,52.24324324324324,90.07455731593662,0.033002122839252905
摩洛哥,2531,7433,54,4703,199,2.7%,3660,20,23.633165829145728,93.37481560310442,0.16718062808333795
马来西亚,1185,7245,60,5945,115,1.6%,3250,22,51.69565217391305,436.2502293157219,0.16324039277057983
澳大利亚,485,7118,3,6531,102,1.4%,2510,28,64.02941176470588,1320.194057004245,0.3220169627170655
亚美尼亚,3881,7113,359,3145,87,1.2%,290,245,36.14942528735632,93.14461553042082,0.07127791052492084
摩尔多瓦,3130,7093,99,3713,250,3.5%,400,177,14.852,47.45047923322684,0.21511501339306072
加纳,4706,6808,66,2070,32,0.5%,2950,23,64.6875,137.45750106247343,0.032849420310385964
芬兰,1472,6579,11,4800,307,4.7%,560,117,15.635179153094462,106.21724968134825,0.4344995471014493
玻利维亚,5384,6263,336,629,250,4%,1121,56,2.516,4.673105497771174,0.7382174587838428
伊拉克,1571,4469,197,2738,160,3.6%,4040,11,17.1125,108.92743475493316,0.37197208907429635
阿塞拜疆,1466,4122,140,2607,49,1.2%,1000,41,53.204081632653065,362.9200657070468,0.12820975744283808
卢森堡,115,3992,2,3767,110,2.8%,60,665,34.24545454545454,2977.865612648221,2.5392135363165242
洪都拉斯,3302,3950,266,468,180,4.6%,911,43,2.6,7.874015748031496,1.164795228998742
苏丹,3197,3820,250,458,165,4.3%,4312,9,2.775757575757576,8.682382157515095,1.1268752228139645
匈牙利,1554,3756,28,1711,491,13.1%,970,39,3.484725050916497,22.424228126875782,1.8466324719977558
危地马拉,3108,3424,311,258,58,1.7%,1658.2,21,4.448275862068965,14.312341898548794,0.723314676803049
几内亚,1582,3275,99,1673,20,0.6%,1270,26,83.65,528.7610619469027,0.07556619863482106
乌兹别克斯坦,602,3180,61,2565,13,0.4%,3280,10,197.30769230769232,3277.536417071301,0.08418980267205482
塞内加尔,1556,3047,71,1456,35,1.1%,1670,18,41.6,267.3521850899743,0.15448882736800476
希腊,1333,2878,2,1374,171,5.9%,1110,26,8.035087719298245,60.27822745159974,0.9336395234179724
保加利亚,1441,2433,19,862,130,5.3%,700,35,6.630769230769231,46.01505364864144,1.0465792155808273
波斯尼亚和黑塞哥维那,577,2401,10,1680,144,6%,350,69,11.666666666666666,202.19526285384168,1.4855162168853677
科特迪瓦,1127,2376,25,1219,30,1.3%,2490,10,40.63333333333333,360.5442176870748,0.21837033133330375
克罗地亚,118,2244,1,2027,99,4.4%,410,55,20.474747474747474,1735.1480910802943,4.139038238023965
刚果,1761,2141,116,317,63,2.9%,8130,3,5.031746031746032,28.57323129895532,1.1285529264452194
萨尔瓦多,1250,1983,96,698,35,1.8%,642,31,19.942857142857143,159.54285714285717,0.40114613180515757
北马其顿,443,1978,37,1422,113,5.7%,210,94,12.584070796460177,284.06480353183247,1.7938045483263645
古巴,170,1941,10,1689,82,4.2%,1122,17,20.597560975609756,1211.6212338593975,2.855849266882597
加蓬,1463,1934,206,459,12,0.6%,203,95,38.25,261.4490772385509,0.1786998691023459
爱沙尼亚,221,1824,2,1538,65,3.6%,130,140,23.661538461538463,1070.657848938392,1.9123384074045742
立陶宛,434,1635,7,1138,63,3.9%,290,56,18.063492063492063,416.20949455050834,1.2755825160156473
马约特岛,673,1587,66,894,20,1.3%,21.6,735,44.7,664.1901931649331,0.3324125505682593
斯洛伐克,176,1511,5,1307,28,1.9%,550,27,46.67857142857143,2652.1915584415583,1.2172219517284553
吉尔吉斯斯坦,425,1433,38,992,16,1.1%,640,22,62.0,1458.8235294117646,0.37950664136622386
马尔代夫,1223,1371,39,144,4,0.3%,44,312,36.0,294.358135731807,0.22712819115108565
肯尼亚,780,1214,22,383,51,4.2%,5140,2,7.509803921568627,96.27953745600804,1.7071701144808196
斯里兰卡,444,1148,33,695,9,0.8%,2100,5,77.22222222222223,1739.2392392392394,0.29165856503986
委内瑞拉,849,1121,66,262,10,0.9%,3280,3,26.2,308.59835100117783,0.44956347386687523
黎巴嫩,400,1114,17,688,26,2.3%,610,18,26.46153846153846,661.5384615384614,0.9447674418604651
拉脱维亚,315,1049,1,712,22,2.1%,190,55,32.36363636363637,1027.4170274170274,0.9809167112537899
马里,368,1030,61,597,65,6.3%,1951.7,5,9.184615384615384,249.58193979933108,2.9586337484524075
阿尔巴尼亚,177,1004,9,795,32,3.2%,290,35,24.84375,1403.601694915254,2.274100131471414
海地,909,958,53,22,27,2.8%,1200,8,0.8148148148148148,8.963859348897852,13.501350135013501
尼日尔,101,945,8,783,61,6.5%,2150,4,12.836065573770492,1270.897581561435,7.713415019662886
塞浦路斯,324,935,8,594,17,1.8%,120,78,34.94117647058823,1078.4313725490194,0.8833187845533526
哥斯达黎加,300,930,19,620,10,1.1%,500,19,62.0,2066.6666666666665,0.5376344086021505
巴拉圭,544,862,12,307,11,1.3%,705.3,12,27.90909090909091,513.0347593582889,0.6586510825828703
乌拉圭,129,769,11,618,22,2.9%,350,22,28.09090909090909,2177.5898520084565,2.7595895737688467
格鲁吉亚,193,731,2,526,12,1.6%,390,19,43.833333333333336,2271.157167530225,1.182056384089521
约旦,228,708,4,471,9,1.3%,1010,7,52.333333333333336,2295.3216374269005,0.8380824673147836
塞拉利昂,426,707,86,241,40,5.7%,760,9,6.025,141.43192488262912,3.8961291956441273
尼泊尔,585,675,19,87,3,0.4%,2898,2,29.0,495.7264957264957,0.5894488653109342
乍得,400,675,37,215,60,8.9%,1490,5,3.5833333333333335,89.58333333333334,6.976744186046512
南苏丹,641,655,92,6,8,1.2%,1253,5,0.75,11.700468018720748,20.800832033281328
马耳他,128,610,1,476,6,1%,40,153,79.33333333333333,6197.916666666666,0.9847689075630253
中非,581,604,73,22,1,0.2%,474,13,22.0,378.65748709122204,0.7823501799405413
埃塞俄比亚,425,582,88,152,5,0.9%,10500,1,30.4,715.2941176470588,0.7739938080495355
牙买加,332,552,6,211,9,1.6%,284,19,23.444444444444443,706.1579651941097,1.2847598926511736
马达加斯加,383,527,39,142,2,0.4%,2520,2,71.0,1853.78590078329,0.3677416982311625
多哥,228,381,10,141,12,3.1%,425,9,11.75,515.3508771929825,3.732736095558044
法属圭亚那,182,328,18,145,1,0.3%,29,113,145.0,7967.032967032967,0.3789314134141721
斯威士兰,92,250,13,156,2,0.8%,139,18,78.0,8478.260869565218,1.3935340022296543
毛里塔尼亚,216,237,27,15,6,2.5%,450,5,2.5,115.74074074074073,18.51851851851852
关岛,37,166,11,124,5,3%,16.6,100,24.8,6702.702702702703,10.89799476896251
百慕大群岛,43,133,5,81,9,6.8%,6.5,204,9.0,2093.0232558139537,25.839793281653744
叙利亚,61,106,16,41,4,3.8%,1827,1,10.25,1680.327868852459,15.99360255897641
巴哈马,44,100,3,45,11,11%,37.2,27,4.090909090909091,929.7520661157024,55.55555555555556
摩纳哥,4,98,1,90,4,4.1%,3.8,256,22.5,56250.0,111.11111111111111
巴巴多斯,15,92,2,70,7,7.6%,28.1,33,10.0,6666.666666666666,66.66666666666667
利比亚,33,75,3,39,3,4%,627.7,1,13.0,3939.393939393939,23.31002331002331
荷属安的列斯群岛,2,17,1,14,1,5.9%,17.6,10,14.0,70000.0,357.1428571428571
