地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
美国,1078428,1507773,23117,339232,90113,6%,32910,458,3.764517883102327,0.034907456808450144,0.002463198890032478
俄罗斯,211748,281752,9200,67373,2631,0.9%,14390,196,25.607373622196885,1.2093324906113345,0.0018442323887458976
西班牙,54124,277719,2138,195945,27650,10%,4640,599,7.086618444846293,1.3093301390965733,0.026071802906885894
英国,203777,240161,3450,1918,34466,14.4%,6700,358,0.055649045436081936,0.002730879610362403,0.8818345626268155
巴西,128177,233511,14919,89672,15662,6.7%,21240,110,5.725450134082493,0.4466831127333682,0.013626372621960198
意大利,70187,224760,875,122810,31763,14.1%,5920,380,3.8664483833391055,0.5508781374526772,0.03684945791753563
法国,90939,179630,124,61066,27625,15.4%,6550,274,2.2105339366515837,0.24307876011959487,0.04974536698095766
德国,14345,176854,765,154350,8159,4.6%,8240,215,18.917759529354086,13.187702704324913,0.036849342801071695
土耳其,35834,148067,1610,108137,4096,2.8%,8300,178,26.400634765625,7.367481934929118,0.010570373705791999
伊朗,18746,120198,1757,94464,6988,5.8%,8280,145,13.518030910131655,7.211154865108105,0.03946189640601196
印度,53908,91449,811,34645,2896,3.2%,136870,7,11.963052486187845,2.2191608826496707,0.015506178253606607
秘鲁,57746,88541,4046,28272,2523,2.8%,3290,269,11.205707491082045,1.9405166576181976,0.015453925413189087
加拿大,32366,75864,1266,37819,5679,7.5%,3730,203,6.659447085754534,2.057544054178624,0.046395172920397486
比利时,31598,55280,345,14630,9052,16.4%,1160,477,1.6162174105170128,0.5114935788711351,0.1958125956646849
沙特阿拉伯,28048,52016,2840,23666,302,0.6%,3410,153,78.36423841059603,27.939332006059622,0.004549673004455569
墨西哥,10251,47144,2437,31848,5045,10.7%,13230,36,6.312784935579782,6.158213769953938,0.1545299885704781
荷兰,37993,43995,189,322,5680,12.9%,1710,257,0.05669014084507042,0.01492120676047441,4.642895152474148
智利,22993,41428,1886,18014,421,1%,1830,226,42.788598574821854,18.609402241909216,0.010164272460619371
巴基斯坦,27937,40151,1581,11341,873,2.2%,20460,20,12.990836197021764,4.650046961743124,0.027553903017148274
厄瓜多尔,26642,32763,1296,3433,2688,8.2%,1710,192,1.2771577380952381,0.4793775760435546,0.29389259052389266
卡塔尔,28219,32604,1547,4370,15,0%,270,1208,291.3333333333333,103.24013371605419,0.0012163770081066662
瑞士,1306,30587,58,27400,1881,6.1%,860,356,14.566719829877725,111.53690528237155,0.5256480477526521
瑞典,21493,30143,470,4971,3679,12.2%,1010,298,1.3511823865180757,0.6286616044842858,0.34434119793092405
白俄罗斯,19553,29650,951,9932,165,0.6%,940,315,60.193939393939395,30.785014777241035,0.00849637814332778
葡萄牙,23182,29036,227,4636,1218,4.2%,1030,282,3.80623973727422,1.6418944600440946,0.11333210609612096
新加坡,19674,28038,465,8342,22,0.1%,590,475,379.1818181818182,192.73244799319824,0.0013404784245488687
爱尔兰,3045,24048,92,19470,1533,6.4%,480,501,12.700587084148728,41.70964559654755,0.25857641287214633
阿联酋,14626,23358,796,8512,220,0.9%,970,241,38.69090909090909,26.4535136680631,0.017671177807776654
孟加拉国,17567,22268,930,4373,328,1.5%,16470,14,13.332317073170731,7.589410299522247,0.04269694136685484
波兰,10024,18394,168,7451,919,5%,3800,48,8.107725788900979,8.08831383569531,0.1230438438821851
乌克兰,12661,18291,528,5116,514,2.8%,4380,42,9.95330739299611,7.861391195795048,0.07935322367685294
