地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
美国,1126934,1881256,21746,646260,108062,5.7%,32910,572,5.980455664340841,0.053068375471330545,0.0014837722447768062
巴西,286301,558237,28906,240627,31309,5.6%,21240,263,7.685553674662238,0.26844313064440006,0.004544666040505979
俄罗斯,231105,432277,8863,195957,5215,1.2%,14390,300,37.575647171620325,1.6259123416464518,0.0011515536842298102
西班牙,62927,287012,294,196958,27127,9.5%,4640,619,7.26058908098942,1.1538114133820807,0.0218872457519235
英国,236698,277985,1653,1918,39369,14.2%,6700,415,0.04871853488785593,0.0020582571414991223,0.8671838723474325
意大利,39893,233515,318,160092,33530,14.4%,5920,394,4.774589919475097,1.1968490510804142,0.05250095776434078
印度,102226,208479,2639,100419,5834,2.8%,136870,15,17.212718546451836,1.6837906742366753,0.005683150602516628
德国,6573,184828,260,169490,8765,4.7%,8240,224,19.337136337706788,29.4190420473251,0.07867635086823191
秘鲁,100860,174884,4845,69257,4767,2.7%,3290,532,14.528424585693308,1.4404545494441114,0.0068243691772594635
土耳其,31049,165555,786,129921,4585,2.8%,8300,199,28.3360959651036,9.126250753680827,0.011366123431337354
伊朗,27478,160696,3117,125206,8012,5%,8280,194,15.627309036445332,5.687207597512677,0.02328791891119196
智利,62552,108686,3527,44946,1188,1.1%,1830,594,37.833333333333336,6.048301146779213,0.00422555922459298
墨西哥,16381,97326,2771,70308,10637,10.9%,13230,74,6.609758390523644,4.03501519475224,0.09235789050195066
加拿大,34658,92410,743,50357,7395,8%,3730,248,6.809601081812035,1.964799204169899,0.042371596869332256
沙特阿拉伯,22672,89011,1869,65790,549,0.6%,3410,261,119.8360655737705,52.85641565533279,0.0036806339282524974
巴基斯坦,49852,80463,3938,28923,1688,2.1%,20460,39,17.134478672985782,3.4370694601993463,0.011707024260885277
卡塔尔,24573,62160,1826,37542,45,0.1%,270,2302,834.2666666666667,339.505419227065,0.00048779453204573006
比利时,33204,58685,98,15959,9522,16.2%,1160,506,1.6760134425540854,0.5047625113101089,0.1796933880510079
孟加拉国,42804,55140,2911,11590,746,1.4%,16470,33,15.536193029490617,3.6296124262897433,0.015037340578993245
荷兰,40434,46733,102,322,5977,12.8%,1710,273,0.05387318052534716,0.01332373263227659,4.590718652926308
白俄罗斯,24817,44255,852,19195,243,0.5%,940,471,78.9917695473251,31.8297012319479,0.005101159188043665
瑞典,31290,40803,775,4971,4542,11.1%,1010,404,1.09445178335535,0.349776856297651,0.2920100533236588
厄瓜多尔,16957,40414,1316,20019,3438,8.5%,1710,236,5.822862129144852,3.4338987610690874,0.10127784985109815
新加坡,13206,36405,544,23175,24,0.1%,590,617,965.625,731.2017264879601,0.0007841880247626973
南非,17816,35812,1455,17291,705,2%,5810,62,24.526241134751775,13.766412850668935,0.022885415522666406
阿联酋,16793,35788,596,18726,269,0.8%,970,369,69.61338289962825,41.453809861030344,0.008554191589176662
葡萄牙,11590,32895,195,19869,1436,4.4%,1030,319,13.836350974930362,11.938180306238447,0.062358404408235465
哥伦比亚,19682,31833,1340,11142,1009,3.2%,4980,64,11.042616451932606,5.610515421162791,0.04601069407090966
瑞士,373,30893,3,28600,1920,6.2%,860,359,14.895833333333334,399.35210008936554,1.7998087703181536
科威特,13379,29359,887,15750,230,0.8%,420,699,68.47826086956522,51.183392532749245,0.010914997087356756
印度尼西亚,18129,28233,609,8406,1698,6%,26950,10,4.950530035335689,2.7307242734489985,0.11142289836629228
埃及,19657,27536,1152,6827,1052,3.8%,10120,27,6.489543726235741,3.3013907138605796,0.07839143225163167
爱尔兰,1319,25066,4,22089,1658,6.6%,480,522,13.322677925211098,101.0058978408726,0.569067358663558
乌克兰,13648,24823,328,10440,735,3%,4380,57,14.204081632653061,10.407445510443333,0.051584333858861894
波兰,11429,24545,408,12014,1102,4.5%,3800,65,10.901996370235935,9.538889115614607,0.0802575197253975
菲律宾,14621,19748,359,4153,974,4.9%,10810,18,4.263860369609857,2.9162576907255704,0.16040575607656613
罗马尼亚,4581,19669,119,13800,1288,6.5%,1950,101,10.714285714285714,23.38853026475816,0.20374008586189335
阿根廷,12041,18319,904,5709,569,3.1%,4510,41,10.033391915641475,8.33268990585622,0.08277318507826698
多米尼加共和国,6162,17752,180,11075,515,2.9%,1083.5,164,21.50485436893204,34.89914697976638,0.07546434383020376
以色列,2097,17342,179,14955,290,1.7%,860,202,51.56896551724138,245.91781362537614,0.09247261734336693
